variant,metric,n_checkpoints,js_threshold,rmse_threshold_kcal_mol,first_frac_JS_lt_threshold,first_frac_RMSE_lt_threshold,first_frac_delta_JS_lt_threshold,first_frac_delta_RMSE_lt_threshold,tail_median_JS,tail_median_RMSE_F_kcal_mol,tail_median_delta_JS,tail_median_delta_RMSE_F_kcal_mol,last_eval_JS,last_eval_RMSE_F_kcal_mol,last_eval_delta_JS,last_eval_delta_RMSE_F_kcal_mol,converged_bool
current,cv_distance,10,0.01,0.1,0.2738746788785882,0.4851551156037083,0.650888668602703,0.9426868088908745,0.00019622592620366852,0.039067155186807416,5.584832809531666e-05,0.028754107700423095,0.0002769913885995834,0.03991711287063131,2.366908858232898e-05,0.013660186176546997,1
