variant,metric,checkpoint_index,checkpoint_step,frac_total,bin,x,F_kcal_mol,P,count
current,cv_distance,2,1944500,0.2738746788785882,19,0.6480302932672202,0.07532051837973563,0.04565831566612961,48626
current,cv_distance,2,1944500,0.2738746788785882,20,0.6801842788544794,0.057632285994193566,0.04703330488382802,49926
current,cv_distance,2,1944500,0.2738746788785882,21,0.7123382644417384,0.03042048930109198,0.04922989154639442,51488
current,cv_distance,2,1944500,0.2738746788785882,22,0.7444922500289977,0.0,0.051807155263139476,54544
current,cv_distance,2,1944500,0.2738746788785882,23,0.7766462356162568,0.022884336948931994,0.04985616306717152,57627
current,cv_distance,2,1944500,0.2738746788785882,24,0.8088002212035159,0.1748910945503983,0.03863529443038408,56318
current,cv_distance,2,1944500,0.2738746788785882,25,0.8409542067907751,0.4270422185219651,0.025310221320863344,47276
current,cv_distance,2,1944500,0.2738746788785882,26,0.8731081923780342,0.6354871649659244,0.01784214026362847,35380
current,cv_distance,2,1944500,0.2738746788785882,27,0.9052621779652934,0.5554716505374482,0.020405020823526986,22010
current,cv_distance,2,1944500,0.2738746788785882,28,0.9374161635525524,1.3182575446977016,0.005676217720444487,3867
current,cv_distance,2,1944500,0.2738746788785882,29,0.9695701491398117,4.53058536371678,2.5937419832256046e-05,79
current,cv_distance,3,2878250,0.4851551156037083,0,0.037104567109296716,1.5880561663452821,0.0031511548488309953,706
current,cv_distance,3,2878250,0.4851551156037083,1,0.06925855269655586,0.5714205695363763,0.01734097110513461,11536
current,cv_distance,3,2878250,0.4851551156037083,2,0.101412538283815,0.26183212080157214,0.029147675183172114,50571
current,cv_distance,3,2878250,0.4851551156037083,3,0.13356652387107412,0.2455151730684435,0.02995646553197514,86794
current,cv_distance,3,2878250,0.4851551156037083,4,0.16572050945833325,0.2086581209884304,0.03186694101590122,97355
current,cv_distance,3,2878250,0.4851551156037083,5,0.1978744950455924,0.13499581102124236,0.03605805162469193,96918
current,cv_distance,3,2878250,0.4851551156037083,6,0.23002848063285153,0.10134941293189947,0.03815163449301628,93391
current,cv_distance,3,2878250,0.4851551156037083,7,0.26218246622011065,0.06910082238746851,0.04027223752116724,89966
current,cv_distance,3,2878250,0.4851551156037083,8,0.2943364518073698,0.04465663356444671,0.04195782640626728,85767
current,cv_distance,3,2878250,0.4851551156037083,9,0.3264904373946289,0.015241493444927645,0.04407998792520916,85850
current,cv_distance,3,2878250,0.4851551156037083,10,0.35864442298188803,0.0,0.045221468835915705,86536
current,cv_distance,3,2878250,0.4851551156037083,11,0.39079840856914716,0.0071010044176549325,0.04468602149817918,85628
current,cv_distance,3,2878250,0.4851551156037083,12,0.42295239415640634,0.0148829131308017,0.044106509222452114,85666
current,cv_distance,3,2878250,0.4851551156037083,13,0.45510637974366547,0.02731869337900572,0.04319598773906634,87254
current,cv_distance,3,2878250,0.4851551156037083,14,0.4872603653309246,0.041723056909805045,0.04216480032861956,90425
current,cv_distance,3,2878250,0.4851551156037083,15,0.5194143509181837,0.0835014757642174,0.03931109138984493,88571
current,cv_distance,3,2878250,0.4851551156037083,16,0.5515683365054429,0.12240903587239149,0.03682744008858542,85256
current,cv_distance,3,2878250,0.4851551156037083,17,0.5837223220927019,0.14650234899076642,0.03536876676569313,81957
current,cv_distance,3,2878250,0.4851551156037083,18,0.6158763076799612,0.10420671694751626,0.037969217412569554,81701
current,cv_distance,3,2878250,0.4851551156037083,19,0.6480302932672202,0.05263538153758285,0.04140002319830486,83806
current,cv_distance,3,2878250,0.4851551156037083,20,0.6801842788544794,0.03212060142478168,0.042849453939940704,88353
current,cv_distance,3,2878250,0.4851551156037083,21,0.7123382644417384,0.023462653699678704,0.04347628988968659,91851
current,cv_distance,3,2878250,0.4851551156037083,22,0.7444922500289977,0.008175068570068778,0.04460558614239412,96496
current,cv_distance,3,2878250,0.4851551156037083,23,0.7766462356162568,0.03372086324108681,0.042734588384319025,98983
current,cv_distance,3,2878250,0.4851551156037083,24,0.8088002212035159,0.10541874953836028,0.037892102071985366,97320
current,cv_distance,3,2878250,0.4851551156037083,25,0.8409542067907751,0.30196051449975747,0.027250281486820942,84377
current,cv_distance,3,2878250,0.4851551156037083,26,0.8731081923780342,0.6042038951166122,0.016413124254113287,63560
current,cv_distance,3,2878250,0.4851551156037083,27,0.9052621779652934,0.5881861553638708,0.016860091944075176,39602
current,cv_distance,3,2878250,0.4851551156037083,28,0.9374161635525524,1.2396664412873555,0.0056528361201948684,7458
current,cv_distance,3,2878250,0.4851551156037083,29,0.9695701491398117,4.3360952540168665,3.137363187299968e-05,266
current,cv_distance,4,3812250,0.650888668602703,0,0.037104567109296716,1.4866676651429376,0.003686980080759534,900
current,cv_distance,4,3812250,0.650888668602703,1,0.06925855269655586,0.5353896609581963,0.018182870355998693,15441
current,cv_distance,4,3812250,0.650888668602703,2,0.101412538283815,0.25160799552517044,0.029268003422867377,70000
current,cv_distance,4,3812250,0.650888668602703,3,0.13356652387107412,0.23357134988235173,0.030167027621661187,116652
current,cv_distance,4,3812250,0.650888668602703,4,0.16572050945833325,0.20814152431453237,0.031481670172887874,129243
current,cv_distance,4,3812250,0.650888668602703,5,0.1978744950455924,0.13965462202253054,0.03531420534146652,129561
current,cv_distance,4,3812250,0.650888668602703,6,0.23002848063285153,0.10903455952994001,0.0371754034795954,124845
current,cv_distance,4,3812250,0.650888668602703,7,0.26218246622011065,0.07542610780178371,0.0393313578535723,120016
current,cv_distance,4,3812250,0.650888668602703,8,0.2943364518073698,0.0478352349732325,0.041194427718326564,114769
current,cv_distance,4,3812250,0.650888668602703,9,0.3264904373946289,0.02288183602209215,0.04295528926687003,114133
current,cv_distance,4,3812250,0.650888668602703,10,0.35864442298188803,0.009355428595872795,0.04394105009409121,115357
current,cv_distance,4,3812250,0.650888668602703,11,0.39079840856914716,0.011890442283370328,0.04375459942608339,115028
current,cv_distance,4,3812250,0.650888668602703,12,0.42295239415640634,0.007098500198291502,0.04410771600372792,115448
current,cv_distance,4,3812250,0.650888668602703,13,0.45510637974366547,0.0010286130429852935,0.04455909797550366,118775
current,cv_distance,4,3812250,0.650888668602703,14,0.4872603653309246,0.0,0.044636046336205375,122386
current,cv_distance,4,3812250,0.650888668602703,15,0.5194143509181837,0.04031249666712333,0.041717538469856756,119244
current,cv_distance,4,3812250,0.650888668602703,16,0.5515683365054429,0.07790948701171851,0.039167859275880894,114694
current,cv_distance,4,3812250,0.650888668602703,17,0.5837223220927019,0.11469163467550891,0.03682430822699638,110497
current,cv_distance,4,3812250,0.650888668602703,18,0.6158763076799612,0.09791147233014308,0.037875527645981386,110233
current,cv_distance,4,3812250,0.650888668602703,19,0.6480302932672202,0.069038696713704,0.03975502880440867,112229
current,cv_distance,4,3812250,0.650888668602703,20,0.6801842788544794,0.05401607536169273,0.04076954128975901,118471
current,cv_distance,4,3812250,0.650888668602703,21,0.7123382644417384,0.047473643428239676,0.04121942108096404,122614
current,cv_distance,4,3812250,0.650888668602703,22,0.7444922500289977,0.005886942166769771,0.04419744574225442,130511
current,cv_distance,4,3812250,0.650888668602703,23,0.7766462356162568,0.027509769200289247,0.04262312312322852,133132
current,cv_distance,4,3812250,0.650888668602703,24,0.8088002212035159,0.1071685693975426,0.03729194511811433,128002
current,cv_distance,4,3812250,0.650888668602703,25,0.8409542067907751,0.23525644350012143,0.03008187869993354,113286
current,cv_distance,4,3812250,0.650888668602703,26,0.8731081923780342,0.5486998803137422,0.01778140805963959,86722
current,cv_distance,4,3812250,0.650888668602703,27,0.9052621779652934,0.6258089961848776,0.015624039306503041,51369
current,cv_distance,4,3812250,0.650888668602703,28,0.9374161635525524,1.271076274205776,0.005293292116628551,9790
current,cv_distance,4,3812250,0.650888668602703,29,0.9695701491398117,4.542693331028958,2.1897890233990604e-05,284
current,cv_distance,5,4746250,0.7754000055847202,0,0.037104567109296716,1.5716604749284968,0.003270101420862908,1007
current,cv_distance,5,4746250,0.7754000055847202,1,0.06925855269655586,0.6035930017199613,0.01658760739670302,18100
current,cv_distance,5,4746250,0.7754000055847202,2,0.101412538283815,0.29420784164388425,0.02787187345973528,84363
current,cv_distance,5,4746250,0.7754000055847202,3,0.13356652387107412,0.244100545216414,0.0303157676521152,139341
current,cv_distance,5,4746250,0.7754000055847202,4,0.16572050945833325,0.23084859487123688,0.030997196429044735,153180
current,cv_distance,5,4746250,0.7754000055847202,5,0.1978744950455924,0.17191665723677008,0.03421790698769279,153739
current,cv_distance,5,4746250,0.7754000055847202,6,0.23002848063285153,0.1352318824468448,0.036389638857784304,148724
current,cv_distance,5,4746250,0.7754000055847202,7,0.26218246622011065,0.10975430991672086,0.037978496877020824,142624
current,cv_distance,5,4746250,0.7754000055847202,8,0.2943364518073698,0.08523839131015065,0.03957284266268144,136964
current,cv_distance,5,4746250,0.7754000055847202,9,0.3264904373946289,0.0615757888863071,0.041175141152183736,135293
current,cv_distance,5,4746250,0.7754000055847202,10,0.35864442298188803,0.03597044052419718,0.04298215698280194,137343
current,cv_distance,5,4746250,0.7754000055847202,11,0.39079840856914716,0.018337275984572354,0.044272464655787706,137615
current,cv_distance,5,4746250,0.7754000055847202,12,0.42295239415640634,0.010836613272887208,0.04483300192935601,137594
current,cv_distance,5,4746250,0.7754000055847202,13,0.45510637974366547,0.0066549857277524715,0.045148577531698424,141118
current,cv_distance,5,4746250,0.7754000055847202,14,0.4872603653309246,0.0,0.04565539750250529,145865
current,cv_distance,5,4746250,0.7754000055847202,15,0.5194143509181837,0.03381116980863408,0.04313811879481632,142411
current,cv_distance,5,4746250,0.7754000055847202,16,0.5515683365054429,0.06432221925676296,0.040985889385140806,137036
current,cv_distance,5,4746250,0.7754000055847202,17,0.5837223220927019,0.1068780368670601,0.03816217278785173,132234
current,cv_distance,5,4746250,0.7754000055847202,18,0.6158763076799612,0.09813109733238035,0.03872621986891701,131683
current,cv_distance,5,4746250,0.7754000055847202,19,0.6480302932672202,0.06916733331577074,0.04065413932979001,134444
current,cv_distance,5,4746250,0.7754000055847202,20,0.6801842788544794,0.06861798691243348,0.04069161827876455,140261
current,cv_distance,5,4746250,0.7754000055847202,21,0.7123382644417384,0.056065904020603075,0.04155745703123892,145572
current,cv_distance,5,4746250,0.7754000055847202,22,0.7444922500289977,0.015197739990592485,0.04450622963898198,154676
current,cv_distance,5,4746250,0.7754000055847202,23,0.7766462356162568,0.042905924488595426,0.042485018405158836,157008
current,cv_distance,5,4746250,0.7754000055847202,24,0.8088002212035159,0.11880615565925856,0.03740620410899799,153078
current,cv_distance,5,4746250,0.7754000055847202,25,0.8409542067907751,0.22386392687224999,0.031362497559070085,137972
current,cv_distance,5,4746250,0.7754000055847202,26,0.8731081923780342,0.5321714491636829,0.01869877989342101,104775
current,cv_distance,5,4746250,0.7754000055847202,27,0.9052621779652934,0.6633454354319877,0.015005656571765185,58645
current,cv_distance,5,4746250,0.7754000055847202,28,0.9374161635525524,1.2806147049250403,0.005328238639915703,11417
current,cv_distance,5,4746250,0.7754000055847202,29,0.9695701491398117,4.51182615781385,2.358820819625678e-05,302
current,cv_distance,6,5680250,0.8597222997877806,0,0.037104567109296716,1.6274914753535177,0.002999671857810289,1020
current,cv_distance,6,5680250,0.8597222997877806,1,0.06925855269655586,0.6441599767051327,0.015610466655072324,19730
current,cv_distance,6,5680250,0.8597222997877806,2,0.101412538283815,0.33033074824642505,0.026426262002479436,92970
current,cv_distance,6,5680250,0.8597222997877806,3,0.13356652387107412,0.2738835887699407,0.029050702517301588,153227
current,cv_distance,6,5680250,0.8597222997877806,4,0.16572050945833325,0.2532218103237873,0.030075193660190305,169607
current,cv_distance,6,5680250,0.8597222997877806,5,0.1978744950455924,0.1839167761836682,0.03378283582162718,170613
current,cv_distance,6,5680250,0.8597222997877806,6,0.23002848063285153,0.14207361031443178,0.03623916785821518,166259
current,cv_distance,6,5680250,0.8597222997877806,7,0.26218246622011065,0.11557194345444599,0.03788648202725137,158771
current,cv_distance,6,5680250,0.8597222997877806,8,0.2943364518073698,0.0931195921231478,0.03934055469676248,152556
current,cv_distance,6,5680250,0.8597222997877806,9,0.3264904373946289,0.0703916579242645,0.04086932225181805,150250
current,cv_distance,6,5680250,0.8597222997877806,10,0.35864442298188803,0.0459717961385262,0.0425781645492907,151740
current,cv_distance,6,5680250,0.8597222997877806,11,0.39079840856914716,0.02832738200335916,0.04385717210559631,152351
current,cv_distance,6,5680250,0.8597222997877806,12,0.42295239415640634,0.018100175074730496,0.044616036912883905,152873
current,cv_distance,6,5680250,0.8597222997877806,13,0.45510637974366547,0.009955961392625667,0.0452297229358703,156837
current,cv_distance,6,5680250,0.8597222997877806,14,0.4872603653309246,0.0,0.04599140687428638,161739
current,cv_distance,6,5680250,0.8597222997877806,15,0.5194143509181837,0.03084065902358879,0.04367266967112271,157847
current,cv_distance,6,5680250,0.8597222997877806,16,0.5515683365054429,0.05761754376746553,0.0417544901341661,151559
current,cv_distance,6,5680250,0.8597222997877806,17,0.5837223220927019,0.09562905015710244,0.03917530414356818,146189
current,cv_distance,6,5680250,0.8597222997877806,18,0.6158763076799612,0.0848391912800126,0.039890788972671176,146018
current,cv_distance,6,5680250,0.8597222997877806,19,0.6480302932672202,0.05562935467626384,0.041893973202263624,149089
current,cv_distance,6,5680250,0.8597222997877806,20,0.6801842788544794,0.059172579926293434,0.04164571900778502,154622
current,cv_distance,6,5680250,0.8597222997877806,21,0.7123382644417384,0.054290093144374385,0.041988192765886834,161577
current,cv_distance,6,5680250,0.8597222997877806,22,0.7444922500289977,0.02225767004944723,0.044305977083484605,170882
current,cv_distance,6,5680250,0.8597222997877806,23,0.7766462356162568,0.047151525914519876,0.042493990915468016,174440
current,cv_distance,6,5680250,0.8597222997877806,24,0.8088002212035159,0.12058139273023571,0.03756946169002884,170602
current,cv_distance,6,5680250,0.8597222997877806,25,0.8409542067907751,0.22801294640915093,0.03137420348546072,153049
current,cv_distance,6,5680250,0.8597222997877806,26,0.8731081923780342,0.5364036054106631,0.01870315073838702,115612
current,cv_distance,6,5680250,0.8597222997877806,27,0.9052621779652934,0.6595125806822317,0.01521359132840594,65000
current,cv_distance,6,5680250,0.8597222997877806,28,0.9374161635525524,1.2416192500228587,0.005730279871298705,13535
current,cv_distance,6,5680250,0.8597222997877806,29,0.9695701491398117,4.280198266029474,3.5044263546724075e-05,348
current,cv_distance,7,6614500,0.9035658438512231,0,0.037104567109296716,1.6107631214585234,0.0030406987065549444,1082
current,cv_distance,7,6614500,0.9035658438512231,1,0.06925855269655586,0.6215347656398886,0.015981270335046042,21858
current,cv_distance,7,6614500,0.9035658438512231,2,0.101412538283815,0.3170469351983123,0.02663336746894727,98763
current,cv_distance,7,6614500,0.9035658438512231,3,0.13356652387107412,0.2645734866321334,0.02908387005389734,160716
current,cv_distance,7,6614500,0.9035658438512231,4,0.16572050945833325,0.24680620141201648,0.029963696835783527,178062
current,cv_distance,7,6614500,0.9035658438512231,5,0.1978744950455924,0.18091394219887635,0.03346546851355446,178577
current,cv_distance,7,6614500,0.9035658438512231,6,0.23002848063285153,0.1402820744928257,0.03582585889869258,174086
current,cv_distance,7,6614500,0.9035658438512231,7,0.26218246622011065,0.11432104222525652,0.03742043491941089,166541
current,cv_distance,7,6614500,0.9035658438512231,8,0.2943364518073698,0.09412702645131232,0.03870970539836472,160344
current,cv_distance,7,6614500,0.9035658438512231,9,0.3264904373946289,0.07158656647176231,0.04020131419871576,157735
current,cv_distance,7,6614500,0.9035658438512231,10,0.35864442298188803,0.04671277898083703,0.04191412737942342,159555
current,cv_distance,7,6614500,0.9035658438512231,11,0.39079840856914716,0.02837505579027244,0.04322342559499111,160309
current,cv_distance,7,6614500,0.9035658438512231,12,0.42295239415640634,0.017181990962313654,0.04404262156372242,161077
current,cv_distance,7,6614500,0.9035658438512231,13,0.45510637974366547,0.009926154456002534,0.04458193650258303,164414
current,cv_distance,7,6614500,0.9035658438512231,14,0.4872603653309246,0.0,0.04533044500364532,169202
current,cv_distance,7,6614500,0.9035658438512231,15,0.5194143509181837,0.028040497198867476,0.04324768887288395,165745
current,cv_distance,7,6614500,0.9035658438512231,16,0.5515683365054429,0.05202217848276125,0.04154249837975017,159574
current,cv_distance,7,6614500,0.9035658438512231,17,0.5837223220927019,0.08721222461571498,0.03916130852451611,153898
current,cv_distance,7,6614500,0.9035658438512231,18,0.6158763076799612,0.07522959955960795,0.0399564003569079,153260
current,cv_distance,7,6614500,0.9035658438512231,19,0.6480302932672202,0.04463034026185242,0.04206079276502879,155982
current,cv_distance,7,6614500,0.9035658438512231,20,0.6801842788544794,0.045581768356052876,0.04199372047153234,162656
current,cv_distance,7,6614500,0.9035658438512231,21,0.7123382644417384,0.0407443098274034,0.04233585825947135,170309
current,cv_distance,7,6614500,0.9035658438512231,22,0.7444922500289977,0.00873122096041734,0.04467138524073962,179629
current,cv_distance,7,6614500,0.9035658438512231,23,0.7766462356162568,0.03490015271281832,0.0427529167015684,183183
current,cv_distance,7,6614500,0.9035658438512231,24,0.8088002212035159,0.10764710645135689,0.03784170468233223,179944
current,cv_distance,7,6614500,0.9035658438512231,25,0.8409542067907751,0.2097387747403412,0.03188588346623594,162939
current,cv_distance,7,6614500,0.9035658438512231,26,0.8731081923780342,0.5044000241353441,0.019451011342235845,120535
current,cv_distance,7,6614500,0.9035658438512231,27,0.9052621779652934,0.5996228830324408,0.016579589494123442,67435
current,cv_distance,7,6614500,0.9035658438512231,28,0.9374161635525524,1.1086490708791772,0.007059206520638528,14129
current,cv_distance,7,6614500,0.9035658438512231,29,0.9695701491398117,4.166566501448559,4.179354870270664e-05,349
current,cv_distance,8,7548500,0.9426868088908745,0,0.037104567109296716,1.6115733099913205,0.0030142097928563057,1095
current,cv_distance,8,7548500,0.9426868088908745,1,0.06925855269655586,0.6221641920469541,0.015846854396046293,22396
current,cv_distance,8,7548500,0.9426868088908745,2,0.101412538283815,0.3135829396391654,0.026591316968807132,103596
current,cv_distance,8,7548500,0.9426868088908745,3,0.13356652387107412,0.25524787883151623,0.029324867407362884,167731
current,cv_distance,8,7548500,0.9426868088908745,4,0.16572050945833325,0.23432391681296627,0.03037238156714936,186087
current,cv_distance,8,7548500,0.9426868088908745,5,0.1978744950455924,0.169392498460474,0.03386728670645628,186145
current,cv_distance,8,7548500,0.9426868088908745,6,0.23002848063285153,0.12838627259519497,0.03627879221626869,180703
current,cv_distance,8,7548500,0.9426868088908745,7,0.26218246622011065,0.09919994840865232,0.03809909120181386,173500
current,cv_distance,8,7548500,0.9426868088908745,8,0.2943364518073698,0.07634739654606015,0.03958789001682892,167667
current,cv_distance,8,7548500,0.9426868088908745,9,0.3264904373946289,0.05570730939296853,0.040982490476184665,165079
current,cv_distance,8,7548500,0.9426868088908745,10,0.35864442298188803,0.03780005813017717,0.04223218083072126,166736
current,cv_distance,8,7548500,0.9426868088908745,11,0.39079840856914716,0.02404684729983453,0.04321778601432461,167267
current,cv_distance,8,7548500,0.9426868088908745,12,0.42295239415640634,0.01524029645753755,0.043860941926108045,167918
current,cv_distance,8,7548500,0.9426868088908745,13,0.45510637974366547,0.009658525073456214,0.044273534055716525,171365
current,cv_distance,8,7548500,0.9426868088908745,14,0.4872603653309246,0.0,0.04499666014796059,176369
current,cv_distance,8,7548500,0.9426868088908745,15,0.5194143509181837,0.02955002843189014,0.04282067712567748,172655
current,cv_distance,8,7548500,0.9426868088908745,16,0.5515683365054429,0.05560106737468451,0.040989794624673316,166635
current,cv_distance,8,7548500,0.9426868088908745,17,0.5837223220927019,0.09092333418013654,0.03863171644768136,160777
current,cv_distance,8,7548500,0.9426868088908745,18,0.6158763076799612,0.07573999596426773,0.03962824480338032,160537
current,cv_distance,8,7548500,0.9426868088908745,19,0.6480302932672202,0.046069884712146125,0.04165038928319451,162792
current,cv_distance,8,7548500,0.9426868088908745,20,0.6801842788544794,0.05144626482884895,0.04127646089878987,168260
current,cv_distance,8,7548500,0.9426868088908745,21,0.7123382644417384,0.047725591307342,0.04153487498587192,176780
current,cv_distance,8,7548500,0.9426868088908745,22,0.7444922500289977,0.011918187090830923,0.044106039341176385,187571
current,cv_distance,8,7548500,0.9426868088908745,23,0.7766462356162568,0.034721486244047695,0.04245083153108351,191734
current,cv_distance,8,7548500,0.9426868088908745,24,0.8088002212035159,0.10132159827202614,0.0379637431526748,188147
current,cv_distance,8,7548500,0.9426868088908745,25,0.8409542067907751,0.19924447951868407,0.03221318651961978,171058
current,cv_distance,8,7548500,0.9426868088908745,26,0.8731081923780342,0.48322712897409037,0.020005832046289685,126505
current,cv_distance,8,7548500,0.9426868088908745,27,0.9052621779652934,0.579529908948226,0.01702164381716153,69496
current,cv_distance,8,7548500,0.9426868088908745,28,0.9374161635525524,1.0991627193466567,0.007119620559880687,14266
current,cv_distance,8,7548500,0.9426868088908745,29,0.9695701491398117,4.17853657017647,4.0661138239417285e-05,349
current,cv_distance,9,8482750,0.9739193566402323,0,0.037104567109296716,1.6154111190717992,0.0030138527639456594,1102
current,cv_distance,9,8482750,0.9739193566402323,1,0.06925855269655586,0.6199928783322346,0.016005497507337072,22808
current,cv_distance,9,8482750,0.9739193566402323,2,0.101412538283815,0.30987960424981265,0.02692663057646638,105823
current,cv_distance,9,8482750,0.9739193566402323,3,0.13356652387107412,0.24642026992228883,0.029950989723441714,173668
current,cv_distance,9,8482750,0.9739193566402323,4,0.16572050945833325,0.22609425402271266,0.030989771466219725,192937
current,cv_distance,9,8482750,0.9739193566402323,5,0.1978744950455924,0.16376496919979266,0.03440521813256879,192916
current,cv_distance,9,8482750,0.9739193566402323,6,0.23002848063285153,0.12406242450265892,0.03677452056839565,186871
current,cv_distance,9,8482750,0.9739193566402323,7,0.26218246622011065,0.09533320622435704,0.038590092617255496,178737
current,cv_distance,9,8482750,0.9739193566402323,8,0.2943364518073698,0.0711954012434215,0.040184618262602764,173016
current,cv_distance,9,8482750,0.9739193566402323,9,0.3264904373946289,0.05114890994530441,0.04155883962857733,170588
current,cv_distance,9,8482750,0.9739193566402323,10,0.35864442298188803,0.03306243882039128,0.042838981208873486,172419
current,cv_distance,9,8482750,0.9739193566402323,11,0.39079840856914716,0.020694877725940142,0.043736972268508104,173014
