variant,metric,checkpoint_index,checkpoint_step,frac_total,bin,x,F_kcal_mol,P,count
current,rg,2,1944250,0.2922245043645973,25,9.87165471171081,2.2930930008843085,0.0016112511714544385,1318
current,rg,2,1944250,0.2922245043645973,26,10.064436456017608,2.8971448419118433,0.0005849525088383865,408
current,rg,2,1944250,0.2922245043645973,27,10.257218200324406,4.313081174765725,5.440419470958956e-05,56
current,rg,2,1944250,0.2922245043645973,28,10.449999944631202,4.2020829570194715,6.553795872921138e-05,11
current,rg,2,1944250,0.2922245043645973,29,10.642781688938001,,0.0,0
current,rg,3,2878000,0.5278094355454808,0,5.052111104040872,2.5012674217794637,0.0010796103619901407,1698
current,rg,3,2878000,0.5278094355454808,1,5.24489284834767,0.7829374364475523,0.019277223037642954,47404
current,rg,3,2878000,0.5278094355454808,2,5.437674592654467,0.42300864045225084,0.035257146567152474,124019
current,rg,3,2878000,0.5278094355454808,3,5.630456336961265,0.17230161781964326,0.05368876802632648,174026
current,rg,3,2878000,0.5278094355454808,4,5.823238081268062,0.07463447069948592,0.06324591489130674,200887
current,rg,3,2878000,0.5278094355454808,5,6.016019825574859,0.009582253837018273,0.07053782044811065,179165
current,rg,3,2878000,0.5278094355454808,6,6.208801569881657,0.03002971341164873,0.06815949608244735,162917
current,rg,3,2878000,0.5278094355454808,7,6.401583314188454,0.0,0.07168075373714346,165403
current,rg,3,2878000,0.5278094355454808,8,6.594365058495252,0.032540112902476714,0.06787308397557935,162785
current,rg,3,2878000,0.5278094355454808,9,6.78714680280205,0.06645749634783082,0.06411937516287754,156212
current,rg,3,2878000,0.5278094355454808,10,6.979928547108847,0.030136817654274894,0.06814725188652627,156004
current,rg,3,2878000,0.5278094355454808,11,7.172710291415645,0.055071240257080545,0.06535577922634885,145806
current,rg,3,2878000,0.5278094355454808,12,7.3654920357224425,0.13681529382374125,0.0569816065017329,134919
current,rg,3,2878000,0.5278094355454808,13,7.55827378002924,0.2166975721462594,0.04983582552090038,125584
current,rg,3,2878000,0.5278094355454808,14,7.751055524336038,0.2721917462221546,0.045406182403457514,115077
current,rg,3,2878000,0.5278094355454808,15,7.943837268642835,0.36258264066997015,0.03901814234417201,108200
current,rg,3,2878000,0.5278094355454808,16,8.136619012949634,0.47910735572797725,0.032090766809709355,99119
current,rg,3,2878000,0.5278094355454808,17,8.32940075725643,0.5874327268088249,0.026758804019800467,92700
current,rg,3,2878000,0.5278094355454808,18,8.522182501563227,0.6567352373490292,0.023822145184944632,87127
current,rg,3,2878000,0.5278094355454808,19,8.714964245870025,0.7681850379033821,0.019760201623167942,78680
current,rg,3,2878000,0.5278094355454808,20,8.907745990176823,0.8346645530742571,0.017675106911359876,67028
current,rg,3,2878000,0.5278094355454808,21,9.10052773448362,0.9373187709016952,0.014879214442097501,50930
current,rg,3,2878000,0.5278094355454808,22,9.293309478790418,1.0672586357738871,0.011965222389558772,32677
current,rg,3,2878000,0.5278094355454808,23,9.486091223097215,1.362677439624532,0.007289750100457405,17634
current,rg,3,2878000,0.5278094355454808,24,9.678872967404013,1.7360813586265982,0.003896669105026285,7554
current,rg,3,2878000,0.5278094355454808,25,9.87165471171081,2.2503914270395016,0.0016444717426716828,2716
current,rg,3,2878000,0.5278094355454808,26,10.064436456017608,2.9949792908595634,0.0004716343285199321,802
current,rg,3,2878000,0.5278094355454808,27,10.257218200324406,4.352351671704618,4.839273197820848e-05,132
current,rg,3,2878000,0.5278094355454808,28,10.449999944631202,4.569128319195288,3.3640436992832263e-05,11
current,rg,3,2878000,0.5278094355454808,29,10.642781688938001,,0.0,0
current,rg,4,3811750,0.6873364058762383,0,5.052111104040872,2.594333008173731,0.0009119604308141725,2326
current,rg,4,3811750,0.6873364058762383,1,5.24489284834767,0.881329502702997,0.016138871472440204,59760
current,rg,4,3811750,0.6873364058762383,2,5.437674592654467,0.4015625675213439,0.036089106120031474,161556
current,rg,4,3811750,0.6873364058762383,3,5.630456336961265,0.17377271535873162,0.05288318339403102,222180
current,rg,4,3811750,0.6873364058762383,4,5.823238081268062,0.0669133067357599,0.06326493333698142,260985
current,rg,4,3811750,0.6873364058762383,5,6.016019825574859,0.02354635578393438,0.06803857719593617,233659
current,rg,4,3811750,0.6873364058762383,6,6.208801569881657,0.033934479621416935,0.06686327302802883,215662
current,rg,4,3811750,0.6873364058762383,7,6.401583314188454,0.0,0.07077964621983526,217994
current,rg,4,3811750,0.6873364058762383,8,6.594365058495252,0.008199692389662783,0.06981279659935799,212333
current,rg,4,3811750,0.6873364058762383,9,6.78714680280205,0.02605938515810613,0.06775237431977951,205431
current,rg,4,3811750,0.6873364058762383,10,6.979928547108847,0.00016614491042687973,0.07075992330270539,204781
current,rg,4,3811750,0.6873364058762383,11,7.172710291415645,0.05499887305825535,0.06454201792819045,188249
current,rg,4,3811750,0.6873364058762383,12,7.3654920357224425,0.14168651398354193,0.05580741458153124,173936
current,rg,4,3811750,0.6873364058762383,13,7.55827378002924,0.21740444828076666,0.04915101970220124,161166
current,rg,4,3811750,0.6873364058762383,14,7.751055524336038,0.27422756379420976,0.044682529554448604,148247
current,rg,4,3811750,0.6873364058762383,15,7.943837268642835,0.36041313469067715,0.0386681028689768,140900
current,rg,4,3811750,0.6873364058762383,16,8.136619012949634,0.48128195487668,0.031571975438162134,128777
current,rg,4,3811750,0.6873364058762383,17,8.32940075725643,0.5934207982886233,0.026158347413332884,119699
current,rg,4,3811750,0.6873364058762383,18,8.522182501563227,0.6484776446591152,0.023850760028080942,112951
current,rg,4,3811750,0.6873364058762383,19,8.714964245870025,0.7449368436867645,0.020287715871040047,101772
current,rg,4,3811750,0.6873364058762383,20,8.907745990176823,0.8095877432674916,0.018202705828963987,88230
current,rg,4,3811750,0.6873364058762383,21,9.10052773448362,0.8920818104062165,0.01585040155992478,66638
current,rg,4,3811750,0.6873364058762383,22,9.293309478790418,1.029997677139057,0.012576814183120616,43830
current,rg,4,3811750,0.6873364058762383,23,9.486091223097215,1.2853638293913,0.008194835902727179,24305
current,rg,4,3811750,0.6873364058762383,24,9.678872967404013,1.6610718697959856,0.004363576874876094,11154
current,rg,4,3811750,0.6873364058762383,25,9.87165471171081,2.1332342029210007,0.0019764212144292017,4240
current,rg,4,3811750,0.6873364058762383,26,10.064436456017608,2.86630150155293,0.0005778978217036987,1317
current,rg,4,3811750,0.6873364058762383,27,10.257218200324406,3.6419094989067116,0.000157337538654767,293
current,rg,4,3811750,0.6873364058762383,28,10.449999944631202,4.393520979199554,4.4595880844489046e-05,41
current,rg,4,3811750,0.6873364058762383,29,10.642781688938001,4.445323338865582,4.08843888494159e-05,20
current,rg,5,4745500,0.7987150425188172,0,5.052111104040872,2.6716975659720292,0.0008095240555304641,2346
current,rg,5,4745500,0.7987150425188172,1,5.24489284834767,0.9361363974431358,0.014878523770459718,65464
current,rg,5,4745500,0.7987150425188172,2,5.437674592654467,0.4051627707164591,0.03625484948733645,187481
current,rg,5,4745500,0.7987150425188172,3,5.630456336961265,0.1865233075000694,0.05231685774360294,257015
current,rg,5,4745500,0.7987150425188172,4,5.823238081268062,0.06675506518155405,0.06395743029150827,300842
current,rg,5,4745500,0.7987150425188172,5,6.016019825574859,0.02530417932020912,0.06856261133222276,274234
current,rg,5,4745500,0.7987150425188172,6,6.208801569881657,0.03215461223877325,0.06777927408933417,254272
current,rg,5,4745500,0.7987150425188172,7,6.401583314188454,0.0018136490105946645,0.07131811345825663,255499
current,rg,5,4745500,0.7987150425188172,8,6.594365058495252,0.0,0.071535408642408,250388
current,rg,5,4745500,0.7987150425188172,9,6.78714680280205,0.017579933885846888,0.06945673210924432,241287
current,rg,5,4745500,0.7987150425188172,10,6.979928547108847,0.006876552106373168,0.07071500852833336,235884
current,rg,5,4745500,0.7987150425188172,11,7.172710291415645,0.06172584639707002,0.06449925762990372,216954
current,rg,5,4745500,0.7987150425188172,12,7.3654920357224425,0.15094100763409113,0.05553449401034004,201199
current,rg,5,4745500,0.7987150425188172,13,7.55827378002924,0.22909486739973683,0.048711209520010595,186106
current,rg,5,4745500,0.7987150425188172,14,7.751055524336038,0.30337278169056003,0.04300496269828898,169982
current,rg,5,4745500,0.7987150425188172,15,7.943837268642835,0.3876100077859628,0.037338170028078446,162528
current,rg,5,4745500,0.7987150425188172,16,8.136619012949634,0.4918892243567641,0.03134636567221699,149578
current,rg,5,4745500,0.7987150425188172,17,8.32940075725643,0.5951068357545346,0.026362993673493085,139218
current,rg,5,4745500,0.7987150425188172,18,8.522182501563227,0.6512031375401566,0.02399547863993938,131856
current,rg,5,4745500,0.7987150425188172,19,8.714964245870025,0.7519738980231045,0.02026373237437499,118370
current,rg,5,4745500,0.7987150425188172,20,8.907745990176823,0.807750821687159,0.018453841877311614,102991
current,rg,5,4745500,0.7987150425188172,21,9.10052773448362,0.9099191768526105,0.015547432936993483,77130
current,rg,5,4745500,0.7987150425188172,22,9.293309478790418,1.054079161907543,0.01220788196454039,51269
current,rg,5,4745500,0.7987150425188172,23,9.486091223097215,1.3002803525169455,0.008077676841003148,29150
current,rg,5,4745500,0.7987150425188172,24,9.678872967404013,1.6824018893223747,0.0042551679815728905,13480
current,rg,5,4745500,0.7987150425188172,25,9.87165471171081,2.1429174715257426,0.001965341690289172,5051
current,rg,5,4745500,0.7987150425188172,26,10.064436456017608,2.8462452869190553,0.0006040520764530888,1590
current,rg,5,4745500,0.7987150425188172,27,10.257218200324406,3.6208920382329737,0.00016472363948194543,366
current,rg,5,4745500,0.7987150425188172,28,10.449999944631202,4.378705462923269,4.620620503859038e-05,50
current,rg,5,4745500,0.7987150425188172,29,10.642781688938001,4.5163968731407875,3.667703243248617e-05,20
current,rg,6,5679500,0.874246997382494,0,5.052111104040872,2.65351774432181,0.0008479819361691297,2477
current,rg,6,5679500,0.874246997382494,1,5.24489284834767,0.9439387307217459,0.014920695872050905,69703
current,rg,6,5679500,0.874246997382494,2,5.437674592654467,0.41614170822214214,0.0361643974389405,205770
current,rg,6,5679500,0.874246997382494,3,5.630456336961265,0.20107429127290577,0.05187458038115173,283308
current,rg,6,5679500,0.874246997382494,4,5.823238081268062,0.07940228073360789,0.0636195829364649,327717
current,rg,6,5679500,0.874246997382494,5,6.016019825574859,0.035346026114477125,0.06849914228128705,298364
current,rg,6,5679500,0.874246997382494,6,6.208801569881657,0.03429233612702309,0.06862031869019612,277943
current,rg,6,5679500,0.874246997382494,7,6.401583314188454,0.0018232074070805293,0.0724612798181876,279046
current,rg,6,5679500,0.874246997382494,8,6.594365058495252,0.0,0.0726832233903724,275392
current,rg,6,5679500,0.874246997382494,9,6.78714680280205,0.02226649090357058,0.07001859262938602,265314
current,rg,6,5679500,0.874246997382494,10,6.979928547108847,0.015209072924070588,0.07085240551031889,258817
current,rg,6,5679500,0.874246997382494,11,7.172710291415645,0.07015169501175511,0.06461446155809723,238821
current,rg,6,5679500,0.874246997382494,12,7.3654920357224425,0.1612121872303356,0.05546174594309637,220501
current,rg,6,5679500,0.874246997382494,13,7.55827378002924,0.23980365087210642,0.048611703851939456,203228
current,rg,6,5679500,0.874246997382494,14,7.751055524336038,0.3137639323811723,0.04293998575540114,186016
current,rg,6,5679500,0.874246997382494,15,7.943837268642835,0.3999984176791136,0.0371570628123784,177177
current,rg,6,5679500,0.874246997382494,16,8.136619012949634,0.5040589421324366,0.031205766681465345,163947
current,rg,6,5679500,0.874246997382494,17,8.32940075725643,0.6079770827759012,0.026213925566793354,153015
current,rg,6,5679500,0.874246997382494,18,8.522182501563227,0.6652990455050638,0.023810794031589137,144407
current,rg,6,5679500,0.874246997382494,19,8.714964245870025,0.7699246879876203,0.019978168824514527,129886
current,rg,6,5679500,0.874246997382494,20,8.907745990176823,0.833784996751918,0.0179487582806741,111513
current,rg,6,5679500,0.874246997382494,21,9.10052773448362,0.9395169264872072,0.015031776014974848,83874
current,rg,6,5679500,0.874246997382494,22,9.293309478790418,1.0850376066774214,0.011776078155223742,56012
current,rg,6,5679500,0.874246997382494,23,9.486091223097215,1.3347248094552624,0.007746532106659985,31989
current,rg,6,5679500,0.874246997382494,24,9.678872967404013,1.7045725550519881,0.004165612150641817,15124
current,rg,6,5679500,0.874246997382494,25,9.87165471171081,2.1595102002951148,0.0019420644195252685,5794
current,rg,6,5679500,0.874246997382494,26,10.064436456017608,2.8675168925377945,0.0005922314346694656,1894
current,rg,6,5679500,0.874246997382494,27,10.257218200324406,3.6355502066051417,0.0001633017324150776,443
current,rg,6,5679500,0.874246997382494,28,10.449999944631202,4.430236447180352,4.30599850397284e-05,72
current,rg,6,5679500,0.874246997382494,29,10.642781688938001,4.557722348228287,3.476981037575654e-05,20
current,rg,7,6613250,0.9135377659774319,0,5.052111104040872,2.648871050874728,0.0008499284029342872,2497
current,rg,7,6613250,0.9135377659774319,1,5.24489284834767,0.9326231385724444,0.015123176194066333,70933
current,rg,7,6613250,0.9135377659774319,2,5.437674592654467,0.3865338014883013,0.03779730558593485,216832
current,rg,7,6613250,0.9135377659774319,3,5.630456336961265,0.1856983694304546,0.05293786465123041,297272
current,rg,7,6613250,0.9135377659774319,4,5.823238081268062,0.07119637582698624,0.06414744916966666,342856
current,rg,7,6613250,0.9135377659774319,5,6.016019825574859,0.029584666418182914,0.06878486555887593,310077
current,rg,7,6613250,0.9135377659774319,6,6.208801569881657,0.02908563674579856,0.06884246752122174,288983
current,rg,7,6613250,0.9135377659774319,7,6.401583314188454,0.00013361906598929885,0.07226824957935672,290938
current,rg,7,6613250,0.9135377659774319,8,6.594365058495252,0.0,0.07228444905190089,288468
current,rg,7,6613250,0.9135377659774319,9,6.78714680280205,0.022298754255401176,0.06963066929907234,278086
current,rg,7,6613250,0.9135377659774319,10,6.979928547108847,0.017501986801762737,0.07019318393668843,270744
current,rg,7,6613250,0.9135377659774319,11,7.172710291415645,0.07317260783162527,0.06393515702379853,250137
current,rg,7,6613250,0.9135377659774319,12,7.3654920357224425,0.16621833240499773,0.054696222281000156,230420
current,rg,7,6613250,0.9135377659774319,13,7.55827378002924,0.24359755198696376,0.04803831213103507,212453
current,rg,7,6613250,0.9135377659774319,14,7.751055524336038,0.31597267195647394,0.042546472462912786,194279
current,rg,7,6613250,0.9135377659774319,15,7.943837268642835,0.40121785638488383,0.03687769174387014,185151
current,rg,7,6613250,0.9135377659774319,16,8.136619012949634,0.5052562153096922,0.030972292886087622,170958
current,rg,7,6613250,0.9135377659774319,17,8.32940075725643,0.6085208798014345,0.026046334270581686,159485
current,rg,7,6613250,0.9135377659774319,18,8.522182501563227,0.6635589838818865,0.023749374875861054,150401
current,rg,7,6613250,0.9135377659774319,19,8.714964245870025,0.7643326642497412,0.020055804124359932,135240
current,rg,7,6613250,0.9135377659774319,20,8.907745990176823,0.8280384781369998,0.018023177368999953,116020
current,rg,7,6613250,0.9135377659774319,21,9.10052773448362,0.930808335950901,0.015169283510070306,87476
current,rg,7,6613250,0.9135377659774319,22,9.293309478790418,1.0768399912331221,0.01187362186889785,58834
current,rg,7,6613250,0.9135377659774319,23,9.486091223097215,1.3238552048759062,0.007845784292875307,33841
current,rg,7,6613250,0.9135377659774319,24,9.678872967404013,1.6814797505491048,0.004306379371173177,16510
current,rg,7,6613250,0.9135377659774319,25,9.87165471171081,2.124201480755101,0.002049255909260307,6561
current,rg,7,6613250,0.9135377659774319,26,10.064436456017608,2.7924029485278083,0.0006680693143590325,2210
current,rg,7,6613250,0.9135377659774319,27,10.257218200324406,3.491755746742756,0.00020670623607743643,592
current,rg,7,6613250,0.9135377659774319,28,10.449999944631202,4.3922112217440725,4.564417613173169e-05,94
current,rg,7,6613250,0.9135377659774319,29,10.642781688938001,4.553801756440448,3.48072016993495e-05,20
current,rg,8,7547000,0.948620486680777,0,5.052111104040872,2.648485561626976,0.0008430392057117766,2497
current,rg,8,7547000,0.948620486680777,1,5.24489284834767,0.9316577846453946,0.015015191101720124,73089
current,rg,8,7547000,0.948620486680777,2,5.437674592654467,0.38001913161198786,0.03787837040796658,225150
current,rg,8,7547000,0.948620486680777,3,5.630456336961265,0.1754446485769079,0.05338517935457938,309531
current,rg,8,7547000,0.948620486680777,4,5.823238081268062,0.06649647121526647,0.06408963629308585,357531
current,rg,8,7547000,0.948620486680777,5,6.016019825574859,0.03283148632123356,0.06781288789791097,319742
current,rg,8,7547000,0.948620486680777,6,6.208801569881657,0.03304601376776373,0.06778848995551152,300345
current,rg,8,7547000,0.948620486680777,7,6.401583314188454,0.0010935918015895219,0.07152087454628407,303295
current,rg,8,7547000,0.948620486680777,8,6.594365058495252,0.0,0.07165219207212979,299870
current,rg,8,7547000,0.948620486680777,9,6.78714680280205,0.020600875330606394,0.06921847949707731,288395
current,rg,8,7547000,0.948620486680777,10,6.979928547108847,0.016005597979870112,0.06975408482677568,280109
current,rg,8,7547000,0.948620486680777,11,7.172710291415645,0.06769507054044532,0.0639609116891333,259547
current,rg,8,7547000,0.948620486680777,12,7.3654920357224425,0.15741050959487568,0.055024778609619726,239706
current,rg,8,7547000,0.948620486680777,13,7.55827378002924,0.23105076701837923,0.048630920392084595,221108
current,rg,8,7547000,0.948620486680777,14,7.751055524336038,0.30151297066097893,0.043209758452342976,202144
current,rg,8,7547000,0.948620486680777,15,7.943837268642835,0.38576903351942704,0.03751479434420934,192294
current,rg,8,7547000,0.948620486680777,16,8.136619012949634,0.4898843141915068,0.03150330815532875,177419
current,rg,8,7547000,0.948620486680777,17,8.32940075725643,0.5966990061409201,0.026335603341955165,165571
current,rg,8,7547000,0.948620486680777,18,8.522182501563227,0.6508101296601587,0.02405050149445275,155938
current,rg,8,7547000,0.948620486680777,19,8.714964245870025,0.7510735965061388,0.020327488129096457,140272
current,rg,8,7547000,0.948620486680777,20,8.907745990176823,0.8176406180693252,0.018179864703303458,119902
current,rg,8,7547000,0.948620486680777,21,9.10052773448362,0.9214829900306485,0.015273657514026314,90890
current,rg,8,7547000,0.948620486680777,22,9.293309478790418,1.070989008565493,0.01188584802008796,60974
current,rg,8,7547000,0.948620486680777,23,9.486091223097215,1.3191911123684792,0.00783824241472708,35285
current,rg,8,7547000,0.948620486680777,24,9.678872967404013,1.6768333930221033,0.004302111815406628,17250
current,rg,8,7547000,0.948620486680777,25,9.87165471171081,2.118716569484639,0.002050106758135328,6794
current,rg,8,7547000,0.948620486680777,26,10.064436456017608,2.7856021388225454,0.0006698235576539923,2294
current,rg,8,7547000,0.948620486680777,27,10.257218200324406,3.49403440865387,0.00020411654773178073,592
current,rg,8,7547000,0.948620486680777,28,10.449999944631202,4.3949981169274315,4.503392163301977e-05,94
current,rg,8,7547000,0.948620486680777,29,10.642781688938001,4.550317694671013,3.4704980318323024e-05,20
current,rg,9,8480750,0.9766115195311033,0,5.052111104040872,2.679779856729416,0.0007994615423367176,2497
current,rg,9,8480750,0.9766115195311033,1,5.24489284834767,0.963189002908855,0.014233380976909987,73169
current,rg,9,8480750,0.9766115195311033,2,5.437674592654467,0.40738945040748153,0.03615760442352485,229085
current,rg,9,8480750,0.9766115195311033,3,5.630456336961265,0.19441941634124715,0.05168268890174606,319486
current,rg,9,8480750,0.9766115195311033,4,5.823238081268062,0.07393567191509631,0.06325803363291033,371345
current,rg,9,8480750,0.9766115195311033,5,6.016019825574859,0.037948454637610984,0.06719420682166752,329175
current,rg,9,8480750,0.9766115195311033,6,6.208801569881657,0.037883908670933275,0.06720148228552966,309292
current,rg,9,8480750,0.9766115195311033,7,6.401583314188454,0.0025909655211697746,0.07129995049248478,313014
current,rg,9,8480750,0.9766115195311033,8,6.594365058495252,0.0,0.07161050023929977,308242
current,rg,9,8480750,0.9766115195311033,9,6.78714680280205,0.01800702717733249,0.06947984810591129,296542
current,rg,9,8480750,0.9766115195311033,10,6.979928547108847,0.012360761337775195,0.07014102040710402,287698
current,rg,9,8480750,0.9766115195311033,11,7.172710291415645,0.0619307348357776,0.06454477676063074,266892
current,rg,9,8480750,0.9766115195311033,12,7.3654920357224425,0.1494822014838988,0.05572899133492212,247659
current,rg,9,8480750,0.9766115195311033,13,7.55827378002924,0.22304632501671162,0.04925959425511658,227367
current,rg,9,8480750,0.9766115195311033,14,7.751055524336038,0.29309931223422425,0.043798404248241066,208270
current,rg,9,8480750,0.9766115195311033,15,7.943837268642835,0.376218041430888,0.03809847126028327,198206
current,rg,9,8480750,0.9766115195311033,16,8.136619012949634,0.4788248396103414,0.032074511267701715,183209
current,rg,9,8480750,0.9766115195311033,17,8.32940075725643,0.5858587154483137,0.026803251809215098,171178
current,rg,9,8480750,0.9766115195311033,18,8.522182501563227,0.6392583666355429,0.02450680231332451,161412
current,rg,9,8480750,0.9766115195311033,19,8.714964245870025,0.740235883156213,0.020688359420614342,144593
current,rg,9,8480750,0.9766115195311033,20,8.907745990176823,0.8070509711984475,0.018494912060110807,123118
current,rg,9,8480750,0.9766115195311033,21,9.10052773448362,0.9114397605531652,0.015524106557648822,93012
current,rg,9,8480750,0.9766115195311033,22,9.293309478790418,1.0631477035705206,0.012036207635588455,62371
current,rg,9,8480750,0.9766115195311033,23,9.486091223097215,1.309662106511788,0.007959900769762064,36134
current,rg,9,8480750,0.9766115195311033,24,9.678872967404013,1.665572503216702,0.004381595763828357,17707
current,rg,9,8480750,0.9766115195311033,25,9.87165471171081,2.1098862860813172,0.0020794880616443775,6934
current,rg,9,8480750,0.9766115195311033,26,10.064436456017608,2.7780880670357657,0.0006779248152812844,2366
current,rg,9,8480750,0.9766115195311033,27,10.257218200324406,3.491645442102639,0.0002048168896017225,601
current,rg,9,8480750,0.9766115195311033,28,10.449999944631202,4.397809264527614,4.479598755369192e-05,94
current,rg,9,8480750,0.9766115195311033,29,10.642781688938001,4.546442862434376,3.491095950602935e-05,20
current,rg,10,9414500,1.0,0,5.052111104040872,2.703798662680825,0.0007666533073739808,2497
current,rg,10,9414500,1.0,1,5.24489284834767,0.9877757762662769,0.013636275121678603,73331
current,rg,10,9414500,1.0,2,5.437674592654467,0.42767456500292655,0.03489161111137139,232275
current,rg,10,9414500,1.0,3,5.630456336961265,0.20446605852478883,0.050737030706914155,328741
current,rg,10,9414500,1.0,4,5.823238081268062,0.08062778570218443,0.0624509943606522,383240
current,rg,10,9414500,1.0,5,6.016019825574859,0.04379374817208315,0.06643124587657416,337341
