variant,metric,n_checkpoints,js_threshold,rmse_threshold_kcal_mol,first_frac_JS_lt_threshold,first_frac_RMSE_lt_threshold,first_frac_delta_JS_lt_threshold,first_frac_delta_RMSE_lt_threshold,tail_median_JS,tail_median_RMSE_F_kcal_mol,tail_median_delta_JS,tail_median_delta_RMSE_F_kcal_mol,last_eval_JS,last_eval_RMSE_F_kcal_mol,last_eval_delta_JS,last_eval_delta_RMSE_F_kcal_mol,converged_bool
current,rg,10,0.01,0.1,0.2922245043645973,0.6873364058762383,0.5278094355454808,0.948620486680777,0.00010548591395050612,0.030747549443816226,2.9601292820794406e-05,0.02262575962231904,1.1733022422726066e-07,0.0010964115361296292,2.2594551505250875e-05,0.01126477262633339,1
