,bond,angle,torsion,nonbonded,gb_solvation,total
survivor_3154_basin_3236_candidate_9020_gencluster_4112_conf_211300_implicit_min,18.067523956298828,71.06968688964844,351.18841552734375,-278.45665884017944,-1739.0168352127075,-1577.1487868875265
survivor_3155_basin_3237_candidate_5124_gencluster_5124_conf_009309_implicit_min,19.073158264160156,75.35218811035156,374.3299865722656,-780.3597812652588,-1291.0307903289795,-1602.635808467865
survivor_3156_basin_3239_bh_explore_r01_hit_0094_conf_196609_implicit_min_hop_003,18.342836380004883,74.87576293945312,374.94830322265625,-644.2309761047363,-1403.8916416168213,-1579.9554901123047
survivor_3157_basin_3240_nma_bh_candidate_7234_gencluster_2106_conf_578351_implicit_min_hop_001_mode01_m0.75A_implicit_min,18.197317123413086,78.90788269042969,378.8079528808594,-716.3708257675171,-1388.554162979126,-1629.0115644931793
survivor_3158_basin_3242_nma_bh_candidate_7227_gencluster_2095_conf_644302_implicit_min_hop_001_mode01_p1.35A_implicit_min,16.663530349731445,74.7979507446289,353.0142517089844,-615.1558799743652,-1446.1412029266357,-1616.8219878673553
survivor_3159_basin_3243_candidate_2731_gencluster_2731_conf_046007_implicit_min,18.973827362060547,76.0562744140625,403.2339172363281,-740.1233291625977,-1380.699872493744,-1622.5592300891876
survivor_315_basin_323_candidate_10137_gencluster_5285_conf_662595_implicit_min,17.604188919067383,72.52191162109375,367.0723571777344,-380.13834285736084,-1660.716733455658,-1583.6569647789001
survivor_3160_basin_3244_candidate_7449_gencluster_2373_conf_233776_implicit_min,17.436058044433594,67.69203186035156,365.7226867675781,-534.8069281578064,-1531.4078316688538,-1615.363997042179
survivor_3161_basin_3245_candidate_8480_gencluster_3540_conf_082176_implicit_min,18.385469436645508,67.18262481689453,346.6024475097656,-347.93025827407837,-1698.0451340675354,-1613.804408699274
survivor_3162_basin_3246_candidate_7670_gencluster_2635_conf_340893_implicit_min,19.067338943481445,74.00210571289062,363.1730651855469,-298.73579597473145,-1747.3440704345703,-1589.837365269661
survivor_3163_basin_3247_candidate_11387_gencluster_1432_conf_398254_implicit_min,23.251697540283203,93.63507080078125,361.0763244628906,-513.5108346939087,-1516.9610209465027,-1552.508813381195
survivor_3164_basin_3248_nma_bh_candidate_2872_gencluster_2872_conf_282245_implicit_min_hop_003_mode02_p1.35A_implicit_min,18.559322357177734,68.20149230957031,394.4637145996094,-830.732497215271,-1240.1604633331299,-1589.6689057350159
survivor_3165_basin_3249_bh_explore_r01_hit_0056_conf_157924_implicit_min_hop_002,18.167308807373047,72.92720031738281,369.0473327636719,-314.04010343551636,-1709.824631690979,-1563.722740650177
survivor_3166_basin_3250_candidate_11886_gencluster_2285_conf_664444_implicit_min,20.127771377563477,77.39645385742188,387.6278076171875,-689.6937575340271,-1384.5865197181702,-1589.1289836764336
survivor_3167_basin_3251_candidate_9071_gencluster_4166_conf_569680_implicit_min,17.682540893554688,70.80464172363281,380.20233154296875,-526.4587821960449,-1495.1296167373657,-1552.8987877964973
survivor_3168_basin_3252_candidate_6234_gencluster_792_conf_608197_implicit_min,20.17717170715332,79.78548431396484,364.9209289550781,-478.98493576049805,-1567.7536907196045,-1581.8561658859253
survivor_3169_basin_3253_bh_explore_r04_hit_0024_conf_049964_implicit_min_hop_003,17.17955780029297,79.79833984375,381.62127685546875,-558.9550981521606,-1485.7308464050293,-1566.08735704422
survivor_316_basin_324_nma_bh_candidate_10993_gencluster_789_conf_393529_implicit_min_hop_002_mode02_p1.35A_implicit_min,17.311100006103516,61.04425048828125,370.29449462890625,-498.104603767395,-1530.1073637008667,-1579.5622652769089
survivor_3170_basin_3254_candidate_1156_gencluster_1156_conf_507737_implicit_min,19.34928321838379,77.40143585205078,366.4971008300781,-435.9247531890869,-1614.140090227127,-1586.8168337345123
survivor_3171_basin_3255_candidate_3241_gencluster_3241_conf_018746_implicit_min,17.678245544433594,62.261592864990234,371.1477355957031,-391.9707193374634,-1694.8334531784058,-1635.71633964777
survivor_3172_basin_3256_candidate_11049_gencluster_863_conf_041908_implicit_min,18.4384765625,76.87687683105469,404.3323974609375,-522.7768592834473,-1516.7624292373657,-1539.8908525705338
survivor_3173_basin_3257_nma_bh_candidate_6565_gencluster_1200_conf_244921_implicit_min_hop_000_mode01_p1.35A_implicit_min,17.817781448364258,78.92487335205078,377.2605285644531,-665.6500430107117,-1447.8113236427307,-1639.4582884311676
survivor_3174_basin_3258_candidate_2980_gencluster_2980_conf_744383_implicit_min,16.463865280151367,61.81031799316406,389.57012939453125,-427.1711082458496,-1620.7999505996704,-1580.1265512406826
survivor_3175_basin_3259_candidate_3526_gencluster_3526_conf_431848_implicit_min,17.2886962890625,62.61238479614258,371.844970703125,-38.06532096862793,-2008.5995502471924,-1594.9190707206726
survivor_3176_basin_3260_nma_bh_candidate_3399_gencluster_3399_conf_710447_implicit_min_hop_003_mode01_p1.35A_implicit_min,18.420534133911133,76.84033203125,384.1721496582031,-576.3366413116455,-1553.0559902191162,-1649.960102379322
survivor_3177_basin_3261_bh_explore_r02_hit_0066_conf_070150_implicit_min_hop_002,16.36327362060547,77.91854858398438,387.7923583984375,-475.7103958129883,-1597.3842058181763,-1591.0205144882202
survivor_3178_basin_3262_candidate_6384_gencluster_972_conf_782985_implicit_min,18.463035583496094,76.56684875488281,363.3899230957031,-577.2940692901611,-1502.4528255462646,-1621.3267650604248
survivor_3179_basin_3263_candidate_5587_gencluster_053_conf_351624_implicit_min,17.831871032714844,77.10498809814453,376.77191162109375,-612.2614741325378,-1476.8854155540466,-1617.4385305047035
survivor_317_basin_325_candidate_2818_gencluster_2818_conf_186925_implicit_min,19.198543548583984,68.09426879882812,361.78326416015625,-666.0013475418091,-1380.080732345581,-1597.0063738524914
survivor_3180_basin_3264_candidate_8915_gencluster_4003_conf_435567_implicit_min,19.187633514404297,73.66630554199219,367.8672790527344,-453.85983657836914,-1603.3075678348541,-1596.446484208107
survivor_3181_basin_3265_candidate_385_gencluster_385_conf_010414_implicit_min,17.957849502563477,72.49441528320312,383.6627502441406,-505.57912826538086,-1566.499162197113,-1597.9632095396519
survivor_3182_basin_3266_bh_explore_r03_hit_0017_conf_069808_implicit_min_hop_001,17.80257797241211,72.83274841308594,384.9899597167969,-707.1790637969971,-1353.4832277297974,-1585.0365958213806
survivor_3183_basin_3267_candidate_7834_gencluster_2830_conf_345700_implicit_min,18.62786102294922,79.53459167480469,362.88568115234375,-682.4768619537354,-1396.387119293213,-1617.816346168518
survivor_3184_basin_3268_candidate_11591_gencluster_1808_conf_445324_implicit_min,21.725751876831055,83.7137451171875,364.4046936035156,-633.1653423309326,-1423.618384361267,-1586.939212322235
survivor_3185_basin_3269_candidate_9711_gencluster_4841_conf_755069_implicit_min,17.31173324584961,64.37251281738281,349.2784729003906,-321.85549688339233,-1701.672525882721,-1592.5643266439438
survivor_3186_basin_3270_candidate_7282_gencluster_2166_conf_484980_implicit_min,17.517467498779297,69.86613464355469,370.739990234375,-501.1430711746216,-1596.511929988861,-1639.5320315361023
survivor_3187_basin_3271_candidate_7579_gencluster_2526_conf_453733_implicit_min,18.488048553466797,81.28472900390625,400.43243408203125,-731.9226989746094,-1353.6848917007446,-1585.4026947021484
survivor_3188_basin_3272_bh_explore_r02_hit_0053_conf_011661_implicit_min_hop_001,17.3669376373291,83.04496765136719,390.6501159667969,-432.74138259887695,-1597.9311199188232,-1539.6106398105621
survivor_3189_basin_3273_nma_bh_candidate_10650_gencluster_349_conf_446377_implicit_min_hop_003_mode02_m1.35A_implicit_min,18.065540313720703,68.1734619140625,350.5641784667969,-581.348729133606,-1479.1736164093018,-1623.7195038795471
survivor_318_basin_326_nma_bh_candidate_10993_gencluster_789_conf_393529_implicit_min_hop_003_mode02_p0.75A_implicit_min,16.992359161376953,65.68446350097656,376.34173583984375,-342.9707016944885,-1677.7059488296509,-1561.6579429507256
survivor_3190_basin_3274_nma_bh_candidate_3684_gencluster_3684_conf_309100_implicit_min_hop_001_mode02_m1.35A_implicit_min,18.281190872192383,65.32318115234375,375.86712646484375,-572.8159971237183,-1479.8724193572998,-1593.2175027430058
survivor_3191_basin_3275_candidate_9145_gencluster_4242_conf_543544_implicit_min,20.396595001220703,70.2441177368164,382.097900390625,-745.1955900192261,-1327.6116905212402,-1600.0689589977264
survivor_3192_basin_3276_candidate_3570_gencluster_3570_conf_207201_implicit_min,17.637500762939453,65.36903381347656,371.415771484375,-399.73830127716064,-1654.8153426647186,-1600.1314201056957
survivor_3193_basin_3277_nma_bh_candidate_6163_gencluster_710_conf_751578_implicit_min_hop_001_mode02_p0.75A_implicit_min,18.51776695251465,71.15921783447266,360.01361083984375,-593.2458295822144,-1434.8035612106323,-1578.3591690659523
survivor_3194_basin_3278_candidate_6756_gencluster_1455_conf_406081_implicit_min,19.647104263305664,77.45404052734375,384.263427734375,-384.77284812927246,-1643.0098152160645,-1546.4183492660522
survivor_3195_basin_3279_candidate_10481_gencluster_130_conf_526372_implicit_min,19.66290855407715,82.61630249023438,357.8726806640625,-462.42351150512695,-1562.3109002113342,-1564.5829905569553
survivor_3196_basin_3280_candidate_10907_gencluster_679_conf_062895_implicit_min,16.450212478637695,63.34900665283203,354.22625732421875,-437.84046173095703,-1602.9665203094482,-1606.78130453825
survivor_3197_basin_3281_candidate_3816_gencluster_3816_conf_005982_implicit_min,18.534029006958008,73.23672485351562,381.77392578125,-871.7028074264526,-1230.5369415283203,-1628.6957513689995
survivor_3198_basin_3282_nma_bh_candidate_4394_gencluster_4394_conf_013217_implicit_min_hop_003_mode01_m1.35A_implicit_min,20.13652801513672,85.49722290039062,366.8622131347656,-200.34349250793457,-1825.4634017944336,-1553.309886008501
survivor_3199_basin_3284_candidate_1609_gencluster_1609_conf_030401_implicit_min,19.90088653564453,74.60819244384766,372.7440490722656,-512.885404586792,-1533.0353412628174,-1578.6668211519718
survivor_319_basin_327_nma_bh_candidate_4419_gencluster_4419_conf_774289_implicit_min_hop_000_mode01_m0.75A_implicit_min,18.598363876342773,73.74250030517578,379.7668151855469,-588.8336200714111,-1474.6621351242065,-1591.3884172439575
survivor_3200_basin_3285_candidate_6419_gencluster_1014_conf_297028_implicit_min,17.81987953186035,61.392066955566406,367.4999084472656,-544.9310150146484,-1511.0443801879883,-1609.263761639595
survivor_3201_basin_3286_nma_bh_candidate_3684_gencluster_3684_conf_309100_implicit_min_hop_000_mode02_m1.35A_implicit_min,18.980531692504883,65.22078704833984,363.2285461425781,-540.1794834136963,-1501.177822113037,-1593.9276412129402
survivor_3202_basin_3287_bh_explore_r01_hit_0115_conf_082300_implicit_min_hop_002,18.388715744018555,78.62242126464844,364.37359619140625,-561.4236268997192,-1514.5502319335938,-1614.5889854431152
survivor_3203_basin_3288_candidate_2817_gencluster_2817_conf_012472_implicit_min,19.743282318115234,82.72160339355469,362.9392395019531,-544.941143989563,-1529.9124870300293,-1609.448795169592
survivor_3204_basin_3289_candidate_1774_gencluster_1774_conf_010209_implicit_min,21.699310302734375,89.41682434082031,382.8372802734375,-389.3928451538086,-1671.1861019134521,-1566.6250915527344
survivor_3205_basin_3290_nma_bh_candidate_331_gencluster_331_conf_010988_implicit_min_hop_002_mode02_m1.35A_implicit_min,18.95427703857422,79.84523010253906,372.53070068359375,-753.0342664718628,-1337.3230772018433,-1619.0275527238846
survivor_3206_basin_3291_bh_candidate_5452_gencluster_5452_conf_031369_implicit_min_hop_002,17.68760871887207,72.27607727050781,376.5605163574219,-582.5265665054321,-1477.634581565857,-1593.637229681015
survivor_3207_basin_3292_candidate_9133_gencluster_4228_conf_483857_implicit_min,17.842227935791016,72.94863891601562,380.7437438964844,-144.06891536712646,-1883.371039390564,-1555.905331760645
survivor_3208_basin_3293_bh_explore_r01_hit_0018_conf_073733_implicit_min_hop_003,19.302040100097656,80.43113708496094,363.225830078125,-541.4038200378418,-1525.6162433624268,-1604.0605988502502
survivor_3209_basin_3294_bh_explore_r05_hit_0018_conf_039403_implicit_min_hop_001,17.593334197998047,73.58568572998047,378.46759033203125,-507.6553211212158,-1544.3652029037476,-1582.3738349080086
survivor_320_basin_328_bh_explore_r01_hit_0012_conf_056099_implicit_min_hop_003,18.8382568359375,79.7803726196289,392.556396484375,-734.7573375701904,-1334.2337398529053,-1577.8165867328644
survivor_3210_basin_3295_nma_bh_candidate_5654_gencluster_125_conf_219957_implicit_min_hop_001_mode01_m1.35A_implicit_min,17.471220016479492,73.57533264160156,375.53863525390625,-348.6233310699463,-1691.454532623291,-1573.4933278560638
survivor_3211_basin_3296_nma_bh_candidate_8623_gencluster_3692_conf_270834_implicit_min_hop_002_mode01_m0.75A_implicit_min,16.411855697631836,62.51004409790039,382.29608154296875,-637.2337617874146,-1443.515564918518,-1619.5314240455627
survivor_3212_basin_3297_candidate_9097_gencluster_4192_conf_172502_implicit_min,18.257627487182617,70.82062530517578,363.60736083984375,-557.7875967025757,-1503.6277198791504,-1608.729362487793
survivor_3213_basin_3298_bh_explore_r01_hit_0063_conf_174779_implicit_min_hop_002,18.84330177307129,72.49607849121094,379.36279296875,-397.80211544036865,-1686.30793094635,-1613.4080901741982
survivor_3214_basin_3299_bh_explore_r05_hit_0041_conf_111101_implicit_min_hop_001,18.341995239257812,73.48857116699219,371.3482666015625,-427.4973449707031,-1611.7442035675049,-1576.0626620054245
survivor_3215_basin_3300_nma_bh_candidate_3550_gencluster_3550_conf_010225_implicit_min_hop_001_mode02_m1.35A_implicit_min,18.02811622619629,66.17344665527344,373.1176452636719,-426.4104051589966,-1597.8836030960083,-1566.974198937416
survivor_3216_basin_3302_candidate_7609_gencluster_2559_conf_673196_implicit_min,17.08901023864746,63.18122482299805,358.270751953125,-455.61645793914795,-1579.7550220489502,-1596.8311113119125
survivor_3217_basin_3303_candidate_10908_gencluster_680_conf_721158_implicit_min,17.245330810546875,62.29652786254883,374.5083923339844,-542.2640113830566,-1530.0392532348633,-1618.2533937990665
survivor_3218_basin_3304_candidate_522_gencluster_522_conf_005344_implicit_min,17.710538864135742,63.486976623535156,350.19659423828125,-443.96014499664307,-1606.9714088439941,-1619.5379661917686
survivor_3219_basin_3306_candidate_7085_gencluster_1907_conf_516473_implicit_min,15.423663139343262,63.17074203491211,373.2273864746094,-827.3206253051758,-1247.3248443603516,-1622.8227628469467
survivor_321_basin_329_nma_bh_candidate_1171_gencluster_1171_conf_472155_implicit_min_hop_000_mode01_m0.75A_implicit_min,21.345226287841797,99.18197631835938,375.2147521972656,-628.479887008667,-1423.988938331604,-1556.7265450060368
survivor_3220_basin_3307_candidate_7671_gencluster_2636_conf_421850_implicit_min,18.90870475769043,75.47163391113281,372.2749938964844,-524.1293640136719,-1523.9120569229126,-1581.3857635259628
survivor_3221_basin_3308_explore_r04_hit_0033_conf_019758_implicit_min,18.388792037963867,72.97306823730469,377.6077575683594,-747.2324657440186,-1326.545735359192,-1604.8083097934723
survivor_3222_basin_3309_candidate_6723_gencluster_1413_conf_582207_implicit_min,16.956968307495117,70.18090057373047,374.60760498046875,-574.366153717041,-1505.9344720840454,-1618.555044412613
survivor_3223_basin_3310_candidate_7564_gencluster_2508_conf_784661_implicit_min,18.02745819091797,67.49586486816406,367.8263854980469,-305.2261748313904,-1727.6694011688232,-1579.545418947935
survivor_3224_basin_3311_nma_bh_candidate_5757_gencluster_240_conf_791972_implicit_min_hop_001_mode02_p1.35A_implicit_min,20.15960693359375,75.60128784179688,354.02105712890625,-298.2889938354492,-1720.4637923240662,-1568.971070945263
survivor_3225_basin_3313_candidate_3046_gencluster_3046_conf_302379_implicit_min,16.97277069091797,65.94515991210938,376.63092041015625,-450.38586235046387,-1608.1953525543213,-1599.0318682193756
survivor_3226_basin_3314_bh_explore_r03_hit_0031_conf_129244_implicit_min_hop_002,17.074764251708984,78.34683990478516,390.1839599609375,-490.2529125213623,-1563.5407376289368,-1568.188371181488
survivor_3227_basin_3315_candidate_2248_gencluster_2248_conf_666301_implicit_min,16.938941955566406,72.96599578857422,419.5977783203125,-769.1607141494751,-1341.0310430526733,-1600.6891748905182
survivor_3228_basin_3316_candidate_3582_gencluster_3582_conf_051757_implicit_min,17.622926712036133,68.77824401855469,363.78662109375,-523.5405158996582,-1517.2341842651367,-1590.5874605178833
survivor_3229_basin_3317_bh_explore_r02_hit_0089_conf_130340_implicit_min_hop_002,16.12364959716797,60.463531494140625,393.0577697753906,-508.8714408874512,-1542.4589385986328,-1581.6854107379913
survivor_322_basin_330_nma_bh_candidate_4832_gencluster_4832_conf_418652_implicit_min_hop_001_mode01_m1.35A_implicit_min,17.595643997192383,67.34420013427734,369.2060241699219,-383.99438858032227,-1683.6003203392029,-1613.4482374191284
survivor_3230_basin_3318_candidate_2323_gencluster_2323_conf_069296_implicit_min,19.09546661376953,85.46380615234375,375.8319396972656,-479.66636657714844,-1547.2773532867432,-1546.5522338151932
survivor_3231_basin_3319_candidate_1816_gencluster_1816_conf_042718_implicit_min,19.96342658996582,78.27325439453125,352.86358642578125,-491.1227731704712,-1545.3812866210938,-1585.40327501297
survivor_3232_basin_3320_candidate_11898_gencluster_2299_conf_083789_implicit_min,17.86165428161621,73.43245697021484,382.0406494140625,-383.5659918785095,-1683.21586561203,-1593.4472501128912
survivor_3233_basin_3321_candidate_10929_gencluster_708_conf_742490_implicit_min,16.115394592285156,65.04020690917969,368.3887023925781,-503.33973693847656,-1535.2519073486328,-1589.0468118190765
survivor_3234_basin_3322_candidate_2572_gencluster_2572_conf_548500_implicit_min,20.688678741455078,84.49363708496094,385.84698486328125,-721.0523262023926,-1361.5613594055176,-1591.584291934967
survivor_3235_basin_3323_nma_bh_candidate_3636_gencluster_3636_conf_199181_implicit_min_hop_001_mode01_m0.75A_implicit_min,18.583526611328125,69.99212646484375,373.89501953125,-402.843430519104,-1620.5800113677979,-1560.9519495368004
survivor_3236_basin_3324_candidate_11031_gencluster_838_conf_178572_implicit_min,18.928606033325195,83.44679260253906,415.205810546875,-468.75442123413086,-1563.8176746368408,-1514.991587638855
survivor_3237_basin_3325_candidate_1374_gencluster_1374_conf_371963_implicit_min,21.602991104125977,88.75189208984375,422.7875061035156,-67.18197822570801,-1982.0215697288513,-1516.0611077845097
survivor_3238_basin_3326_bh_explore_r02_hit_0064_conf_042113_implicit_min_hop_002,15.771296501159668,61.129188537597656,388.17071533203125,-701.2812280654907,-1364.605772972107,-1600.8160636425018
survivor_3239_basin_3327_candidate_3662_gencluster_3662_conf_001031_implicit_min,18.6717529296875,68.70361328125,356.89532470703125,-570.8008499145508,-1489.8830127716064,-1616.4139887094498
survivor_323_basin_331_nma_bh_candidate_5246_gencluster_5246_conf_111165_implicit_min_hop_001_mode02_p0.75A_implicit_min,17.762880325317383,70.43285369873047,367.4261474609375,-452.24359607696533,-1577.7763323783875,-1574.39784643054
survivor_3240_basin_3328_candidate_2546_gencluster_2546_conf_023551_implicit_min,15.60917854309082,59.749202728271484,368.47381591796875,-392.4189438819885,-1607.747892856598,-1556.3346607983112
survivor_3241_basin_3329_bh_explore_r02_hit_0087_conf_156739_implicit_min_hop_001,17.098278045654297,72.92366027832031,355.74493408203125,-580.3968334197998,-1481.2330045700073,-1615.8630800247192
survivor_3242_basin_3330_candidate_10262_gencluster_5417_conf_499031_implicit_min,19.4891300201416,67.78370666503906,382.636962890625,-572.7083406448364,-1468.4981851577759,-1571.297329723835
survivor_3243_basin_3331_candidate_7941_gencluster_2950_conf_266780_implicit_min,18.552108764648438,77.193603515625,384.1805725097656,-518.5797290802002,-1529.6264877319336,-1568.280665397644
survivor_3244_basin_3332_nma_bh_candidate_4027_gencluster_4027_conf_000221_implicit_min_hop_001_mode01_p1.35A_implicit_min,20.269426345825195,76.41015625,377.9414367675781,-499.8556933403015,-1558.9557275772095,-1584.1904501914978
survivor_3245_basin_3333_candidate_8817_gencluster_3898_conf_097297_implicit_min,18.943754196166992,75.8913803100586,368.77978515625,-567.9579925537109,-1487.490719795227,-1591.833380639553
survivor_3246_basin_3334_candidate_10669_gencluster_376_conf_596368_implicit_min,17.52299690246582,68.73377227783203,377.449462890625,-500.93904542922974,-1544.5946712493896,-1581.8271077275276
survivor_3247_basin_3335_bh_explore_r03_hit_0055_conf_101475_implicit_min_hop_001,18.366744995117188,74.24008178710938,399.09423828125,-514.2001075744629,-1538.7601766586304,-1561.2593688964844
survivor_3248_basin_3337_bh_explore_r01_hit_0018_conf_073733_implicit_min_hop_002,16.73548698425293,73.1231918334961,348.03814697265625,-498.7551097869873,-1572.6290502548218,-1633.4871635437012
survivor_3249_basin_3338_candidate_6075_gencluster_610_conf_414598_implicit_min,20.99854278564453,82.33897399902344,379.57373046875,-650.4514608383179,-1462.694356918335,-1630.233977407217
survivor_324_basin_332_nma_bh_candidate_1742_gencluster_1742_conf_708529_implicit_min_hop_002_mode02_m0.75A_implicit_min,19.229204177856445,76.50846099853516,361.29345703125,-729.9358139038086,-1371.296875,-1644.2014770507812
survivor_3250_basin_3339_candidate_7512_gencluster_2451_conf_609313_implicit_min,18.58660888671875,69.82844543457031,371.1332092285156,-612.8420639038086,-1468.459852218628,-1621.7542963027954
survivor_3251_basin_3340_nma_bh_candidate_9207_gencluster_4311_conf_054465_implicit_min_hop_001_mode02_p0.75A_implicit_min,16.912582397460938,61.59436798095703,368.62701416015625,-370.3922595977783,-1662.4603481292725,-1585.7186071127653
survivor_3252_basin_3341_explore_r03_hit_0007_conf_048919_implicit_min,17.997602462768555,69.31550598144531,404.7551574707031,-910.3939609527588,-1207.7803373336792,-1626.1064578294754
survivor_3253_basin_3342_candidate_9955_gencluster_5095_conf_391040_implicit_min,20.081035614013672,74.65434265136719,397.89898681640625,-428.001567363739,-1628.4987897872925,-1563.8649555444717
survivor_3254_basin_3343_candidate_6360_gencluster_941_conf_332049_implicit_min,20.25324249267578,72.44524383544922,378.82000732421875,-439.0858459472656,-1596.054409980774,-1563.6224617958069
survivor_3255_basin_3345_nma_bh_candidate_3101_gencluster_3101_conf_046632_implicit_min_hop_003_mode02_m0.75A_implicit_min,18.12736701965332,68.96766662597656,352.3525695800781,-501.16220331192017,-1515.281545639038,-1576.996078401804
survivor_3256_basin_3346_candidate_10046_gencluster_5193_conf_457204_implicit_min,18.270753860473633,77.30381774902344,354.8218994140625,-691.8128204345703,-1374.6880793571472,-1616.1043912172318
survivor_3257_basin_3347_candidate_10244_gencluster_5397_conf_225886_implicit_min,21.169410705566406,81.37361145019531,353.178466796875,-413.99004554748535,-1646.3274283409119,-1604.5958468914032
survivor_3258_basin_3348_nma_bh_candidate_1742_gencluster_1742_conf_708529_implicit_min_hop_001_mode02_m1.35A_implicit_min,17.229665756225586,72.77500915527344,370.41802978515625,-597.0378036499023,-1461.8002681732178,-1598.4151878356934
survivor_3259_basin_3349_candidate_8118_gencluster_3148_conf_264560_implicit_min,18.91749382019043,76.47825622558594,355.0434875488281,-573.3536539077759,-1478.3033933639526,-1601.2180783748627
survivor_325_basin_333_candidate_10473_gencluster_119_conf_230144_implicit_min,17.330970764160156,66.83943939208984,354.2939147949219,-546.3935680389404,-1501.396556854248,-1609.325979232788
survivor_3260_basin_3350_nma_bh_candidate_7330_gencluster_2228_conf_122863_implicit_min_hop_000_mode01_p1.35A_implicit_min,18.66817283630371,78.89115905761719,366.95220947265625,-612.1337575912476,-1476.2074303627014,-1623.8289071917534
survivor_3261_basin_3351_nma_bh_candidate_3790_gencluster_3790_conf_043441_implicit_min_hop_001_mode02_m0.75A_implicit_min,18.70085906982422,72.66242980957031,366.2391052246094,-463.1006278991699,-1607.7827053070068,-1613.2810994386673
survivor_3262_basin_3352_nma_bh_candidate_10993_gencluster_789_conf_393529_implicit_min_hop_002_mode01_m0.75A_implicit_min,16.771114349365234,62.465965270996094,362.87945556640625,-496.2194085121155,-1535.0147895812988,-1589.1180168390274
survivor_3263_basin_3353_candidate_9261_gencluster_4369_conf_288564_implicit_min,16.37851333618164,67.10783386230469,374.0208740234375,-522.1263909339905,-1508.5497303009033,-1573.169766575098
survivor_3264_basin_3354_nma_bh_candidate_1171_gencluster_1171_conf_472155_implicit_min_hop_002_mode01_m1.35A_implicit_min,21.261972427368164,95.05318450927734,359.15179443359375,-284.6824369430542,-1760.5408716201782,-1569.7570652365685
survivor_3265_basin_3355_bh_explore_r01_hit_0056_conf_157924_implicit_min_hop_003,17.843965530395508,71.61200714111328,388.1301574707031,-371.0003271102905,-1675.9080047607422,-1569.3220133781433
survivor_3266_basin_3356_candidate_2566_gencluster_2566_conf_010229_implicit_min,18.82209587097168,75.44279479980469,373.3546142578125,-427.27845668792725,-1646.9531326293945,-1606.6125144958496
survivor_3267_basin_3357_nma_bh_candidate_10913_gencluster_686_conf_076741_implicit_min_hop_002_mode01_p0.75A_implicit_min,18.746068954467773,82.16860961914062,370.0325622558594,-595.6821136474609,-1530.3168349266052,-1655.0519615411758
survivor_3268_basin_3358_explore_r03_hit_0058_conf_056687_implicit_min,18.225126266479492,72.8958740234375,350.7262878417969,-279.9980068206787,-1780.9875831604004,-1619.1387948989868
survivor_3269_basin_3360_candidate_8522_gencluster_3583_conf_393534_implicit_min,17.256132125854492,60.636756896972656,368.5362243652344,-418.88568782806396,-1617.550910949707,-1590.0078320503235
survivor_326_basin_334_candidate_9728_gencluster_4859_conf_579472_implicit_min,17.35491371154785,61.964073181152344,359.7801818847656,-256.13624477386475,-1789.3308119773865,-1606.3680352717638
survivor_3270_basin_3361_bh_explore_r01_hit_0090_conf_080595_implicit_min_hop_001,19.21893310546875,76.95474243164062,351.1272277832031,-468.733097076416,-1576.1569290161133,-1597.5884971618652
survivor_3271_basin_3362_candidate_1841_gencluster_1841_conf_006728_implicit_min,19.349456787109375,81.25581359863281,366.796875,-463.8175811767578,-1629.7890377044678,-1626.2042932510376
survivor_3272_basin_3363_candidate_1227_gencluster_1227_conf_005558_implicit_min,15.269607543945312,55.03522872924805,364.6743469238281,-460.7425055503845,-1562.7730965614319,-1588.536077529192
survivor_3273_basin_3364_explore_r04_hit_0028_conf_109259_implicit_min,22.568891525268555,97.02914428710938,399.2934875488281,-589.2117309570312,-1495.8605880737305,-1566.1809301376343
survivor_3274_basin_3365_nma_bh_candidate_3250_gencluster_3250_conf_020083_implicit_min_hop_002_mode01_p0.75A_implicit_min,19.915687561035156,76.54486083984375,386.2987976074219,-345.13084602355957,-1717.9611282348633,-1580.332605600357
survivor_3275_basin_3366_candidate_7447_gencluster_2371_conf_017499_implicit_min,18.266246795654297,71.45658874511719,358.73992919921875,-372.5215873718262,-1661.926791191101,-1585.9859835505486
survivor_3276_basin_3367_nma_bh_candidate_3127_gencluster_3127_conf_009925_implicit_min_hop_002_mode01_p1.35A_implicit_min,21.68120574951172,83.74971771240234,355.9958190917969,-400.6006283760071,-1653.5098690986633,-1592.683971107006
survivor_3277_basin_3369_candidate_413_gencluster_413_conf_097301_implicit_min,18.1611385345459,78.12602996826172,352.0703430175781,-553.0413436889648,-1521.52863073349,-1626.212990179658
survivor_3278_basin_3370_explore_r02_hit_0014_conf_080083_implicit_min,16.539432525634766,77.63810729980469,429.1595153808594,-430.1857838630676,-1665.538535118103,-1572.3871039152145
survivor_3279_basin_3371_candidate_362_gencluster_362_conf_374192_implicit_min,21.175594329833984,80.52851867675781,366.6119384765625,-597.3422689437866,-1489.3854627609253,-1618.4114294052124
survivor_327_basin_335_candidate_6506_gencluster_1125_conf_219386_implicit_min,16.960309982299805,77.97676086425781,370.8921203613281,-380.38708877563477,-1674.8738265037537,-1589.4318153262138
survivor_3280_basin_3372_candidate_6665_gencluster_1333_conf_489611_implicit_min,20.788373947143555,87.14453125,390.7833251953125,-312.7800827026367,-1719.97047996521,-1534.0348998606205
survivor_3281_basin_3373_candidate_10703_gencluster_418_conf_409016_implicit_min,18.82036018371582,80.49142456054688,359.79510498046875,-304.4716567993164,-1705.6678590774536,-1551.0328704118729
