seed,torsion_psi1,torsion_psi2,torsion_psi3,torsion_psi4,torsion_psi5,torsion_psi6,ca_drmsd_psi1,ca_drmsd_psi2,ca_drmsd_psi3,ca_drmsd_psi4,ca_drmsd_psi5,ca_drmsd_psi6
survivor_053_basin_054_nma_bh_candidate_1736_gencluster_1736_conf_126029_implicit_min_hop_000_mode01_p1.35A_implicit_min,-0.03637149072645058,-0.004642588984801731,0.015141119517433141,-0.01540380952378711,0.016108388278422224,0.01312778787520924,-0.03081685140686011,0.008654190967193696,0.00147915178578708,0.022693457106280436,0.05447177474091268,-0.007845908135904953
survivor_054_basin_055_nma_bh_candidate_323_gencluster_323_conf_140845_implicit_min_hop_003_mode02_m0.75A_implicit_min,0.009035711757313904,-0.012701472640925514,-0.022632174033749404,0.011472566414882347,-0.008195907370230912,-0.038375639371297336,0.013856834585173505,0.032033754593402235,-0.01522504595667432,0.038012433558470074,0.029393977907292698,-0.00255062810071502
survivor_055_basin_056_candidate_1026_gencluster_1026_conf_089406_implicit_min,-0.013550241238854127,0.03864321883801764,0.01320708676979262,0.035035654563073615,0.004318601617083877,0.0026011958786202783,0.009947787907683693,0.007618436930794998,-0.0006200398715980056,0.006032132780666609,0.054877424564214565,0.02671127309929534
survivor_056_basin_057_candidate_385_gencluster_385_conf_006902_implicit_min,-0.016230965735680114,-0.0006133892747441531,0.012652234737560058,-0.0266580576940511,0.02068016273132818,0.008705645943823523,-0.015995044235901944,-0.007015358082813305,0.03446520692320531,-0.033722530398017175,-0.000429963037749768,-0.022734121488869777
survivor_057_basin_058_nma_bh_candidate_082_gencluster_082_conf_089503_implicit_min_hop_000_mode02_m0.75A_implicit_min,-0.0035887273329826184,0.0037001661210182956,-0.04358499519806796,0.03112402992308415,-0.017946203408790752,0.013480997201622146,-0.008574314012415235,0.058651886902872076,-0.013657444508036737,0.0038863812060024633,0.0036346000678051465,0.012570619433195651
survivor_058_basin_059_nma_bh_candidate_657_gencluster_657_conf_033799_implicit_min_hop_000_mode02_m1.35A_implicit_min,0.0037552766398721896,-0.02089356859001635,0.06994567404497798,0.012288620228539654,0.0030030038439734473,0.007649261929356833,0.0120143721040699,0.0008551460549744813,-0.009236717844639575,0.03605435953083885,0.020845554233990683,-0.008620779504925308
survivor_059_basin_060_nma_bh_candidate_2234_gencluster_149_conf_175099_implicit_min_hop_000_mode02_m0.75A_implicit_min,0.031247783359046093,-0.019151290983485107,0.007493134908066673,-0.01449727127503785,-0.01781131654594232,0.010386345155458396,0.02441256169752046,-0.029124359287519986,-0.012228777946093214,-0.021639803480731523,-0.021501660778028488,-0.003028821057599788
survivor_060_basin_062_nma_bh_candidate_1920_gencluster_1920_conf_068917_implicit_min_hop_000_mode01_p1.35A_implicit_min,0.01873982104968293,-0.03563644470465839,0.005723328184632902,-0.012866231851461333,-0.03528300702406895,-0.038444370492505105,0.03509400482650239,0.00855273253071786,0.008490424737055436,0.010213193405978335,-0.04585296302454697,-0.004245077060986037
survivor_061_basin_063_nma_bh_candidate_2028_gencluster_2028_conf_133119_implicit_min_hop_002_mode01_p1.35A_implicit_min,0.009796261529686427,0.0127253904052913,-0.0249928984352954,-0.008083815591488321,0.01665909691609762,-0.029069012993760687,-0.008705164862975212,-0.03605532549682448,-0.02285647465089712,-0.008188644591314877,0.027557019887216833,-0.0035101591940266386
survivor_062_basin_064_nma_bh_candidate_807_gencluster_807_conf_049347_implicit_min_hop_003_mode01_p1.35A_implicit_min,-0.018220287778017173,0.027944747200198145,-0.0009728096688138499,0.02482240955813822,-0.020883812170878507,0.009955292429461082,-0.02684467649851817,0.04145868371809203,-0.023250482101146174,-2.900945792102308e-06,0.015308440387695372,0.011494826725120137
survivor_063_basin_065_nma_bh_candidate_1736_gencluster_1736_conf_126029_implicit_min_hop_002_mode01_m0.75A_implicit_min,-0.03292656647185182,-0.009260575739311602,0.006984450857465507,-0.003108932216601833,0.01914368105838421,0.02328594950486259,-0.04267208329835781,0.005462083640869778,0.0011469093801347568,0.015981800875144416,0.02963499525999594,-0.018134422182454396
survivor_064_basin_066_candidate_1322_gencluster_1322_conf_009465_implicit_min,-0.001755824797921581,-0.016716283136270025,0.004468116731448916,-0.022435939267847017,0.0007702925642626244,0.026378907950870552,-0.0016057121550835539,0.0059097747126358605,-0.020643294913809042,-0.022356891481083503,0.040008405538509415,-0.029717748292458147
survivor_065_basin_067_candidate_2905_gencluster_1017_conf_018841_implicit_min,-0.04345231029589093,-0.007496722750320719,8.580181680286696e-06,-0.011358261678298875,0.005079732449827882,0.02190269335561116,-0.05929935581909009,0.008945021327038342,0.004354869904586966,-0.004747603031982311,-0.011764952657084249,-0.0319939694506373
survivor_066_basin_068_nma_bh_candidate_459_gencluster_459_conf_009899_implicit_min_hop_001_mode01_m1.35A_implicit_min,-0.006038482150487317,0.04053894553274109,-0.00874509992904268,-0.023539539758649478,0.013954448096966596,0.03626171094689959,0.013748280485876143,0.032773059495230815,0.03028335211485783,0.0031198757010475983,0.02247356145574268,0.019665906447464916
survivor_067_basin_069_nma_bh_candidate_2101_gencluster_2101_conf_074791_implicit_min_hop_000_mode02_p0.75A_implicit_min,0.009186950660925657,0.05290929564550084,0.014637323381146965,-0.01095698845785207,0.0013643531846878516,-0.010927807735244531,0.005247385188279801,0.01225929669370106,0.012240431894793603,-0.005093400611114595,0.0050933027618097855,-0.010328745059985312
survivor_068_basin_070_nma_bh_candidate_631_gencluster_631_conf_003162_implicit_min_hop_003_mode01_m0.75A_implicit_min,0.02191062768427297,0.009064391139602267,0.03109857875931096,0.022226606313794868,0.006806464755461276,0.022763049647996303,-0.0010352302062718026,-0.019748558640142074,-0.03326506518419728,0.00923650781698166,0.005530616424801038,-0.006291678157034476
survivor_069_basin_071_nma_bh_candidate_1391_gencluster_1391_conf_031128_implicit_min_hop_003_mode01_p1.35A_implicit_min,0.029532436242793465,-0.011528693820932209,-0.03386769855819274,-0.005849878435801867,-0.003409802464732144,0.04029764522986376,0.009281576568578927,-0.004172349299111872,-0.021906318024411446,-0.029289063235752973,0.01819161841553891,0.0094416724087641
survivor_070_basin_072_explore_r01_hit_0098_conf_012977_implicit_min,0.02307157338340554,-0.01866453354404499,-0.005593370025468137,0.002421410192561438,-0.015121527567247117,-0.02689282227881338,0.01720921076508286,0.0012086920647714629,-0.0287338568387332,-0.0042738904859191875,-0.012211519681958558,-0.012936592287255248
survivor_071_basin_073_nma_bh_candidate_1045_gencluster_1045_conf_012052_implicit_min_hop_000_mode01_m1.35A_implicit_min,-0.015979214894100455,0.04258703692067173,0.008109399816873373,-0.0011206294937837807,0.00584278586409262,-0.033980321618697115,-0.0016384773720103658,0.021408606840296596,-0.0049177212753902045,0.04571389452880644,0.016973152059007866,-0.0006832321010252698
survivor_072_basin_074_candidate_1009_gencluster_1009_conf_104140_implicit_min,-0.015291148385882653,-0.013201324143400636,-0.04506115001367032,0.04540783547243962,0.006893998999034329,-0.010343461842439465,-0.004345307674105954,0.030400655164660614,-0.016145834640271677,0.013240321006365132,0.04476209792893536,0.027104898472941168
survivor_073_basin_075_nma_bh_candidate_366_gencluster_366_conf_085244_implicit_min_hop_002_mode02_m1.35A_implicit_min,-0.03174363843571083,0.028989586261231975,-0.0113321200516954,0.02797286435738571,-0.009981554478963895,0.010170887988095586,-0.0038661912220527383,0.04743428012201636,0.007196452266828795,0.01797335098762406,0.040814851099789606,0.03585625068415722
survivor_074_basin_076_nma_bh_candidate_2739_gencluster_819_conf_086560_implicit_min_hop_001_mode02_p0.75A_implicit_min,0.014034206490939071,0.005141570322313614,0.016690167618613028,-0.022608356008133046,-0.008776379322169712,0.030164834972160697,-0.0077356882367732895,-0.012477439180230704,-0.007383810238649574,-0.04944078162049347,0.0011170941609992232,-0.012046067492136497
survivor_075_basin_077_candidate_2661_gencluster_715_conf_172338_implicit_min,-0.019394622075755107,-0.049667134705794445,-0.01616887811850295,0.019340024429678616,0.0033912947679416465,-0.001935701419981246,-0.015975354819403154,0.05405091128322747,0.005790279592373019,0.029573168318444053,0.0037747100487828026,-0.01055156349379827
survivor_076_basin_078_candidate_2927_gencluster_1046_conf_047650_implicit_min,0.019529132920930566,0.01144710264252205,-0.02003550729390548,-0.023643883653008995,0.028060603231302623,-0.0009367955007696715,0.01997547134365586,-0.005583619944393876,-0.023821870480581066,-0.023307619728854406,-0.002380254726519169,0.021535287617326225
survivor_077_basin_079_candidate_383_gencluster_383_conf_039722_implicit_min,0.003168791247232532,-0.016810368537899207,0.021105563642790783,0.014488404157342635,0.013767116697660335,0.0024844134661868764,0.017503382617438477,-0.028083201527642133,-0.02634059671434797,0.019313892302567373,-0.002551201780779397,0.018416085937585657
survivor_078_basin_080_candidate_1548_gencluster_1548_conf_055765_implicit_min,0.008345446664034972,-0.017421979479011113,0.012756692059265783,0.018564453226099058,0.02223801297851344,-0.004422022648935598,0.012790863350543037,-0.008330411452828475,-0.025384103449581166,0.00801698391411932,0.0046399200801776385,-0.0034737630451168577
survivor_079_basin_081_candidate_598_gencluster_598_conf_069914_implicit_min,0.013541513627644112,-0.039202991895901346,0.05223723371976515,0.018295922700709604,0.005370892270223493,0.01075246826877498,0.022708353589664384,-0.024752670195930197,-0.0025319340132662215,0.04507379210932069,0.0033564546341906237,0.003343295545750798
survivor_080_basin_082_nma_bh_candidate_926_gencluster_926_conf_015915_implicit_min_hop_003_mode01_p0.75A_implicit_min,-0.008105686882090997,-0.0006755486123769425,-0.005150725513492885,0.00790158756340004,0.035930564273500526,0.02044356144537412,0.004507932719877791,-0.021137078050199643,-0.0015799091210363086,-0.005204745301976999,-0.0015036654055068147,0.03186095374363462
