cv,family,mean,std,skew,exkurt,min,p05,median,p95,max,IQR,span_p05_95,span_p01_99,entropy,eff_states,BC,nw_k1200,nw_k250
c_bb_s2_r010_b3,contact,0.6690538383982508,0.15424079170045885,-0.17144703116212537,-0.8859413526963666,0.3074886202812195,0.41228981167078016,0.6780925691127777,0.9061977088451385,0.9816529154777528,0.24211782217025757,0.49390789717435835,0.5969869124889373,0.9607489014116611,17.78128484086166,0.4858761062445005,17,8
contact_order_ca8,geometry,0.22802043120258547,0.050686767025817016,0.35440373651085083,-0.8539112982980619,0.1470588235294117,0.1555555555555555,0.2208333333333333,0.3193548387096774,0.3555555555555555,0.08202764976958518,0.1637992831541219,0.19224460388994302,0.9601922973081047,17.751660376130708,0.5233739438347468,5,2
cresb_heavy_s4_r010_b1.5,contact resbal,0.3697663653925,0.17230325614444772,-0.0958155923451777,-0.847979817100831,0.0083886965706617,0.08303516669380787,0.3786546531709585,0.6428694203355781,0.7663144690629135,0.2649090199504066,0.5598342536417703,0.6810891626048555,0.9601685356742515,17.750396795904933,0.4679506108203324,20,9
cresb_heavy_s4_r010_b3,contact resbal,0.36713506396594847,0.178367566881057,-0.05724381172122085,-0.8568104240352685,0.0021655520042506,0.07256156074369897,0.3753569650968188,0.650781155276973,0.7864875239245179,0.2730412318905785,0.578219594533274,0.6995866689110289,0.9600185419173389,17.742422604101733,0.46712580682692617,20,9
cresb_heavy_s4_r010_b6,contact resbal,0.3664709405098179,0.1801103459757675,-0.046773111670294645,-0.8578229999841054,0.0007146595813226,0.06979824946834447,0.37507951537527495,0.6548976734258471,0.794159407624463,0.27609021893260777,0.5850994239575027,0.704993328117419,0.9595382409615018,17.716912222037163,0.4668388014889609,21,9
strand_cross_all_r012_b3,strand packing,0.6160416537129939,0.17358902275080001,-0.4308031954080417,-0.6498972953953563,0.1832378953695297,0.29374153912067413,0.6423417627811432,0.8644382894039154,0.9322850704193116,0.26409722119569784,0.5706967502832413,0.6863990145921708,0.9577391072150163,17.62167984084863,0.5035044715766455,20,9
c_heavy_s4_r012_b6,contact,0.5481845482862389,0.20586709144100887,-0.43127571596233005,-0.6417245525654325,0.0340981632471084,0.1706328637897968,0.5806144773960114,0.844267588853836,0.9246875047683716,0.3105694130063057,0.6736347250640392,0.8219900538772345,0.9576957104014993,17.61938907913169,0.501935324208456,24,11
strand_cross_far_r012_b3,strand packing,0.5740587640383522,0.19299368479196413,-0.4308286462133249,-0.6507898102449436,0.092768408358097,0.2165278561413288,0.6029455363750458,0.8499544501304627,0.9247760772705078,0.29322686791419983,0.6334265939891339,0.7634483949840069,0.9575789350901636,17.613226409083023,0.5037047082803009,22,10
c_sch_s4_r012_b6,contact,0.3993115405593338,0.21322377256858888,0.19617514145235718,-0.7034318164357725,1.539971350439373e-08,0.0643373880535364,0.3896467387676239,0.7726663887500763,0.943971574306488,0.32548217475414276,0.7083290006965399,0.8563265654398128,0.9575690924562025,17.612707074973684,0.45129052381610996,25,11
c_bb_s2_r010_b1.5,contact,0.6594189363385216,0.14751352698814799,-0.21323836580535413,-0.8525015391105568,0.3065891861915588,0.40975965708494183,0.6692880690097809,0.8827760636806488,0.9587008953094482,0.23186710476875305,0.47301640659570693,0.5716896191239357,0.9572677511674387,17.596814592564016,0.485796606095609,17,7
c_sch_s4_r012_b3,contact,0.40014574421236987,0.2112016811143913,0.18735440388046776,-0.7054283206393275,1.956727464857977e-05,0.06808076947927473,0.39186546206474304,0.76939297914505,0.9387394189834596,0.3238280043005944,0.7013122096657752,0.8497803394589573,0.9571541387239442,17.590826492455093,0.45021098909430135,25,11
c_heavy_s4_r012_b3,contact,0.5471321519407524,0.20389549673760138,-0.43380838526121734,-0.6370743767406744,0.0357278510928154,0.17275611683726302,0.5793737471103668,0.8390649318695067,0.9201015830039978,0.3075043633580208,0.6663088150322437,0.8145965003967285,0.9569877774537032,17.582061869158572,0.5018748741760951,24,11
cresb_heavy_s4_r012_b6,contact resbal,0.5790475016968931,0.20870821720700558,-0.5128302212550341,-0.6033420505759826,0.0458731216195584,0.19214217398160996,0.6104351725707959,0.8609551096463965,0.9319275984724612,0.31347068348315615,0.6688129356647866,0.8280372423376382,0.9563194134695616,17.54689358878701,0.5259773600043709,24,11
cresb_heavy_s4_r012_b3,contact resbal,0.5777116364681111,0.20661161902933262,-0.5154705915165696,-0.5980851615613676,0.0478330697719683,0.19478273879509284,0.6086210245679271,0.8575476419046179,0.929077524482627,0.3106024849200956,0.6627649031095251,0.819391393585535,0.9555992287465057,17.509077314574977,0.5259566203807755,24,11
crat_ca_s4_n6m10_r08,contact rational,0.3631459529100336,0.14780437793444962,0.005154756334601623,-0.8140607480357165,0.0568696074187755,0.12212880775332445,0.3647749722003937,0.5992981523275376,0.7221860289573669,0.22583492845296865,0.4771693445742131,0.5994396103173493,0.9553621745868628,17.496647643364735,0.45652567223734924,17,8
c_ca_s2_r010_b1.5,contact,0.6507075889461537,0.1450193727326086,-0.1751107235201577,-0.813835398442555,0.3069886863231659,0.40565854310989374,0.6574530601501465,0.8762946426868439,0.960887610912323,0.22269587218761444,0.47063609957695013,0.5702980872988701,0.9550751510518259,17.481609692783252,0.4704635671712475,17,7
c_sch_s4_r014_b3,contact,0.5994143418251504,0.22877893806954502,-0.3747489321662865,-0.7686034317752695,0.0062324409373104,0.19521194472908973,0.6254494190216064,0.9272494226694107,0.9976162314414978,0.35637534409761434,0.7320374779403209,0.8936975316703322,0.9549979268336336,17.47756591107419,0.5100405256837018,26,12
c_sch_s4_r012_b1.5,contact,0.40325620423129,0.20440261110808564,0.15436199575345855,-0.7117725056058073,0.0011958840768784,0.08106718324124806,0.3948710858821869,0.7574819475412369,0.9213926196098328,0.3087729327380657,0.6764147642999888,0.8225678812339902,0.9546191361304429,17.457744394842113,0.4465395780211187,24,11
c_ca_s3_r010_b3,contact,0.5644658333985939,0.1962523486343542,-0.11969799404895658,-0.8333265719788816,0.1010930612683296,0.23944819122552868,0.5725604891777039,0.8752782016992569,0.9872340559959412,0.30093293637037277,0.6358300104737282,0.7706993252038956,0.9542476435022729,17.43832660977074,0.46716303997416614,23,10
