seed,bond,angle,torsion,nonbonded,gb_solvation,total
survivor_1335_basin_1358_nma_bh_candidate_2799_gencluster_891_conf_103935_implicit_min_hop_002_mode01_p0.75A_implicit_min,18.318159103393555,72.08782958984375,358.2510986328125,-351.9921627044678,-1691.5038080215454,-1594.8381445407867
survivor_1336_basin_1359_nma_bh_candidate_1088_gencluster_1088_conf_064565_implicit_min_hop_003_mode02_p1.35A_implicit_min,15.69958782196045,55.274147033691406,381.5213317871094,-317.05648040771484,-1703.9297761917114,-1568.4903714358807
survivor_1337_basin_1360_candidate_1443_gencluster_1443_conf_016808_implicit_min,17.246501922607422,67.21128845214844,369.75994873046875,-310.57615900039673,-1728.877290725708,-1585.2358340770006
survivor_1338_basin_1361_candidate_034_gencluster_034_conf_001562_implicit_min,15.456534385681152,59.066558837890625,371.22308349609375,-319.3689708709717,-1688.7560749053955,-1562.3778810054064
survivor_1339_basin_1362_nma_bh_candidate_1736_gencluster_1736_conf_126029_implicit_min_hop_000_mode01_m1.35A_implicit_min,18.787694931030273,66.66293334960938,365.9012451171875,-461.47545337677,-1560.804838180542,-1570.9282377660275
survivor_133_basin_136_candidate_1373_gencluster_1373_conf_003825_implicit_min,18.89118003845215,74.43206787109375,360.3098449707031,-647.0250225067139,-1409.7339825630188,-1603.1254829764366
survivor_1340_basin_1363_nma_bh_candidate_2799_gencluster_891_conf_103935_implicit_min_hop_002_mode02_p0.75A_implicit_min,17.385700225830078,70.538330078125,356.4549560546875,-291.301646232605,-1745.184133529663,-1592.1069798469543
survivor_1341_basin_1364_candidate_989_gencluster_989_conf_137715_implicit_min,18.50554084777832,65.71382141113281,355.7884216308594,-812.5643310546875,-1245.296362876892,-1617.8531098365784
survivor_1342_basin_1365_nma_bh_candidate_2635_gencluster_682_conf_091883_implicit_min_hop_003_mode02_p1.35A_implicit_min,20.3101749420166,81.25997161865234,381.9065246582031,-573.5209083557129,-1494.0124206542969,-1584.0563657283783
survivor_1343_basin_1366_nma_bh_candidate_1154_gencluster_1154_conf_003210_implicit_min_hop_003_mode02_m1.35A_implicit_min,16.42549705505371,67.43528747558594,400.019287109375,-693.0140419006348,-1361.7472982406616,-1570.8807771205902
survivor_1344_basin_1367_nma_bh_candidate_1266_gencluster_1266_conf_074504_implicit_min_hop_001_mode01_p1.35A_implicit_min,17.899822235107422,80.2725830078125,384.76129150390625,-700.1547145843506,-1364.9176807403564,-1582.1388102173805
survivor_1345_basin_1368_candidate_041_gencluster_041_conf_059806_implicit_min,19.72585678100586,66.82917785644531,349.1993408203125,-659.5553951263428,-1423.1751909255981,-1646.9757561683655
survivor_1346_basin_1369_nma_bh_candidate_705_gencluster_705_conf_003845_implicit_min_hop_000_mode02_p1.35A_implicit_min,18.73185157775879,68.8509750366211,368.32672119140625,-415.7175703048706,-1610.880347251892,-1570.6882835626602
survivor_1347_basin_1370_candidate_2315_gencluster_242_conf_125942_implicit_min,16.133867263793945,62.126869201660156,383.3648681640625,-567.7361927032471,-1457.8334531784058,-1563.9440083503723
survivor_1348_basin_1371_nma_bh_candidate_2190_gencluster_093_conf_183542_implicit_min_hop_003_mode01_p1.35A_implicit_min,18.803524017333984,81.08302307128906,366.7875671386719,-477.24083709716797,-1612.9771709442139,-1623.5439367294312
survivor_1349_basin_1372_nma_bh_candidate_1306_gencluster_1306_conf_001572_implicit_min_hop_000_mode02_p1.35A_implicit_min,18.136863708496094,69.83836364746094,352.8232727050781,-538.7635364532471,-1514.2897539138794,-1612.2546900510788
survivor_134_basin_137_candidate_1301_gencluster_1301_conf_141065_implicit_min,15.985137939453125,53.292198181152344,360.4831848144531,-404.859658241272,-1626.9556813240051,-1602.0540399104357
survivor_1350_basin_1373_candidate_2768_gencluster_855_conf_024119_implicit_min,18.54659080505371,83.98431396484375,392.2613525390625,-511.7817716598511,-1600.0629930496216,-1617.0527544021606
survivor_1351_basin_1374_candidate_712_gencluster_712_conf_023507_implicit_min,17.562591552734375,61.20879364013672,380.98797607421875,-491.86711502075195,-1562.9922676086426,-1595.0994589924812
survivor_1352_basin_1375_candidate_1900_gencluster_1900_conf_002877_implicit_min,15.986988067626953,57.317710876464844,372.97686767578125,-376.0173659324646,-1637.9344935417175,-1567.67048484087
survivor_1353_basin_1376_candidate_2153_gencluster_049_conf_188031_implicit_min,16.305620193481445,68.31607818603516,384.411865234375,-456.55472326278687,-1633.4230933189392,-1620.9438017308712
survivor_1354_basin_1377_nma_bh_candidate_1614_gencluster_1614_conf_058900_implicit_min_hop_002_mode01_p1.35A_implicit_min,18.464418411254883,85.39948272705078,382.7498779296875,-691.3933320045471,-1430.2912340164185,-1635.070879459381
survivor_1355_basin_1378_nma_bh_candidate_416_gencluster_416_conf_072635_implicit_min_hop_001_mode02_m0.75A_implicit_min,19.555212020874023,76.2063217163086,375.5126953125,-515.0158061981201,-1548.0829572677612,-1591.8250204324722
survivor_1356_basin_1379_nma_bh_candidate_807_gencluster_807_conf_049347_implicit_min_hop_002_mode01_p0.75A_implicit_min,17.327455520629883,72.30742645263672,375.8223876953125,-551.7252340316772,-1472.1498198509216,-1558.4172496199608
survivor_1357_basin_1380_explore_r03_hit_0061_conf_029534_implicit_min,17.946449279785156,69.70024108886719,359.0144348144531,-490.2958917617798,-1579.6550607681274,-1623.2900352478027
survivor_1358_basin_1381_candidate_240_gencluster_240_conf_040900_implicit_min,17.871826171875,68.05587768554688,357.1363525390625,-665.5192756652832,-1397.057312965393,-1619.512995004654
survivor_1359_basin_1382_nma_bh_candidate_082_gencluster_082_conf_089503_implicit_min_hop_000_mode02_p1.35A_implicit_min,17.526004791259766,76.69082641601562,368.538818359375,-687.6746263504028,-1381.269497871399,-1606.1878765523434
survivor_135_basin_138_candidate_022_gencluster_022_conf_114836_implicit_min,19.368181228637695,71.37647247314453,374.86737060546875,-448.2488718032837,-1640.0543484687805,-1622.6915743350983
survivor_1360_basin_1383_candidate_1757_gencluster_1757_conf_008743_implicit_min,17.57624626159668,75.30609130859375,386.32366943359375,-500.55268383026123,-1532.6580200195312,-1554.0048010647297
survivor_1361_basin_1384_candidate_586_gencluster_586_conf_009571_implicit_min,16.90800666809082,65.20950317382812,357.7743225097656,-375.3903121948242,-1675.8085050582886,-1611.3067349493504
survivor_1362_basin_1385_nma_bh_candidate_2126_gencluster_018_conf_131165_implicit_min_hop_002_mode02_p0.75A_implicit_min,17.2025146484375,71.79727935791016,362.546875,-565.7382898330688,-1493.3831911087036,-1607.574157178402
survivor_1363_basin_1386_nma_bh_candidate_982_gencluster_982_conf_053435_implicit_min_hop_003_mode01_m0.75A_implicit_min,18.407976150512695,68.6386489868164,376.26507568359375,-458.70782136917114,-1566.60187625885,-1561.99827003479
survivor_1364_basin_1387_candidate_1249_gencluster_1249_conf_005270_implicit_min,19.175186157226562,81.9617691040039,360.7601623535156,-515.8664655685425,-1534.8961277008057,-1588.8651509284973
survivor_1365_basin_1388_candidate_2212_gencluster_123_conf_053984_implicit_min,16.64219856262207,61.492706298828125,365.8132019042969,-377.21601819992065,-1655.3637237548828,-1588.631598725915
survivor_1366_basin_1389_candidate_2024_gencluster_2024_conf_184020_implicit_min,21.674116134643555,115.521728515625,437.35968017578125,-547.9781093597412,-1535.0045890808105,-1508.4265493154526
survivor_1367_basin_1390_candidate_1091_gencluster_1091_conf_031736_implicit_min,20.440805435180664,81.12543487548828,370.35235595703125,-551.7305870056152,-1531.1077041625977,-1610.9202299118042
survivor_1368_basin_1391_nma_bh_candidate_2364_gencluster_303_conf_151536_implicit_min_hop_003_mode01_p1.35A_implicit_min,19.218036651611328,79.04312133789062,366.32861328125,-473.0874080657959,-1551.845908164978,-1560.343518793583
survivor_1369_basin_1392_candidate_627_gencluster_627_conf_062320_implicit_min,19.117551803588867,66.45115661621094,362.8682861328125,-319.6910262107849,-1714.7613725662231,-1586.0149799883366
survivor_136_basin_139_candidate_1372_gencluster_1372_conf_151374_implicit_min,17.895692825317383,77.19636535644531,364.97686767578125,-348.12439346313477,-1681.2203378677368,-1569.2754811048508
survivor_1370_basin_1393_nma_bh_candidate_862_gencluster_862_conf_049308_implicit_min_hop_000_mode02_p0.75A_implicit_min,18.06673240661621,67.32249450683594,370.48291015625,-471.893856048584,-1568.2999687194824,-1584.3222202658653
survivor_1371_basin_1394_nma_bh_candidate_2137_gencluster_030_conf_063074_implicit_min_hop_001_mode01_m1.35A_implicit_min,18.454647064208984,64.35769653320312,356.13250732421875,-535.201265335083,-1512.5632343292236,-1608.8200294077396
survivor_1372_basin_1395_candidate_145_gencluster_145_conf_010871_implicit_min,15.677116394042969,61.03324890136719,354.936767578125,-221.5712833404541,-1817.8748626708984,-1607.7989534139633
survivor_1373_basin_1396_candidate_2455_gencluster_429_conf_113767_implicit_min,18.038469314575195,65.24220275878906,355.9413757324219,-527.107292175293,-1516.3384704589844,-1604.223815202713
survivor_1374_basin_1397_candidate_2494_gencluster_476_conf_133824_implicit_min,17.271963119506836,66.86238861083984,384.42236328125,-741.1398973464966,-1385.692931652069,-1658.2760627865791
survivor_1375_basin_1398_candidate_519_gencluster_519_conf_092659_implicit_min,24.413246154785156,85.30387878417969,373.43548583984375,-355.5162115097046,-1663.8414478302002,-1536.2047625780106
survivor_1376_basin_1399_nma_bh_candidate_1714_gencluster_1714_conf_011260_implicit_min_hop_001_mode01_m1.35A_implicit_min,18.045114517211914,75.36083221435547,377.2597351074219,-478.8343505859375,-1603.1368494033813,-1611.3052275180817
survivor_1377_basin_1400_nma_bh_candidate_1632_gencluster_1632_conf_108386_implicit_min_hop_002_mode02_p1.35A_implicit_min,18.61847496032715,79.652099609375,387.2681884765625,-520.7468786239624,-1525.5670924186707,-1560.775247335434
survivor_1378_basin_1401_explore_r05_hit_0056_conf_040794_implicit_min,19.87098503112793,76.86689758300781,369.69415283203125,-487.9858055114746,-1544.1339797973633,-1565.6873931884766
survivor_1379_basin_1402_candidate_2177_gencluster_079_conf_167775_implicit_min,18.676321029663086,66.76506042480469,343.88323974609375,-236.07070446014404,-1771.5728826522827,-1578.3190116286278
survivor_137_basin_140_nma_bh_candidate_807_gencluster_807_conf_049347_implicit_min_hop_000_mode01_m1.35A_implicit_min,17.629152297973633,76.5871810913086,371.4546813964844,-627.1282558441162,-1416.050033569336,-1577.5075125694275
survivor_1380_basin_1403_nma_bh_candidate_1632_gencluster_1632_conf_108386_implicit_min_hop_001_mode02_p0.75A_implicit_min,17.747041702270508,73.44512939453125,377.1929626464844,-609.1699953079224,-1449.0843691825867,-1589.869050502777
survivor_1381_basin_1404_nma_bh_candidate_2126_gencluster_018_conf_131165_implicit_min_hop_002_mode01_m1.35A_implicit_min,17.98085594177246,73.17103576660156,359.6186218261719,-578.4891123771667,-1489.272717475891,-1616.99085059762
survivor_1382_basin_1405_candidate_2587_gencluster_613_conf_141484_implicit_min,17.923423767089844,63.9925422668457,364.12188720703125,-471.0755047798157,-1555.6696586608887,-1580.7068311870098
survivor_1383_basin_1406_candidate_2392_gencluster_346_conf_119938_implicit_min,17.805805206298828,68.79812622070312,373.85125732421875,-525.6863355636597,-1508.9809122085571,-1574.2120679616928
survivor_1384_basin_1408_nma_bh_candidate_249_gencluster_249_conf_007818_implicit_min_hop_002_mode01_m0.75A_implicit_min,19.176515579223633,72.07212829589844,360.87542724609375,-349.0453886985779,-1699.8564205169678,-1596.7780363559723
survivor_1385_basin_1409_candidate_1984_gencluster_1984_conf_003319_implicit_min,14.6795654296875,54.75111389160156,380.6734619140625,-395.1614627838135,-1623.212312221527,-1568.269709303975
survivor_1386_basin_1410_candidate_2467_gencluster_444_conf_031920_implicit_min,17.61745262145996,62.21845245361328,376.6204833984375,-549.520884513855,-1506.6140003204346,-1599.6779078245163
survivor_1387_basin_1411_candidate_2211_gencluster_121_conf_044835_implicit_min,18.540443420410156,62.95964050292969,360.3219299316406,-378.65318489074707,-1662.3783769607544,-1599.208949148655
survivor_1388_basin_1412_candidate_702_gencluster_702_conf_003509_implicit_min,17.218374252319336,63.774383544921875,360.58929443359375,-417.0489206314087,-1616.9042043685913,-1592.3716839551926
survivor_1389_basin_1413_candidate_2522_gencluster_517_conf_143197_implicit_min,17.8535099029541,70.79232788085938,370.0782470703125,-498.0317144393921,-1567.16166639328,-1606.4697689712048
survivor_138_basin_141_candidate_2895_gencluster_1006_conf_013365_implicit_min,18.237777709960938,71.96099853515625,361.5199279785156,-499.36641693115234,-1548.5835299491882,-1596.2308399677277
survivor_1390_basin_1414_nma_bh_candidate_1045_gencluster_1045_conf_012052_implicit_min_hop_001_mode02_p1.35A_implicit_min,20.026607513427734,73.98757934570312,370.227294921875,-330.57466983795166,-1680.1925859451294,-1546.525300860405
survivor_1391_basin_1415_nma_bh_candidate_1647_gencluster_1647_conf_134687_implicit_min_hop_003_mode01_m0.75A_implicit_min,16.59669303894043,66.67642211914062,385.28656005859375,-588.5960388183594,-1470.923945426941,-1590.9609150886536
survivor_1392_basin_1416_candidate_1410_gencluster_1410_conf_002273_implicit_min,20.553516387939453,76.280029296875,360.39752197265625,-532.6000709533691,-1530.5754022598267,-1605.9445886015892
survivor_1393_basin_1417_candidate_2876_gencluster_985_conf_122327_implicit_min,17.8194580078125,71.61341094970703,369.4710388183594,-502.9510955810547,-1542.8995513916016,-1586.9463865160942
survivor_1394_basin_1418_nma_bh_candidate_706_gencluster_706_conf_010197_implicit_min_hop_000_mode01_p0.75A_implicit_min,19.654207229614258,80.97254943847656,364.4962158203125,-565.7676095962524,-1495.1884727478027,-1595.8329995274544
survivor_1395_basin_1419_nma_bh_candidate_2548_gencluster_554_conf_187437_implicit_min_hop_001_mode02_p0.75A_implicit_min,15.638215065002441,61.587806701660156,359.37615966796875,-405.73306941986084,-1611.4663934707642,-1580.597730576992
survivor_1396_basin_1420_nma_bh_candidate_731_gencluster_731_conf_049995_implicit_min_hop_003_mode01_p1.35A_implicit_min,18.317806243896484,76.65948486328125,358.20196533203125,-598.027379989624,-1450.1079778671265,-1594.9558228254318
survivor_1397_basin_1421_candidate_2496_gencluster_479_conf_101723_implicit_min,18.082977294921875,72.73381805419922,353.7578430175781,-413.0108833312988,-1614.657485961914,-1583.0938389599323
survivor_1398_basin_1422_candidate_2459_gencluster_436_conf_162538_implicit_min,16.94532585144043,62.7835578918457,375.8194274902344,-604.5748157501221,-1423.326457977295,-1572.3529201447964
survivor_1399_basin_1423_explore_r03_hit_0041_conf_034284_implicit_min,19.65567970275879,77.57974243164062,374.7503356933594,-458.9987096786499,-1583.4470052719116,-1570.4601018428802
survivor_139_basin_142_candidate_2192_gencluster_095_conf_150847_implicit_min,17.848529815673828,69.64148712158203,371.4352111816406,-628.828218460083,-1420.2241497039795,-1590.1267054080963
survivor_1400_basin_1424_candidate_303_gencluster_303_conf_181678_implicit_min,20.85433578491211,95.67857360839844,364.7863464355469,-478.1694030761719,-1595.474455833435,-1592.324869185686
survivor_1401_basin_1425_explore_r05_hit_0028_conf_042320_implicit_min,19.81035041809082,78.96002197265625,370.486572265625,-586.5913414955139,-1485.7807092666626,-1603.1155474185944
survivor_1402_basin_1426_candidate_2608_gencluster_640_conf_150995_implicit_min,17.14499855041504,61.942283630371094,366.166015625,-532.1593265533447,-1494.2696990966797,-1581.1761438846588
survivor_1403_basin_1427_nma_bh_candidate_1744_gencluster_1744_conf_080354_implicit_min_hop_002_mode01_p0.75A_implicit_min,17.593446731567383,75.17567443847656,367.16552734375,-542.1570472717285,-1508.0990753173828,-1590.3221974372864
survivor_1404_basin_1428_nma_bh_candidate_2269_gencluster_189_conf_027155_implicit_min_hop_003_mode02_m0.75A_implicit_min,16.60839080810547,65.79744720458984,385.14276123046875,-474.7064208984375,-1562.484275817871,-1569.6423738151789
survivor_1405_basin_1429_explore_r01_hit_0030_conf_008845_implicit_min,20.954532623291016,87.43218994140625,396.3879089355469,-352.18196868896484,-1701.9170446395874,-1549.3238344192505
survivor_1406_basin_1430_candidate_1343_gencluster_1343_conf_107820_implicit_min,21.38858413696289,89.4398193359375,349.1510009765625,-495.2042655944824,-1532.035855293274,-1567.2606801986694
survivor_1407_basin_1431_explore_r03_hit_0075_conf_024583_implicit_min,19.061359405517578,74.20329284667969,367.8275146484375,-677.2757167816162,-1401.2187538146973,-1617.4019854068756
survivor_1408_basin_1432_candidate_2422_gencluster_384_conf_164423_implicit_min,19.985652923583984,88.46691131591797,364.2709655761719,-664.9864749908447,-1420.8262519836426,-1613.0898962020874
survivor_1409_basin_1433_candidate_1414_gencluster_1414_conf_114701_implicit_min,20.368392944335938,73.14167785644531,364.3863220214844,-849.244384765625,-1223.5007057189941,-1614.8491716384888
survivor_140_basin_143_nma_bh_candidate_323_gencluster_323_conf_140845_implicit_min_hop_003_mode02_m1.35A_implicit_min,18.27752113342285,78.54312896728516,375.38189697265625,-651.863823890686,-1407.0296239852905,-1586.6905292868614
survivor_1410_basin_1434_candidate_1934_gencluster_1934_conf_143876_implicit_min,16.84581756591797,66.12271118164062,370.7460632324219,-443.317195892334,-1596.577579498291,-1586.180087029934
survivor_1411_basin_1435_candidate_1224_gencluster_1224_conf_062801_implicit_min,20.364681243896484,78.88499450683594,386.67388916015625,-355.44877529144287,-1697.7135262489319,-1567.2383521199226
survivor_1412_basin_1436_candidate_1804_gencluster_1804_conf_084214_implicit_min,17.496532440185547,63.71443557739258,347.6607666015625,-432.354190826416,-1619.3035907745361,-1622.7858231067657
survivor_1413_basin_1438_nma_bh_candidate_1228_gencluster_1228_conf_073136_implicit_min_hop_000_mode01_p1.35A_implicit_min,17.67525863647461,69.79264831542969,360.6703186035156,-465.1913471221924,-1582.8694410324097,-1599.922155380249
survivor_1414_basin_1439_candidate_2601_gencluster_630_conf_130059_implicit_min,19.168235778808594,70.88102722167969,357.27984619140625,-382.3233757019043,-1658.0869250297546,-1593.0817717015743
survivor_1415_basin_1440_candidate_2336_gencluster_273_conf_054352_implicit_min,15.268549919128418,59.006431579589844,371.6947021484375,-428.8396301269531,-1602.9177975654602,-1585.7869756519794
survivor_1416_basin_1441_candidate_2655_gencluster_706_conf_185651_implicit_min,19.981210708618164,85.94518280029297,353.6006774902344,-580.6948757171631,-1464.9788703918457,-1586.1466605961323
survivor_1417_basin_1442_nma_bh_candidate_2457_gencluster_433_conf_149315_implicit_min_hop_002_mode02_m1.35A_implicit_min,17.288368225097656,72.38738250732422,368.9114685058594,-357.8482275009155,-1706.3728013038635,-1605.634158372879
survivor_1418_basin_1443_candidate_2558_gencluster_568_conf_132971_implicit_min,20.265775680541992,88.56918334960938,359.4346618652344,-447.7057113647461,-1641.3838200569153,-1620.8193289637566
survivor_1419_basin_1444_candidate_2193_gencluster_096_conf_115556_implicit_min,17.356840133666992,61.298011779785156,370.49066162109375,-506.2096633911133,-1544.3030767440796,-1601.3672446906567
survivor_141_basin_144_candidate_530_gencluster_530_conf_170713_implicit_min,18.139272689819336,70.45426940917969,370.8729248046875,-419.03132009506226,-1632.2600955963135,-1591.8242684602737
survivor_1420_basin_1445_explore_r05_hit_0019_conf_014878_implicit_min,18.246135711669922,91.576171875,374.08770751953125,-327.15517711639404,-1708.7801184654236,-1552.0252692252398
survivor_1421_basin_1446_candidate_2416_gencluster_378_conf_153860_implicit_min,18.5498104095459,64.43264770507812,357.98492431640625,-510.5284414291382,-1537.2102451324463,-1606.7710101604462
survivor_1422_basin_1447_candidate_2031_gencluster_2031_conf_032474_implicit_min,22.840330123901367,104.22979736328125,361.0554504394531,-465.5992088317871,-1575.385892868042,-1552.859168767929
survivor_1423_basin_1448_candidate_1928_gencluster_1928_conf_064283_implicit_min,16.348482131958008,66.17243957519531,374.63031005859375,-525.8904180526733,-1500.6663103103638,-1569.4047261178493
survivor_1424_basin_1449_candidate_1438_gencluster_1438_conf_177724_implicit_min,18.976917266845703,71.81977081298828,363.723388671875,-440.8214063644409,-1586.9801225662231,-1573.2818149030209
survivor_1425_basin_1450_nma_bh_candidate_1614_gencluster_1614_conf_058900_implicit_min_hop_002_mode02_p1.35A_implicit_min,16.399883270263672,74.58427429199219,378.37774658203125,-763.3238000869751,-1359.756356716156,-1653.7178676128387
survivor_1426_basin_1451_candidate_2552_gencluster_560_conf_124916_implicit_min,18.835224151611328,72.2941665649414,364.65362548828125,-419.10111904144287,-1621.1080656051636,-1584.425388097763
survivor_1427_basin_1452_nma_bh_candidate_794_gencluster_794_conf_015756_implicit_min_hop_001_mode02_p1.35A_implicit_min,18.254743576049805,83.01570129394531,361.48284912109375,-524.5077862739563,-1509.1745710372925,-1570.9291777610779
survivor_1428_basin_1453_nma_bh_candidate_720_gencluster_720_conf_069593_implicit_min_hop_001_mode01_m1.35A_implicit_min,16.567060470581055,59.12016296386719,365.0835876464844,-397.0697889328003,-1624.2389121055603,-1580.5389200598001
survivor_1429_basin_1454_candidate_2549_gencluster_556_conf_186197_implicit_min,16.528390884399414,64.41522216796875,367.2668151855469,-340.4036045074463,-1701.1866402626038,-1593.3797471523285
survivor_142_basin_145_nma_bh_candidate_1168_gencluster_1168_conf_154905_implicit_min_hop_000_mode02_m0.75A_implicit_min,16.692855834960938,68.88814544677734,365.5311279296875,-629.433084487915,-1447.6198348999023,-1625.9409205913544
survivor_1430_basin_1456_candidate_1818_gencluster_1818_conf_004937_implicit_min,17.505369186401367,65.82997131347656,366.89532470703125,-320.3270082473755,-1744.6432647705078,-1614.7395085394382
survivor_1431_basin_1457_candidate_186_gencluster_186_conf_018601_implicit_min,17.01889991760254,66.24319458007812,361.4784851074219,-395.09312915802,-1641.874270439148,-1592.2270838171244
survivor_1432_basin_1458_candidate_1480_gencluster_1480_conf_149343_implicit_min,18.236719131469727,70.41897583007812,366.674560546875,-533.3347415924072,-1523.2474927902222,-1601.2521563768387
survivor_1433_basin_1459_candidate_987_gencluster_987_conf_001895_implicit_min,18.283340454101562,72.23884582519531,364.12835693359375,-478.4090995788574,-1566.628252029419,-1590.3871857225895
survivor_1434_basin_1460_candidate_2402_gencluster_361_conf_150756_implicit_min,20.227510452270508,80.27996063232422,362.9310607910156,-521.4071025848389,-1559.2656087875366,-1617.2339638471603
survivor_1435_basin_1461_candidate_2852_gencluster_955_conf_158092_implicit_min,22.3890323638916,85.46542358398438,362.25360107421875,-469.7211380004883,-1591.0834412574768,-1590.6966359615326
survivor_1436_basin_1462_candidate_727_gencluster_727_conf_000767_implicit_min,19.878679275512695,76.95697021484375,376.9774475097656,-447.0139636993408,-1585.539849281311,-1558.7404280900955
survivor_1437_basin_1463_candidate_1833_gencluster_1833_conf_004385_implicit_min,15.985601425170898,56.584197998046875,383.5845947265625,-414.3127841949463,-1615.7914896011353,-1573.9501242041588
survivor_1438_basin_1464_nma_bh_candidate_2328_gencluster_260_conf_086582_implicit_min_hop_003_mode02_m1.35A_implicit_min,17.173341751098633,76.490234375,375.9675598144531,-604.9358410835266,-1481.3714599609375,-1616.6769267618656
survivor_1439_basin_1465_explore_r01_hit_0047_conf_032469_implicit_min,20.066965103149414,73.53390502929688,368.7419128417969,-397.25867462158203,-1657.7988576889038,-1592.714325428009
survivor_143_basin_146_nma_bh_candidate_366_gencluster_366_conf_085244_implicit_min_hop_001_mode02_p1.35A_implicit_min,20.117876052856445,87.46463775634766,370.1990661621094,-603.8226442337036,-1431.6543884277344,-1557.6951351165771
survivor_1440_basin_1466_candidate_1595_gencluster_1595_conf_028097_implicit_min,17.356401443481445,65.1092529296875,365.15203857421875,-583.5411605834961,-1515.8420906066895,-1651.7655839920044
survivor_1441_basin_1467_candidate_971_gencluster_971_conf_022416_implicit_min,17.62049102783203,62.18391036987305,355.77667236328125,-208.58146476745605,-1850.2175078392029,-1623.2181259393692
survivor_1442_basin_1468_candidate_1914_gencluster_1914_conf_189127_implicit_min,16.972585678100586,65.41917419433594,364.2591247558594,-409.600998878479,-1614.4680724143982,-1577.4184336662292
survivor_1443_basin_1469_nma_bh_candidate_1168_gencluster_1168_conf_154905_implicit_min_hop_002_mode01_m0.75A_implicit_min,17.82564353942871,72.21743774414062,374.8310241699219,-501.02777099609375,-1571.3694610595703,-1607.5240533351898
survivor_1444_basin_1470_candidate_2220_gencluster_133_conf_109959_implicit_min,15.917045593261719,54.83335876464844,383.26324462890625,-437.3322925567627,-1590.3926801681519,-1573.7103777378798
survivor_1445_basin_1471_candidate_977_gencluster_977_conf_177743_implicit_min,18.386398315429688,81.49488067626953,367.978515625,-452.00954246520996,-1608.2779846191406,-1592.4277702569962
survivor_1446_basin_1472_candidate_2339_gencluster_276_conf_175202_implicit_min,20.784996032714844,71.144287109375,355.18804931640625,-723.4562835693359,-1337.0109748840332,-1613.3504104614258
survivor_1447_basin_1473_candidate_2280_gencluster_200_conf_094414_implicit_min,18.75951385498047,66.80488586425781,381.6661376953125,-699.1076030731201,-1412.5190963745117,-1644.3964378237724
survivor_1448_basin_1474_candidate_1087_gencluster_1087_conf_078337_implicit_min,17.091175079345703,62.80588912963867,400.9605407714844,-692.5724153518677,-1403.4313535690308,-1615.1463891863823
survivor_1449_basin_1475_candidate_2281_gencluster_201_conf_155743_implicit_min,17.676050186157227,68.86029052734375,384.1443786621094,-530.000883102417,-1527.8465023040771,-1587.167264699936
survivor_144_basin_147_candidate_110_gencluster_110_conf_007194_implicit_min,18.704444885253906,76.10332489013672,367.4405517578125,-527.8765258789062,-1503.7250061035156,-1569.3531057834625
survivor_1450_basin_1476_explore_r02_hit_0089_conf_016568_implicit_min,17.555959701538086,66.53627014160156,371.6343078613281,-887.574857711792,-1222.1639080047607,-1654.012589752674
survivor_1451_basin_1477_candidate_2689_gencluster_758_conf_106904_implicit_min,16.67225456237793,64.84620666503906,354.745849609375,-450.78085231781006,-1595.1654090881348,-1609.6817827224731
survivor_1452_basin_1478_candidate_1454_gencluster_1454_conf_015629_implicit_min,22.037609100341797,101.19561004638672,405.65869140625,-561.4320030212402,-1485.1764545440674,-1517.716899126768
survivor_1453_basin_1479_candidate_1664_gencluster_1664_conf_062700_implicit_min,16.33203125,64.53748321533203,376.0691223144531,-678.2077770233154,-1350.8570728302002,-1572.126045703888
survivor_1454_basin_1480_nma_bh_candidate_1143_gencluster_1143_conf_019885_implicit_min_hop_003_mode02_p0.75A_implicit_min,20.04804801940918,74.69185638427734,377.7369079589844,-534.657130241394,-1491.5438508987427,-1553.7240800857544
survivor_1455_basin_1481_nma_bh_candidate_2328_gencluster_260_conf_086582_implicit_min_hop_002_mode02_p1.35A_implicit_min,17.697057723999023,78.47567749023438,369.39776611328125,-628.00989818573,-1484.9982886314392,-1647.4380437284708
survivor_1456_basin_1482_nma_bh_candidate_181_gencluster_181_conf_004749_implicit_min_hop_001_mode02_m0.75A_implicit_min,16.434545516967773,62.71246337890625,348.199462890625,-477.11957263946533,-1559.6843528747559,-1609.4570977389812
survivor_1457_basin_1483_candidate_2354_gencluster_292_conf_053644_implicit_min,17.783964157104492,70.810302734375,392.8062744140625,-301.4721050262451,-1743.4886445999146,-1563.5603148043156
survivor_1458_basin_1484_nma_bh_candidate_1632_gencluster_1632_conf_108386_implicit_min_hop_003_mode01_m1.35A_implicit_min,21.55462074279785,89.52182006835938,358.1072998046875,-535.2864451408386,-1516.5438823699951,-1582.6466088294983
survivor_1459_basin_1485_candidate_163_gencluster_163_conf_097427_implicit_min,19.814678192138672,77.5380859375,373.28546142578125,-454.67432022094727,-1585.717679977417,-1569.7538341879845
survivor_145_basin_148_nma_bh_candidate_1143_gencluster_1143_conf_019885_implicit_min_hop_003_mode02_p1.35A_implicit_min,17.89628791809082,71.0498275756836,374.961669921875,-541.3848257064819,-1492.7983355522156,-1570.2760362625122
survivor_1460_basin_1486_nma_bh_candidate_1744_gencluster_1744_conf_080354_implicit_min_hop_003_mode01_p0.75A_implicit_min,17.278135299682617,71.69416809082031,358.70123291015625,-551.6389713287354,-1494.0929164886475,-1598.0583539009094
