step,replica,window,cv_A,rg_A,umbrella_mbar_weight,gamd_exponential_weight
1010750,47,47,0.664066731929779,6.152104018028308,2.46091686198673e-10,1.1758520011244258e-13
1010750,48,44,0.7171081304550171,6.21809136048872,6.58989130351749e-07,3.812949978095632e-11
1010750,49,49,0.7177422046661377,6.075358911234158,2.2231153566203232e-07,5.390613706890699e-10
1010750,50,50,0.7028218507766724,6.2396298205150575,1.9735646717322856e-08,8.171037320277415e-11
1010750,51,51,0.6950307488441467,6.104690754508829,7.539199729854806e-09,9.41176009681503e-10
1010750,52,52,0.7720428705215454,5.947303956918034,6.520892989396337e-07,3.7730271465647907e-11
1010750,53,56,0.8340392112731934,5.59844740324869,8.532403491691299e-07,4.936898987906202e-11
1010750,54,54,0.8047360777854919,5.92073704854775,4.941727117231932e-10,1.8880170765532994e-13
1010750,55,59,0.7508924007415771,5.831346426475999,2.363738403914699e-09,7.697450446635962e-13
1010750,56,53,0.8314816951751709,5.959729089508208,9.793085171777132e-08,1.0133197314916775e-10
1010750,57,60,0.8464081287384033,6.019867291716948,1.0289120799347114e-07,5.953345983954706e-12
1010750,58,58,0.8443166613578796,5.812552567513171,1.5828235969157643e-09,8.452336881706176e-13
1010750,59,55,0.8299480080604553,5.85607924022465,5.755628499301274e-10,3.308469104931344e-13
1010750,60,61,0.9097083210945129,5.330034372212649,1.0494648984173803e-09,1.030741586991165e-13
1010750,61,63,0.8981057405471802,5.519797389252399,1.7966142193447913e-09,1.5755421882632046e-12
1010750,62,57,0.912056565284729,5.3449781024732035,3.034980284518643e-09,4.665625885033006e-13
1010750,63,62,0.9338148236274719,5.2865883235256605,7.023361077443362e-09,1.3971434173374226e-11
1011000,0,8,0.19180336594581604,8.287054634670637,6.591561079308448e-07,3.813916120217303e-11
1011000,1,5,0.1303209811449051,8.868011631312845,3.1626757819071996e-07,4.8521500040995005e-09
1011000,2,4,0.17283134162425995,8.567383809491327,1.0552490147892657e-06,6.105733042483531e-11
1011000,3,1,0.09043563157320023,8.92838547554765,1.336461895726141e-06,1.1196153141821238e-07
1011000,4,9,0.18900859355926514,8.379439780780372,4.736104442661884e-08,5.979868652814503e-11
1011000,5,6,0.14798825979232788,8.164753334715918,1.704964466409998e-10,7.293545566360355e-14
1011000,6,7,0.15709087252616882,8.433016752361235,5.658569280538193e-10,5.853414917732895e-11
1011000,7,3,0.16224385797977448,8.402898161774791,1.3648019916719716e-11,7.010814222230843e-15
1011000,8,2,0.16269893944263458,8.76926869834153,6.17350356980833e-10,4.744483217877824e-12
1011000,9,0,0.15040241181850433,8.895245658852724,1.0272037921115012e-06,5.943461729847793e-11
1011000,10,11,0.1546860933303833,8.694888665691996,1.8097947782724005e-10,2.224683988318568e-12
1011000,11,10,0.17723484337329865,8.389607315593917,2.486959341655185e-09,1.2666739020495793e-10
1011000,12,12,0.2738751769065857,7.153293357179234,2.5901378990454845e-09,1.498669066082859e-13
1011000,13,17,0.33181053400039673,7.368220981845788,9.723908498987283e-08,2.0570454804002413e-10
1011000,14,14,0.29509833455085754,7.344163110948672,1.6685736422017455e-10,1.957485708402716e-13
1011000,15,15,0.24132484197616577,7.869872806121792,1.409516668076647e-11,5.255534722710784e-15
1011000,16,20,0.3554750978946686,7.323617950750348,4.6361002916121886e-07,2.6824749743468767e-11
1011000,17,13,0.3121185302734375,7.617818875461754,5.844190940698926e-08,7.977877711592603e-11
1011000,18,18,0.32288163900375366,7.655297123687953,1.2039325191759653e-07,1.5485902971289626e-06
1011000,19,26,0.3591062128543854,7.384431923056719,1.0630935055714903e-08,3.45366065241585e-10
1011000,20,21,0.3420035243034363,7.465072816623221,4.793714790040357e-08,5.4217659795277414e-11
1011000,21,16,0.31689056754112244,7.906021750807245,1.9154852499792983e-06,1.1083110639552712e-10
1011000,22,23,0.373663991689682,7.964770313793087,1.3843250978413266e-09,4.5482151496530926e-11
1011000,23,19,0.3413160443305969,7.811108557996808,4.4379610955985395e-09,6.064968781599596e-09
1011000,24,29,0.42611923813819885,7.304985972470904,1.6914999030794912e-07,5.98717592068293e-10
1011000,25,24,0.3620569109916687,7.641006620674361,1.0103536652653924e-06,5.845965902026629e-11
1011000,26,22,0.34435591101646423,7.77902946287565,7.932061687607477e-10,1.333024905339729e-12
1011000,27,31,0.4377173185348511,6.884099618588948,1.0398781161355466e-07,5.396322348881953e-05
1011000,28,32,0.4875122904777527,6.404455640022766,1.2022592928259434e-06,6.956343182472623e-11
1011000,29,25,0.4186844527721405,6.960610508162706,3.576250047176695e-07,1.1807338916536936e-09
1011000,30,30,0.4337264895439148,6.9054741919802956,3.471236184481482e-11,5.3661951396110675e-15
1011000,31,27,0.3839179575443268,7.092886842708793,7.73983583538319e-09,1.515388629007026e-08
1011000,32,28,0.4592469036579132,6.597181905563931,1.3727614072073864e-06,7.94287847319731e-11
1011000,33,33,0.497798353433609,7.164786887936097,1.1301218534255004e-06,3.229797398604249e-08
1011000,34,34,0.5271536111831665,6.7837861042404155,1.5747572045226665e-08,3.069657216514332e-10
1011000,35,35,0.5006060004234314,6.891349254888589,2.3259481391737485e-09,1.441859665136454e-10
1011000,36,52,0.689902126789093,6.235483496348212,4.582559812455239e-07,2.651496137302976e-11
1011000,37,37,0.5540450811386108,6.719155492689798,1.6150619648970078e-06,4.772792539218475e-08
1011000,38,42,0.6138766407966614,6.349225074653471,1.921086337843229e-09,2.9884176424962635e-12
1011000,39,38,0.5580213665962219,6.633380237846294,7.419761247660819e-09,2.0399801335937463e-11
1011000,40,36,0.6025949120521545,6.353945272125159,1.1626783562947508e-07,6.727325549057232e-12
1011000,41,39,0.6029499173164368,6.455948282593912,3.364998787531599e-11,4.450617528999395e-15
1011000,42,43,0.6247431635856628,6.520371786887148,4.498441713319361e-09,4.912581746228129e-10
1011000,43,41,0.6008374094963074,6.5753617952835075,5.640832622139143e-07,4.815792661212968e-09
1011000,44,45,0.6753518581390381,6.08953663942412,1.593071082515496e-07,2.7395181618032096e-10
1011000,45,46,0.6170031428337097,6.337401168677948,3.656787668392746e-08,6.699363297335452e-10
1011000,46,40,0.6036103367805481,6.183751460172298,3.021745628109496e-07,1.7483998439186236e-11
1011000,47,50,0.6856773495674133,6.152104018028308,9.021393376648896e-09,2.6949370714710677e-11
1011000,48,44,0.6647116541862488,6.21809136048872,4.901435714410248e-07,2.8359996150349353e-11
1011000,49,49,0.7331719398498535,6.075358911234158,8.24648194707999e-07,1.1269677197539805e-08
1011000,50,47,0.6676352024078369,6.2396298205150575,2.5874928014529078e-09,1.1248289885854321e-11
1011000,51,51,0.6681311726570129,6.104690754508829,7.1768080363722296e-09,1.0470617926739614e-10
1011000,52,48,0.719579815864563,5.947303956918034,1.839289595255412e-06,1.064223808698823e-10
1011000,53,56,0.8281314373016357,5.59844740324869,9.824571135943385e-07,5.684554808604944e-11
1011000,54,54,0.8030627369880676,5.92073704854775,1.5724577772606398e-09,6.000238224964244e-13
1011000,55,55,0.7464009523391724,5.831346426475999,2.1308520340704615e-08,1.0259472463540347e-09
1011000,56,53,0.8290736079216003,5.959729089508208,1.700596403757093e-08,7.101574773848511e-12
1011000,57,57,0.8219671249389648,6.019867291716948,3.198867988950959e-08,9.66235931939087e-12
1011000,58,58,0.8299058079719543,5.812552567513171,2.176131837812724e-09,7.014945929027827e-12
1011000,59,59,0.8173872828483582,5.85607924022465,8.526574480281643e-10,5.717765904484656e-13
1011000,60,63,0.900007426738739,5.330034372212649,7.697673231619092e-10,2.284918136725167e-13
1011000,61,61,0.8840101361274719,5.519797389252399,1.9739769123388546e-08,1.278176733396621e-11
1011000,62,60,0.915905773639679,5.3449781024732035,8.168217863421405e-08,4.726179035273101e-12
1011000,63,62,0.9105107188224792,5.2865883235256605,1.455501977257785e-09,6.869552933200715e-13
1011250,0,8,0.1985214501619339,8.287054634670637,1.2757423555351316e-06,7.381520517640265e-11
1011250,1,0,0.11297784745693207,8.868011631312845,1.4102080279142584e-06,8.159546829362473e-11
1011250,2,4,0.1759125143289566,8.567383809491327,2.3764171318833375e-07,1.3750089695901449e-11
1011250,3,5,0.11457666754722595,8.92838547554765,3.982339925490398e-08,8.33591292513813e-11
1011250,4,10,0.20945370197296143,8.379439780780372,7.1973116872002965e-09,1.2313706547342388e-10
1011250,5,2,0.14207175374031067,8.164753334715918,3.0542131389055515e-10,3.9241475074056617e-13
1011250,6,6,0.18342037498950958,8.433016752361235,8.074646885231747e-10,3.7711273578472565e-13
1011250,7,3,0.16763490438461304,8.402898161774791,3.444686757863608e-11,2.6955263726587222e-14
1011250,8,7,0.16787774860858917,8.76926869834153,1.5966210457190065e-09,5.3259097503298264e-11
1011250,9,1,0.16483692824840546,8.895245658852724,4.002854057129074e-08,6.133323536140083e-11
1011250,10,11,0.17668773233890533,8.694888665691996,1.77331358409546e-09,2.76933251754978e-10
1011250,11,9,0.17196176946163177,8.389607315593917,5.567883129938257e-08,9.486336694526158e-11
1011250,12,18,0.26548099517822266,7.153293357179234,3.0550000379492316e-09,1.3695916552614337e-11
1011250,13,12,0.33553841710090637,7.368220981845788,2.3010476818748406e-07,1.331399761255315e-11
1011250,14,15,0.28964975476264954,7.344163110948672,1.0793140100429468e-10,1.2544434282749854e-12
1011250,15,14,0.2504625916481018,7.869872806121792,5.174128120898578e-09,2.46194355816513e-11
1011250,16,24,0.37191131711006165,7.323617950750348,1.9605684533377758e-07,1.1343964713377035e-11
1011250,17,17,0.3304404020309448,7.617818875461754,3.8857056891325143e-07,4.4995594400528065e-09
1011250,18,22,0.3414539098739624,7.655297123687953,1.6532963902596632e-08,1.3668852212077141e-09
1011250,19,26,0.38034388422966003,7.384431923056719,2.330746606107033e-07,1.0609206487105112e-06
1011250,20,21,0.32956087589263916,7.465072816623221,8.931524525661924e-07,9.249793809615232e-08
1011250,21,16,0.3156822919845581,7.906021750807245,4.159927482022074e-07,2.406958578055601e-11
1011250,22,19,0.35345858335494995,7.964770313793087,6.734226224679211e-08,1.144773543036431e-05
1011250,23,13,0.32442358136177063,7.811108557996808,1.4515788754908458e-07,3.850676604493598e-10
1011250,24,29,0.43092674016952515,7.304985972470904,3.205074572764115e-07,1.386965696326372e-09
1011250,25,20,0.34871622920036316,7.641006620674361,9.229041825953603e-07,5.3399780371688594e-11
1011250,26,23,0.34192439913749695,7.77902946287565,4.486071933227038e-09,2.897046585123604e-10
1011250,27,30,0.4457663297653198,6.884099618588948,2.5949448637920376e-07,7.024466615632005e-07
1011250,28,32,0.4954591989517212,6.404455640022766,1.4112058620157968e-06,8.165320356330305e-11
1011250,29,25,0.39187750220298767,6.960610508162706,1.7559184605164513e-07,1.0255750459441328e-09
1011250,30,34,0.5042322874069214,6.9054741919802956,4.382238106818585e-09,8.908357777670909e-12
1011250,31,27,0.42768967151641846,7.092886842708793,9.839311117981303e-10,7.678828520502796e-12
1011250,32,33,0.4648047685623169,6.597181905563931,8.547761948526661e-07,1.881080378048039e-08
1011250,33,28,0.501521110534668,7.164786887936097,1.6096318050562174e-06,9.313424566737753e-11
1011250,34,31,0.503975510597229,6.7837861042404155,6.236977139012095e-10,1.6744177543211355e-12
1011250,35,35,0.4859151542186737,6.891349254888589,1.4185835214690335e-09,1.7773402247523766e-12
1011250,36,52,0.6971931457519531,6.235483496348212,1.0831194732329102e-06,6.266993158952363e-11
1011250,37,37,0.5611273050308228,6.719155492689798,1.8004235253333257e-07,4.6139578902181673e-10
1011250,38,43,0.600654661655426,6.349225074653471,9.643333021568697e-10,4.145903363313611e-12
1011250,39,38,0.543415904045105,6.633380237846294,3.116719473392483e-10,2.4182536473104247e-13
1011250,40,36,0.6331790685653687,6.353945272125159,1.139269013502894e-06,6.591877710884557e-11
1011250,41,39,0.6014208197593689,6.455948282593912,6.340995184008434e-11,1.333818151732109e-14
1011250,42,42,0.637395977973938,6.520371786887148,2.7535440744791752e-08,9.652259272275092e-10
1011250,43,44,0.6243184804916382,6.5753617952835075,1.5826721776168038e-06,9.15743457218396e-11
1011250,44,49,0.6889236569404602,6.08953663942412,1.37697673148695e-07,3.176008423723829e-10
1011250,45,46,0.6545825600624084,6.337401168677948,3.5372935193410657e-09,2.6824438521535393e-11
1011250,46,41,0.6101810932159424,6.183751460172298,7.689780265634414e-08,5.179538904132816e-11
1011250,47,50,0.6586774587631226,6.152104018028308,1.807093913152927e-08,1.7544398907078318e-10
1011250,48,40,0.6428356170654297,6.21809136048872,1.329127896154611e-06,7.69041240456261e-11
1011250,49,45,0.7070651054382324,6.075358911234158,4.79798908221242e-07,8.197033995971209e-10
1011250,50,47,0.6886025667190552,6.2396298205150575,2.228036537182833e-10,3.0695940164943166e-13
1011250,51,51,0.6786184906959534,6.104690754508829,3.1934402314720974e-09,3.9727559058196836e-11
1011250,52,48,0.7004876732826233,5.947303956918034,1.6618084286408022e-06,9.615321588389333e-11
1011250,53,60,0.8459275960922241,5.59844740324869,3.5032039172935367e-07,2.026974449878868e-11
1011250,54,54,0.7606500387191772,5.92073704854775,1.0265062300472535e-08,6.827493649413635e-11
1011250,55,53,0.8038954734802246,5.831346426475999,1.6513321138966046e-07,1.52285302682314e-10
1011250,56,57,0.8473678231239319,5.959729089508208,1.2456955795394877e-07,1.0598133284853273e-10
1011250,57,59,0.8398171663284302,6.019867291716948,2.95732377382577e-08,6.321428091477271e-10
1011250,58,61,0.8260923027992249,5.812552567513171,1.292541733222468e-07,1.667515611041543e-10
1011250,59,55,0.832937479019165,5.85607924022465,7.244198146880877e-09,2.791685870050527e-11
1011250,60,62,0.8933896422386169,5.330034372212649,1.588444031114441e-09,4.386244994710581e-13
1011250,61,56,0.8850234150886536,5.519797389252399,4.71711706124046e-08,2.7293517551239146e-12
1011250,62,58,0.9080030918121338,5.3449781024732035,3.382628797394722e-08,5.471229910602648e-11
1011250,63,63,0.9231002926826477,5.2865883235256605,3.46214623308809e-09,7.963161760366973e-13
1011500,0,8,0.2071370780467987,8.287054634670637,1.5940978511356992e-06,9.223544193097334e-11
1011500,1,0,0.12624584138393402,8.868011631312845,1.0279165925141613e-06,5.947586035021452e-11
1011500,2,4,0.16784875094890594,8.567383809491327,7.397563201628446e-07,4.280273702322581e-11
1011500,3,5,0.0951898992061615,8.92838547554765,1.2093673918245739e-06,2.0717830924683351e-07
1011500,4,10,0.19654208421707153,8.379439780780372,6.999092049164268e-11,7.77887107751555e-14
1011500,5,2,0.14882361888885498,8.164753334715918,4.464422944096467e-10,1.2675807096793038e-12
1011500,6,6,0.17362412810325623,8.433016752361235,2.057652684701732e-11,7.88124151069183e-15
1011500,7,3,0.16623882949352264,8.402898161774791,3.8303499679380443e-10,4.779841890521085e-12
1011500,8,7,0.17876259982585907,8.76926869834153,2.493196132451645e-10,2.3284015134576134e-13
1011500,9,1,0.16763651371002197,8.895245658852724,2.3813641979568218e-07,1.6929196210983676e-09
1011500,10,11,0.18273116648197174,8.694888665691996,6.421326663246468e-11,1.938794578904866e-13
1011500,11,9,0.18572880327701569,8.389607315593917,6.124947015808e-08,1.8129483327734313e-10
1011500,12,18,0.3137505054473877,7.153293357179234,4.09104126123989e-10,6.230282252177655e-13
1011500,13,12,0.32575422525405884,7.368220981845788,3.1688454563170053e-07,1.833512672174575e-11
1011500,14,15,0.30559593439102173,7.344163110948672,2.8817712270800138e-11,1.0974594105843494e-14
1011500,15,14,0.23977133631706238,7.869872806121792,1.1014927522076277e-08,4.3835420338580936e-10
1011500,16,24,0.37922537326812744,7.323617950750348,5.767961018431109e-07,3.3373762670628775e-11
1011500,17,17,0.3324713408946991,7.617818875461754,4.784700550510216e-07,3.3077634459778926e-09
1011500,18,22,0.3631533086299896,7.655297123687953,2.980312046348075e-08,3.0079690246201624e-09
1011500,19,26,0.3592187464237213,7.384431923056719,2.6158073304521148e-09,2.672723940854116e-11
1011500,20,21,0.34560027718544006,7.465072816623221,1.6691240452494956e-07,4.721824500779679e-10
1011500,21,16,0.32511991262435913,7.906021750807245,9.283571331934921e-07,5.3715291309670306e-11
1011500,22,19,0.3660987913608551,7.964770313793087,6.415294963668479e-08,1.8197801538969865e-06
1011500,23,13,0.2998438775539398,7.811108557996808,4.0621521679276425e-08,3.918508713464519e-11
1011500,24,29,0.41629528999328613,7.304985972470904,6.948206406271603e-07,2.272135603371528e-08
1011500,25,20,0.34515029191970825,7.641006620674361,6.996216768623688e-07,4.048052288880243e-11
1011500,26,23,0.3334265947341919,7.77902946287565,1.6866127583486184e-08,2.1419163349538674e-08
1011500,27,30,0.4641369581222534,6.884099618588948,5.818243003796165e-07,2.3063705410238586e-05
1011500,28,32,0.5097681879997253,6.404455640022766,7.35745793227824e-07,4.2570685569192327e-11
1011500,29,25,0.43079090118408203,6.960610508162706,8.874235558248241e-07,3.6762610833325444e-08
1011500,30,34,0.5324979424476624,6.9054741919802956,7.207829047080742e-08,3.3892784695836495e-09
1011500,31,27,0.41968053579330444,7.092886842708793,4.324348768937257e-09,9.647418885416356e-11
1011500,32,33,0.5155575275421143,6.597181905563931,4.10990110720199e-08,2.748888410105132e-11
1011500,33,28,0.5000302195549011,7.164786887936097,2.047567365314994e-06,1.1847345549629678e-10
1011500,34,31,0.5014382600784302,6.7837861042404155,1.956768558019632e-09,2.301672993897807e-10
1011500,35,35,0.5126420855522156,6.891349254888589,4.664997519739933e-10,2.3036883174188038e-12
1011500,36,52,0.6994516849517822,6.235483496348212,1.6540079823540103e-06,9.570187746071637e-11
1011500,37,37,0.5822871327400208,6.719155492689798,1.8386142064865168e-06,2.544674025408784e-07
1011500,38,43,0.6161695718765259,6.349225074653471,2.872719609732867e-10,9.546112898967349e-14
1011500,39,38,0.5770132541656494,6.633380237846294,5.023561547314022e-08,8.036424463101557e-09
1011500,40,36,0.6056540608406067,6.353945272125159,4.177842093692838e-07,2.417324078036033e-11
1011500,41,39,0.5766276121139526,6.455948282593912,1.6974179846334956e-09,5.684705366041182e-10
1011500,42,42,0.6326556205749512,6.520371786887148,6.568729360212823e-10,4.604487609541576e-13
1011500,43,44,0.6000036597251892,6.5753617952835075,2.954824654061414e-07,1.7096789736070583e-11
1011500,44,49,0.6692633628845215,6.08953663942412,5.491582746499902e-09,1.6899434660712977e-12
1011500,45,46,0.679694652557373,6.337401168677948,9.763877074668422e-08,1.787390056891567e-07
1011500,46,41,0.6115401983261108,6.183751460172298,2.587726393509977e-07,2.532084829418273e-10
1011500,47,50,0.7057287096977234,6.152104018028308,2.0616934575400708e-07,1.243590531377668e-07
1011500,48,40,0.6582885980606079,6.21809136048872,1.7459385092236537e-06,1.0102103196978752e-10
1011500,49,45,0.7131019234657288,6.075358911234158,1.1507665211319447e-06,2.8437495680396742e-08
1011500,50,47,0.6382580399513245,6.2396298205150575,2.1467041740536923e-09,6.981760010554259e-10
1011500,51,51,0.6965858936309814,6.104690754508829,1.0481279290365488e-08,1.7418913998466641e-10
1011500,52,48,0.7230761051177979,5.947303956918034,1.5468270807333437e-06,8.950032727325483e-11
1011500,53,60,0.8317090272903442,5.59844740324869,2.2263312215872675e-07,1.2881683766246127e-11
1011500,54,54,0.7814465761184692,5.92073704854775,1.9109258909098968e-07,2.918376314292289e-08
1011500,55,53,0.7697411775588989,5.831346426475999,6.825952528773538e-07,2.6102775381176327e-09
1011500,56,57,0.8306897282600403,5.959729089508208,9.762294513484743e-09,2.3823104447334182e-12
1011500,57,59,0.8143715262413025,6.019867291716948,2.1524746492840348e-08,2.199555259796028e-09
1011500,58,61,0.8254646062850952,5.812552567513171,1.0946527192131412e-07,1.429756504289261e-10
1011500,59,55,0.8447386026382446,5.85607924022465,5.02798387785698e-10,4.953878419870466e-13
1011500,60,62,0.9017317295074463,5.330034372212649,1.1196835450562561e-09,1.9741842894058873e-13
1011500,61,56,0.8878487944602966,5.519797389252399,2.4788411162229344e-08,1.434272091067681e-12
1011500,62,58,0.923044741153717,5.3449781024732035,6.97597554061344e-09,1.834063923748098e-12
1011500,63,63,0.9114492535591125,5.2865883235256605,3.616398538481074e-10,3.7985621634531487e-13
1011750,0,8,0.2110547572374344,8.12163592123959,9.073393934055276e-07,5.249919248841404e-11
1011750,1,0,0.10461454093456268,8.934708171020548,7.805085777633591e-07,4.516068668534374e-11
1011750,2,5,0.21202188730239868,8.72301011683876,4.2321039546251364e-08,2.0043327210351051e-10
