method,pca1_bin,pca2_bin,pca1_A,pca2_A,probability,pmf_kcal_mol,counts
umbrella_only,5,15,-9.78747665087382,-0.04113960266113281,0.0023380248055031184,0.6112388828414757,147
umbrella_only,5,16,-9.78747665087382,0.5420112609863281,0.0028037940410397147,0.5029360270279546,140
umbrella_only,5,17,-9.78747665087382,1.125162124633789,0.0021280846382590608,0.6673281970281737,130
umbrella_only,5,18,-9.78747665087382,1.70831298828125,0.0020676624046249478,0.6844998167780716,116
umbrella_only,5,19,-9.78747665087382,2.291463851928711,0.0017626945806601861,0.7796322801058846,122
umbrella_only,5,20,-9.78747665087382,2.874614715576172,0.001220818415944029,0.9986155422536092,100
umbrella_only,5,21,-9.78747665087382,3.457765579223633,0.0010137258670491465,1.1094353338138228,86
umbrella_only,5,22,-9.78747665087382,4.040916442871094,0.0003986035508142391,1.6659044818293132,83
umbrella_only,5,23,-9.78747665087382,4.624067306518555,0.0006597325138842068,1.3655183950127294,67
umbrella_only,5,24,-9.78747665087382,5.207218170166016,0.0003654817896175704,1.7176219860819795,60
umbrella_only,5,25,-9.78747665087382,5.790369033813477,0.00015691156515901936,2.221696667835906,32
umbrella_only,5,26,-9.78747665087382,6.3735198974609375,3.407839264407821e-05,3.132046164886693,13
umbrella_only,5,27,-9.78747665087382,6.956670761108398,1.6263226195942994e-08,7.691196878882456,1
umbrella_only,5,28,-9.78747665087382,7.539821624755859,1.5105908765963787e-07,6.362493744303011,1
umbrella_only,5,29,-9.78747665087382,8.12297248840332,0.0,,0
umbrella_only,6,0,-8.851899798711141,-8.788402557373047,0.0,,0
umbrella_only,6,1,-8.851899798711141,-8.205251693725586,0.0,,0
umbrella_only,6,2,-8.851899798711141,-7.622100830078125,0.0,,0
umbrella_only,6,3,-8.851899798711141,-7.038949966430664,0.0,,0
umbrella_only,6,4,-8.851899798711141,-6.455799102783203,0.0,,0
umbrella_only,6,5,-8.851899798711141,-5.872648239135742,0.0,,0
umbrella_only,6,6,-8.851899798711141,-5.289497375488281,0.0,,0
umbrella_only,6,7,-8.851899798711141,-4.70634651184082,3.7435871229044986e-05,3.076027374504782,2
umbrella_only,6,8,-8.851899798711141,-4.123195648193359,8.309522810339398e-06,3.973385536093373,4
umbrella_only,6,9,-8.851899798711141,-3.5400447845458984,0.0003120681300278836,1.8118124425993423,11
umbrella_only,6,10,-8.851899798711141,-2.9568939208984375,0.0002397301492874114,1.9690247122578506,21
umbrella_only,6,11,-8.851899798711141,-2.3737430572509766,0.001017082092733996,1.10746483374349,59
umbrella_only,6,12,-8.851899798711141,-1.7905921936035156,0.0012983303926703763,0.9619172495462331,79
umbrella_only,6,13,-8.851899798711141,-1.2074413299560547,0.0015017181010833424,0.8751574650157372,143
umbrella_only,6,14,-8.851899798711141,-0.6242904663085938,0.002541363291157645,0.5615224941146417,180
umbrella_only,6,15,-8.851899798711141,-0.04113960266113281,0.0037143381200691445,0.3352793892620749,214
umbrella_only,6,16,-8.851899798711141,0.5420112609863281,0.0027928144883263327,0.5052751552825425,179
umbrella_only,6,17,-8.851899798711141,1.125162124633789,0.0023219120825935576,0.6153616081005207,173
umbrella_only,6,18,-8.851899798711141,1.70831298828125,0.0025175544950881007,0.567133965847785,185
umbrella_only,6,19,-8.851899798711141,2.291463851928711,0.0020394801352348574,0.6926813888845795,148
umbrella_only,6,20,-8.851899798711141,2.874614715576172,0.0011941166904615556,1.011799485367748,131
umbrella_only,6,21,-8.851899798711141,3.457765579223633,0.0014464553704302185,0.8975098536213268,132
umbrella_only,6,22,-8.851899798711141,4.040916442871094,0.0008487230210192806,1.2153463106646263,123
umbrella_only,6,23,-8.851899798711141,4.624067306518555,0.0005989954259633684,1.423095954596731,105
umbrella_only,6,24,-8.851899798711141,5.207218170166016,0.00038864428460374563,1.6809890469948052,86
umbrella_only,6,25,-8.851899798711141,5.790369033813477,0.0002709874285438118,1.895960069658265,89
umbrella_only,6,26,-8.851899798711141,6.3735198974609375,0.0001944458701698224,2.0938370915431146,33
umbrella_only,6,27,-8.851899798711141,6.956670761108398,4.862661259160539e-05,2.9201064020726455,9
umbrella_only,6,28,-8.851899798711141,7.539821624755859,0.0,,0
umbrella_only,6,29,-8.851899798711141,8.12297248840332,0.0,,0
umbrella_only,7,0,-7.916322946548462,-8.788402557373047,0.0,,0
umbrella_only,7,1,-7.916322946548462,-8.205251693725586,0.0,,0
umbrella_only,7,2,-7.916322946548462,-7.622100830078125,0.0,,0
umbrella_only,7,3,-7.916322946548462,-7.038949966430664,0.0,,0
umbrella_only,7,4,-7.916322946548462,-6.455799102783203,0.0,,0
umbrella_only,7,5,-7.916322946548462,-5.872648239135742,0.0,,0
umbrella_only,7,6,-7.916322946548462,-5.289497375488281,4.844171821410515e-06,4.295089594687722,1
umbrella_only,7,7,-7.916322946548462,-4.70634651184082,0.0001093924862652604,2.4367559831445376,3
umbrella_only,7,8,-7.916322946548462,-4.123195648193359,0.0005582636069667662,1.4650792397411796,20
umbrella_only,7,9,-7.916322946548462,-3.5400447845458984,0.0012437254296562017,0.9875330306880166,52
umbrella_only,7,10,-7.916322946548462,-2.9568939208984375,0.000938137923805366,1.1556323606757606,77
umbrella_only,7,11,-7.916322946548462,-2.3737430572509766,0.002440038611973108,0.5857783900275164,121
umbrella_only,7,12,-7.916322946548462,-1.7905921936035156,0.00294666236734817,0.47330704147022296,144
umbrella_only,7,13,-7.916322946548462,-1.2074413299560547,0.0037137334954392832,0.3353764410438176,212
umbrella_only,7,14,-7.916322946548462,-0.6242904663085938,0.0037301297399914032,0.3327501644455322,245
umbrella_only,7,15,-7.916322946548462,-0.04113960266113281,0.0035082135034256168,0.36931636107548327,267
umbrella_only,7,16,-7.916322946548462,0.5420112609863281,0.0035747000152260696,0.3581238347365745,248
umbrella_only,7,17,-7.916322946548462,1.125162124633789,0.00302519400336357,0.4576267516067709,216
umbrella_only,7,18,-7.916322946548462,1.70831298828125,0.0024058684061156856,0.5941860178003995,239
umbrella_only,7,19,-7.916322946548462,2.291463851928711,0.002632319576630234,0.5405586259029729,195
umbrella_only,7,20,-7.916322946548462,2.874614715576172,0.0023888286638168096,0.5984233980385847,228
umbrella_only,7,21,-7.916322946548462,3.457765579223633,0.0015608776096924547,0.8521227590103884,203
umbrella_only,7,22,-7.916322946548462,4.040916442871094,0.0009601692646007071,1.141793902806444,203
umbrella_only,7,23,-7.916322946548462,4.624067306518555,0.0008980584904720706,1.1816618221279858,189
umbrella_only,7,24,-7.916322946548462,5.207218170166016,0.0011206254220421671,1.0496675298380427,164
umbrella_only,7,25,-7.916322946548462,5.790369033813477,0.0004699065279916042,1.5677963174575749,99
umbrella_only,7,26,-7.916322946548462,6.3735198974609375,6.780818827191173e-05,2.7218756272725995,49
umbrella_only,7,27,-7.916322946548462,6.956670761108398,0.00010366820316316603,2.4687977210952767,15
umbrella_only,7,28,-7.916322946548462,7.539821624755859,1.2135172495946613e-06,5.120327831516969,2
umbrella_only,7,29,-7.916322946548462,8.12297248840332,0.0,,0
umbrella_only,8,0,-6.980746094385783,-8.788402557373047,0.0,,0
umbrella_only,8,1,-6.980746094385783,-8.205251693725586,0.0,,0
umbrella_only,8,2,-6.980746094385783,-7.622100830078125,0.0,,0
umbrella_only,8,3,-6.980746094385783,-7.038949966430664,0.0,,0
umbrella_only,8,4,-6.980746094385783,-6.455799102783203,0.0,,0
umbrella_only,8,5,-6.980746094385783,-5.872648239135742,0.00015416451844873664,2.23222608835434,4
umbrella_only,8,6,-6.980746094385783,-5.289497375488281,0.00010806278331399798,2.4440469289304594,5
umbrella_only,8,7,-6.980746094385783,-4.70634651184082,0.0004531091736526181,1.5894970055278441,27
umbrella_only,8,8,-6.980746094385783,-4.123195648193359,0.0014881098338785956,0.8805843846658123,68
umbrella_only,8,9,-6.980746094385783,-3.5400447845458984,0.0014841177209730823,0.8821858398150422,115
umbrella_only,8,10,-6.980746094385783,-2.9568939208984375,0.0028991778749781426,0.4829922319923692,166
umbrella_only,8,11,-6.980746094385783,-2.3737430572509766,0.002638414389295598,0.5391798832275652,206
umbrella_only,8,12,-6.980746094385783,-1.7905921936035156,0.0032675614521520575,0.41168134675368817,236
umbrella_only,8,13,-6.980746094385783,-1.2074413299560547,0.004242293210449316,0.2560474829502928,306
umbrella_only,8,14,-6.980746094385783,-0.6242904663085938,0.004492198633383201,0.22192423639794967,301
umbrella_only,8,15,-6.980746094385783,-0.04113960266113281,0.004810819440996835,0.18107217974845335,364
umbrella_only,8,16,-6.980746094385783,0.5420112609863281,0.004248516630198311,0.2551735586479973,335
umbrella_only,8,17,-6.980746094385783,1.125162124633789,0.003189283135936775,0.4261369486598645,310
umbrella_only,8,18,-6.980746094385783,1.70831298828125,0.0024016210708542977,0.5952394147913753,286
umbrella_only,8,19,-6.980746094385783,2.291463851928711,0.002228861298100025,0.6397447196297517,280
umbrella_only,8,20,-6.980746094385783,2.874614715576172,0.0018208654124958548,0.7602759729882917,276
