method,bin,rg_A,probability,pmf_kcal_mol,counts,boost_mean_kj_mol,boost_var_kj2_mol2
gamd_cumulant2,0,5.052111104040872,0.0005179936700986103,2.9973252503143692,2497,5.605816835773381,51.26272184571713
gamd_cumulant2,1,5.24489284834767,0.004172968778962123,1.753482451477285,73331,5.210760489981791,43.3760646695372
gamd_cumulant2,2,5.437674592654467,0.020710985369937426,0.7984103047386031,232275,6.206070864237291,46.656445792668976
gamd_cumulant2,3,5.630456336961265,0.019768025861838935,0.8261905121714535,328741,5.710524028540212,43.89213456194807
gamd_cumulant2,4,5.823238081268062,0.02156317648212973,0.7743714046184851,383240,5.462438040682416,43.62843254902528
gamd_cumulant2,5,6.016019825574859,0.02412291787949977,0.7074968519810547,337341,5.210851902934213,45.511495180128705
gamd_cumulant2,6,6.208801569881657,0.03857502920047518,0.42763322229836276,315439,5.494925829746286,49.910528936151586
gamd_cumulant2,7,6.401583314188454,0.052514387962998114,0.24372817923533296,319829,5.647267567234018,52.2161963223762
gamd_cumulant2,8,6.594365058495252,0.06457563052935297,0.12047188592169422,315132,5.77332770189539,54.04179778695084
gamd_cumulant2,9,6.78714680280205,0.05948164059749848,0.16945810021339947,303205,5.645085735561323,53.96302983874679
gamd_cumulant2,10,6.979928547108847,0.05622548012857189,0.20302058889629104,294894,5.445315394869274,54.09446816253003
gamd_cumulant2,11,7.172710291415645,0.06679718989569323,0.10030738111985738,273840,5.654202669399345,56.21887900558357
gamd_cumulant2,12,7.3654920357224425,0.07903702846015068,0.0,254584,5.995579078792263,58.400605555172085
gamd_cumulant2,13,7.55827378002924,0.06285585423784072,0.13656408299305078,233294,5.7623800419609355,58.25640597361769
gamd_cumulant2,14,7.751055524336038,0.04403801923993157,0.34867274655494196,212923,5.386561117120863,57.20024415761735
gamd_cumulant2,15,7.943837268642835,0.042326942526791034,0.37229832705692023,202821,5.472966445704149,58.011918703365346
gamd_cumulant2,16,8.136619012949634,0.04025099414954097,0.4022787528068126,187454,5.583050362094405,58.98928306934137
gamd_cumulant2,17,8.32940075725643,0.040870876016928896,0.39316760292242403,174950,5.776022073555431,60.45116958233842
gamd_cumulant2,18,8.522182501563227,0.04057987999839199,0.39742738649656784,165266,5.834935321445954,61.151465209478054
gamd_cumulant2,19,8.714964245870025,0.04337280110563456,0.3577467936251131,147837,6.104666896742407,62.75527035214082
gamd_cumulant2,20,8.907745990176823,0.032247008177943105,0.5344533320346734,126028,5.831693406828289,61.82821523747914
gamd_cumulant2,21,9.10052773448362,0.02616183277125198,0.659124775297329,95372,5.762548723946344,61.70798604370319
gamd_cumulant2,22,9.293309478790418,0.026194481691000977,0.658381253739998,64013,5.951138595159983,63.96261245820222
gamd_cumulant2,23,9.486091223097215,0.027270487236805637,0.6343820078529594,37431,6.533027058921691,66.65352712618935
gamd_cumulant2,24,9.678872967404013,0.032557096961154594,0.5287480040870982,18137,7.671628338389645,70.65574530621518
gamd_cumulant2,25,9.87165471171081,0.0186550593145368,0.8607370988255811,7153,8.167627757394152,70.54856103008139
gamd_cumulant2,26,10.064436456017608,0.011091815203174553,1.1706872603546825,2466,10.58100921016011,65.52243788846613
gamd_cumulant2,27,10.257218200324406,0.0033706357185709647,1.880778594765183,601,9.846424354589493,69.92414514611097
gamd_cumulant2,28,10.449999944631202,9.36679836204691e-05,4.016884191022912,94,16.605861390558864,10.53736713699274
gamd_cumulant2,29,10.642781688938001,9.284967400857321e-08,8.140251518172981,20,0.5716434472953947,7.469405987122964
