method,cv_bin,rg_bin,cv_A,rg_A,probability,pmf_kcal_mol,counts
gamd_cumulant2,0,0,2.9615304072697954,2.915632470448812,0.0,,0
gamd_cumulant2,0,1,2.9615304072697954,3.412108135223389,6.735482576525883e-11,11.73935933178641,11
gamd_cumulant2,0,2,2.9615304072697954,3.908583799997966,0.0,,0
gamd_cumulant2,0,3,2.9615304072697954,4.405059464772543,2.4667708527661023e-08,8.220054908016259,20
gamd_cumulant2,0,4,2.9615304072697954,4.90153512954712,7.689888346748944e-08,7.5422217317260545,79
gamd_cumulant2,0,5,2.9615304072697954,5.398010794321696,1.0505626382704309e-07,7.3562166138495035,167
gamd_cumulant2,0,6,2.9615304072697954,5.894486459096273,1.4084117459245125e-07,7.181459815655226,164
gamd_cumulant2,0,7,2.9615304072697954,6.39096212387085,1.612845084328303e-06,5.72794577152708,352
gamd_cumulant2,0,8,2.9615304072697954,6.8874377886454266,4.294910345891336e-06,5.144046977833455,744
gamd_cumulant2,0,9,2.9615304072697954,7.3839134534200035,7.713696730055135e-07,6.167666759098503,71
gamd_cumulant2,0,10,2.9615304072697954,7.88038911819458,1.2504676957823488e-07,7.252370224905046,11
gamd_cumulant2,0,11,2.9615304072697954,8.376864782969157,0.0,,0
gamd_cumulant2,0,12,2.9615304072697954,8.873340447743733,0.0,,0
gamd_cumulant2,0,13,2.9615304072697954,9.369816112518311,0.0,,0
gamd_cumulant2,0,14,2.9615304072697954,9.866291777292886,0.0,,0
gamd_cumulant2,0,15,2.9615304072697954,10.362767442067465,0.0,,0
gamd_cumulant2,0,16,2.9615304072697954,10.85924310684204,0.0,,0
gamd_cumulant2,0,17,2.9615304072697954,11.355718771616619,0.0,,0
gamd_cumulant2,0,18,2.9615304072697954,11.852194436391194,0.0,,0
gamd_cumulant2,0,19,2.9615304072697954,12.348670101165773,0.0,,0
gamd_cumulant2,0,20,2.9615304072697954,12.845145765940348,0.0,,0
gamd_cumulant2,0,21,2.9615304072697954,13.341621430714927,0.0,,0
gamd_cumulant2,0,22,2.9615304072697954,13.838097095489502,0.0,,0
gamd_cumulant2,0,23,2.9615304072697954,14.334572760264079,0.0,,0
gamd_cumulant2,0,24,2.9615304072697954,14.831048425038656,0.0,,0
gamd_cumulant2,0,25,2.9615304072697954,15.327524089813231,0.0,,0
gamd_cumulant2,0,26,2.9615304072697954,15.82399975458781,0.0,,0
gamd_cumulant2,0,27,2.9615304072697954,16.32047541936239,0.0,,0
gamd_cumulant2,0,28,2.9615304072697954,16.81695108413696,0.0,,0
gamd_cumulant2,0,29,2.9615304072697954,17.31342674891154,0.0,,0
gamd_cumulant2,1,0,3.567827343940735,2.915632470448812,0.0,,0
gamd_cumulant2,1,1,3.567827343940735,3.412108135223389,1.7068841373705144e-10,11.185009706070897,20
gamd_cumulant2,1,2,3.567827343940735,3.908583799997966,3.2676458278072836e-11,12.170574506808183,19
gamd_cumulant2,1,3,3.567827343940735,4.405059464772543,1.2318320558786268e-11,12.752169929572684,20
gamd_cumulant2,1,4,3.567827343940735,4.90153512954712,8.011558997650381e-07,6.1450795026922576,49
gamd_cumulant2,1,5,3.567827343940735,5.398010794321696,1.117311905235885e-06,5.94678109821739,137
gamd_cumulant2,1,6,3.567827343940735,5.894486459096273,2.209827869540571e-06,5.540205718605693,380
gamd_cumulant2,1,7,3.567827343940735,6.39096212387085,7.413153455831285e-06,4.818647108265657,301
gamd_cumulant2,1,8,3.567827343940735,6.8874377886454266,3.3747949338988722e-06,5.287779148159756,112
gamd_cumulant2,1,9,3.567827343940735,7.3839134534200035,3.1020141820619055e-07,6.710737435508826,49
gamd_cumulant2,1,10,3.567827343940735,7.88038911819458,6.02094012710554e-08,7.688080248790054,11
gamd_cumulant2,1,11,3.567827343940735,8.376864782969157,1.1405256790406068e-07,7.307233969501753,9
gamd_cumulant2,1,12,3.567827343940735,8.873340447743733,0.0,,0
gamd_cumulant2,1,13,3.567827343940735,9.369816112518311,0.0,,0
gamd_cumulant2,1,14,3.567827343940735,9.866291777292886,0.0,,0
gamd_cumulant2,1,15,3.567827343940735,10.362767442067465,0.0,,0
gamd_cumulant2,1,16,3.567827343940735,10.85924310684204,0.0,,0
gamd_cumulant2,1,17,3.567827343940735,11.355718771616619,0.0,,0
gamd_cumulant2,1,18,3.567827343940735,11.852194436391194,0.0,,0
gamd_cumulant2,1,19,3.567827343940735,12.348670101165773,0.0,,0
gamd_cumulant2,1,20,3.567827343940735,12.845145765940348,0.0,,0
gamd_cumulant2,1,21,3.567827343940735,13.341621430714927,0.0,,0
gamd_cumulant2,1,22,3.567827343940735,13.838097095489502,0.0,,0
gamd_cumulant2,1,23,3.567827343940735,14.334572760264079,0.0,,0
gamd_cumulant2,1,24,3.567827343940735,14.831048425038656,0.0,,0
gamd_cumulant2,1,25,3.567827343940735,15.327524089813231,0.0,,0
gamd_cumulant2,1,26,3.567827343940735,15.82399975458781,0.0,,0
gamd_cumulant2,1,27,3.567827343940735,16.32047541936239,0.0,,0
gamd_cumulant2,1,28,3.567827343940735,16.81695108413696,0.0,,0
gamd_cumulant2,1,29,3.567827343940735,17.31342674891154,0.0,,0
gamd_cumulant2,2,0,4.174124280611673,2.915632470448812,5.246947220729829e-08,7.770110245371938,18
gamd_cumulant2,2,1,4.174124280611673,3.412108135223389,1.6764799773476046e-06,5.704876362309211,161
gamd_cumulant2,2,2,4.174124280611673,3.908583799997966,3.751446956105826e-08,7.970125218672769,71
gamd_cumulant2,2,3,4.174124280611673,4.405059464772543,3.927027852216252e-07,6.570143987295402,116
gamd_cumulant2,2,4,4.174124280611673,4.90153512954712,9.761634895129653e-06,4.654581152084319,85
gamd_cumulant2,2,5,4.174124280611673,5.398010794321696,7.391531065302009e-06,4.820388508578461,454
