method,bin,cv_A,probability,pmf_kcal_mol,counts
gamd_cumulant2,14,0.4872603653309246,0.06548123162795419,0.04631290932549792,21556
gamd_cumulant2,15,0.5194143509181837,0.043588724012526635,0.2889297243245652,21656
gamd_cumulant2,16,0.5515683365054429,0.04083099419482872,0.32789306000906016,20440
gamd_cumulant2,17,0.5837223220927019,0.031066278948927866,0.4908349672856329,20472
gamd_cumulant2,18,0.6158763076799612,0.027609925582874662,0.561150772376767,21020
gamd_cumulant2,19,0.6480302932672202,0.02999133954774582,0.511828366094444,20508
gamd_cumulant2,20,0.6801842788544794,0.02586669557196355,0.600031859242943,21432
gamd_cumulant2,21,0.7123382644417384,0.020250503052034272,0.7459582021483708,22529
gamd_cumulant2,22,0.7444922500289977,0.017943763815435127,0.818056158876181,21212
gamd_cumulant2,23,0.7766462356162568,0.012029193410961347,1.056464723283939,18802
gamd_cumulant2,24,0.8088002212035159,0.008012386842579078,1.2987135349971513,19397
gamd_cumulant2,25,0.8409542067907751,0.007585782925335183,1.3313312305780758,22004
gamd_cumulant2,26,0.8731081923780342,0.006814223696464655,1.3952776831096192,22590
gamd_cumulant2,27,0.9052621779652934,0.0053844080868955075,1.5356765028734158,11630
gamd_cumulant2,28,0.9374161635525524,0.0027659973516367506,1.932783172379564,2542
gamd_cumulant2,29,0.9695701491398117,0.0006590476498126479,2.787893489730575,431
gamd_cumulant3,0,0.037104567109296716,0.0009743703614681656,2.797966183201412,112
gamd_cumulant3,1,0.06925855269655586,0.005101647627798822,1.8110048822231073,2530
gamd_cumulant3,2,0.101412538283815,0.04896620927100432,0.46274626875851643,11965
gamd_cumulant3,3,0.13356652387107412,0.06867317316711401,0.2611077266494115,21726
gamd_cumulant3,4,0.16572050945833325,0.10641433817916067,0.0,22438
gamd_cumulant3,5,0.1978744950455924,0.07633449072685132,0.19805398592739532,21679
gamd_cumulant3,6,0.23002848063285153,0.06729283115107176,0.27321273387860234,21782
gamd_cumulant3,7,0.26218246622011065,0.06589146578905213,0.2857588165182272,22072
gamd_cumulant3,8,0.2943364518073698,0.06615262500045764,0.283400616144283,21737
gamd_cumulant3,9,0.3264904373946289,0.06295966855061269,0.31289285325492067,21720
gamd_cumulant3,10,0.35864442298188803,0.07019100663321273,0.24807471010005,20962
gamd_cumulant3,11,0.39079840856914716,0.05538206439022634,0.3893437085463962,21024
gamd_cumulant3,12,0.42295239415640634,0.05977553685711785,0.3438323388635238,21033
gamd_cumulant3,13,0.45510637974366547,0.06384087008085389,0.3046066630984914,21191
gamd_cumulant3,14,0.4872603653309246,0.06617980491417363,0.28315572360623964,21556
gamd_cumulant3,15,0.5194143509181837,0.03311013386486655,0.6960188463564994,21656
gamd_cumulant3,16,0.5515683365054429,0.023819937505921065,0.8923445644594132,20440
gamd_cumulant3,17,0.5837223220927019,0.010031591997188005,1.4078950766110745,20472
gamd_cumulant3,18,0.6158763076799612,0.010325107530776704,1.3907022381681753,21020
gamd_cumulant3,19,0.6480302932672202,0.01177538381052981,1.312347162937536,20508
gamd_cumulant3,20,0.6801842788544794,0.0097160538126248,1.42694824989855,21432
gamd_cumulant3,21,0.7123382644417384,0.005088088451682808,1.8125914710148978,22529
gamd_cumulant3,22,0.7444922500289977,0.005125275733758662,1.8082501560163011,21212
gamd_cumulant3,23,0.7766462356162568,0.0025340852102693594,2.2281573159820294,18802
gamd_cumulant3,24,0.8088002212035159,0.001349555577374376,2.603773123716987,19397
gamd_cumulant3,25,0.8409542067907751,0.0010965951557114068,2.727515500193322,22004
gamd_cumulant3,26,0.8731081923780342,0.0007569139410913535,2.9485218947667846,22590
gamd_cumulant3,27,0.9052621779652934,0.0007532718542220265,2.9513974023730594,11630
gamd_cumulant3,28,0.9374161635525524,0.0003701638429244627,3.3749583437880153,2542
gamd_cumulant3,29,0.9695701491398117,1.773901088264653e-05,5.186203320440871,431
