# overlap space: CV1 marginal (30 primary bins); pairwise histogram-intersection overlap of the primary CV only. This CANNOT see a secondary-CV gap: for the joint (CV1, CV2) overlap see overlap_matrix_joint.csv (written only when this run has a biased second axis). docs/chignolin_6_low_ess_root_cause.md
window,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
20,0.00023693875133278048,0.0015401018836630732,0.0009477550053311218,0.0015401018836630732,0.007108162539983413,0.007937448169648146,0.007937448169648146,0.008055917545314536,0.048217035896220825,0.0521265252932117,0.05200805591754531,0.053074280298542824,0.16111835090629073,0.16289539154128657,0.15957824902262766,0.17663783911858785,0.4486435256486198,0.45350077005094186,0.4786162776922166,0.4879753583698614,1.0,0.9667101054377443,0.96422224854875,0.9604312285274257,0.4976898471745054,0.49022627650752276,0.506693519725151,0.48987086838052357,0.1953560004738775,0.1903802866958891,0.18350906290723845,0.17379457410259447,0.03518669594525929,0.03234309404952469,0.029262525329145545,0.028788591679856448,0.004146694844785467,0.0034357943708518174,0.0031988275462072674,0.002606410484595893,0.00035545023696682463,0.0,0.00011848341232227489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0003554081269991707,0.0016585712593294632,0.0010662243809975121,0.0016585712593294632,0.005923468783319512,0.006752754412984244,0.006752754412984244,0.006871223788650634,0.047032342139556926,0.047624689017888876,0.047743158393555266,0.048572444023219995,0.15661651463096793,0.15839355526596374,0.15507641274730483,0.17213600284326502,0.4375074043359792,0.44236464873830117,0.4674801563795759,0.47683923705722076,0.9667101054377443,1.0,0.9931287762113493,0.9848359199147021,0.4756545433005568,0.4681909726335742,0.4846582158512024,0.467835564506575,0.1733206965999289,0.16834498282194052,0.17059590095960192,0.16751569719227577,0.03222496155359953,0.029381359657864935,0.026300790937485788,0.02582685728819669,0.004028225469119076,0.003317324995185427,0.0030803581705408775,0.002487941108929503,0.00035545023696682463,0.0,0.00011848341232227489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.00023693875133278048,0.0015401018836630732,0.0009477550053311218,0.0015401018836630732,0.004857244402322,0.005686530031986731,0.005686530031986731,0.005804999407653121,0.045136832128894674,0.045729179007226624,0.045847648382893014,0.04667693401255774,0.15472100462030566,0.1564980452553015,0.1531809027366426,0.17024049283260279,0.4325316905579908,0.4373889349603128,0.4625044426015875,0.4718635232792323,0.96422224854875,0.9931287762113493,0.9999999999999999,0.986020613671366,0.4790901551948821,0.4716265845278995,0.4880938277455277,0.4712711764009003,0.17675630849425422,0.17178059471626583,0.17403151285392723,0.17095130908660108,0.03613445095059041,0.03329084905485581,0.030210280334476668,0.02973634668518757,0.004028225469119076,0.003317324995185427,0.0030803581705408775,0.002487941108929503,0.00035545023696682463,0.0,0.00011848341232227489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.00011846937566639024,0.0014216325079966828,0.0008292856296647316,0.0014216325079966828,0.0055680606563203415,0.006397346285985073,0.006397346285985073,0.006515815661651463,0.04229356711290132,0.04288591399123327,0.04300438336689966,0.04383366899656439,0.1518777396043123,0.15365478023930815,0.15033763772064923,0.16739722781660937,0.4266082217746712,0.4314654661769933,0.45658097381826795,0.4659400544959128,0.9604312285274257,0.9848359199147021,0.986020613671366,1.0,0.4840658689728705,0.4766022983058879,0.4930695415235161,0.47624689017888866,0.18173202227224264,0.17675630849425425,0.17900722663191565,0.1759270228645895,0.039096185342250164,0.036252583446515566,0.033172014726136415,0.032698081076847324,0.00639761298244688,0.0056867125085132315,0.005449745683868681,0.0048573286222573075,0.0004739196126332149,0.00011846937566639024,0.0002369527879886651,0.00011846937566639024,0.00011846937566639024,0.00011846937566639024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.00011846937566639024,0.00047387750266556097,0.0007108162539983414,0.0005923468783319512,0.0005923468783319512,0.00521265252932117,0.005804999407653122,0.005923468783319512,0.006752754412984244,0.030565098921928685,0.027603364530268924,0.028195711408600877,0.03459305769458595,0.13860916952967658,0.13564743513801683,0.14630967894799193,0.14121549579433718,0.4976898471745054,0.4756545433005568,0.4790901551948821,0.4840658689728705,1.0,0.9879161236820282,0.9671839829404099,0.9716858192157327,0.4883307664968606,0.473285155787229,0.4597796469612605,0.4500651581566165,0.16089220634333323,0.14750358075091616,0.12096329639072659,0.12487324899736167,0.03507002326154613,0.03009371994401059,0.02428803274021912,0.02132594743216225,0.0072274179683793445,0.004976233134256122,0.0031989819494219985,0.003554432186388823,0.0007108302906542261,0.0007108302906542261,0.00011848341232227489,0.00035545023696682463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.00011846937566639024,0.0008292856296647316,0.0010662243809975121,0.0009477550053311218,0.0009477550053311218,0.005568060656320341,0.006160407534652293,0.0062788769103186825,0.007108162539983414,0.026300201397938632,0.023338467006278875,0.023930813884610824,0.0303281601705959,0.13043478260869568,0.1274730482170359,0.13813529202701103,0.13304110887335624,0.49022627650752276,0.4681909726335742,0.4716265845278995,0.4766022983058879,0.9879161236820282,1.0,0.9691979623267386,0.975121431110058,0.49816372467717096,0.4831181139675394,0.46961260514157094,0.4598981163369269,0.16539404261865606,0.15200541702623901,0.12546513266604942,0.12937508527268451,0.03388532950488223,0.02890902618734668,0.023103338983555214,0.020141253675498343,0.006990479217046564,0.004739294382923341,0.002962043198089218,0.0033174934350560428,0.0004738915393214456,0.0004738915393214456,0.00011848341232227489,0.0003554081269991707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.00011846937566639024,0.0009477550053311219,0.0011846937566639024,0.0010662243809975121,0.0010662243809975121,0.0056865300319867305,0.0062788769103186825,0.006397346285985072,0.007226631915649804,0.026418670773605026,0.023456936381945265,0.024049283260277218,0.030446629546262288,0.1432294751806658,0.14026774078900606,0.15092998459898116,0.1458358014453264,0.506693519725151,0.4846582158512024,0.4880938277455277,0.4930695415235161,0.9671839829404099,0.9691979623267386,1.0,0.978438573628717,0.5075228053548158,0.49247719464518425,0.4789716858192157,0.4692571970145717,0.17972883707428927,0.16634021148187222,0.13979992712168265,0.14370987972831772,0.03957185953686896,0.03459555621933342,0.02878986901554195,0.025827783707485077,0.007345887344045735,0.005094702509922512,0.003317451325088389,0.0036729015620552133,0.0008292996663206163,0.0007109004739336494,0.00011848341232227489,0.00035545023696682463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.00011846937566639024,0.00011846937566639024,0.00011846937566639024,0.00023693875133278048,0.0009477550053311218,0.0011846937566639024,0.0010662243809975121,0.0010662243809975121,0.0056865300319867305,0.0062788769103186825,0.006397346285985072,0.007226631915649804,0.02938040516526478,0.026418670773605022,0.027011017651936975,0.03340836393792205,0.1383722307783438,0.13541049638668404,0.14607274019665917,0.14097855704300438,0.48987086838052357,0.467835564506575,0.4712711764009003,0.47624689017888866,0.9716858192157327,0.975121431110058,0.978438573628717,1.0,0.5151048453974648,0.5000592346878332,0.48655372586186474,0.47683923705722076,0.17972883707428927,0.16634021148187222,0.13979992712168263,0.14370987972831775,0.0379132882775395,0.032936984960003954,0.02713129775621248,0.024169212448155612,0.007108948592712955,0.004857763758589732,0.0030805125737556082,0.0034359628107224326,0.0005923609149878358,0.0005923609149878358,0.00011848341232227489,0.00035545023696682463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011846937566639024,0.00047387750266556097,0.00023693875133278048,0.00047387750266556097,0.0036725506456580974,0.003435611894325317,0.004027958772657268,0.0036725506456580974,0.038857955218576,0.03731785333491293,0.03862101646724322,0.03862101646724322,0.1953560004738775,0.1733206965999289,0.17675630849425422,0.18173202227224264,0.4883307664968606,0.49816372467717096,0.5075228053548158,0.5151048453974648,1.0,0.9785570430043834,0.9360265371401493,0.9225210283141807,0.5368286758773332,0.46917464744131415,0.41242109293894447,0.40531208819960796,0.19204194601951322,0.15201132645836643,0.13554213214557023,0.11634781934936168,0.03103976247732378,0.028788577643200558,0.027011326458366434,0.02736677669533326,0.0037911744245392185,0.003198757362927844,0.0026063403013164696,0.0028433071259610196,0.0005923609149878358,0.00047387750266556097,0.00047387750266556097,0.00047387750266556097,0.00011848341232227489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011846937566639024,0.00047387750266556097,0.00023693875133278048,0.00047387750266556097,0.0035540812699917075,0.003317142518658927,0.003909489396990878,0.0035540812699917075,0.03388224144058761,0.03234213955692453,0.03364530268925483,0.03364530268925483,0.1903802866958891,0.16834498282194052,0.17178059471626583,0.17675630849425425,0.473285155787229,0.4831181139675394,0.49247719464518425,0.5000592346878332,0.9785570430043834,1.0,0.9552185759981044,0.9434901078071318,0.5532959190949613,0.4856418906589424,0.42888833615657274,0.4217793314172362,0.20850918923714146,0.16385826402500547,0.14738906971220928,0.1281947569160007,0.042886700043962805,0.04063551520983959,0.03661088312462697,0.035307565589081956,0.005449745683868683,0.004857328622257308,0.004264911560645934,0.0045018783852904835,0.00011848341232227489,0.0,0.0,0.0,0.00011848341232227489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
