variant,metric,checkpoint_index,n_epochs,frac_total,bin,x,F_kcal_mol,P,count
epoch,cv_distance,8,8,0.3556908298894225,13,0.45510637974366547,0.03883672608231992,0.04585961052947409,65518
epoch,cv_distance,8,8,0.3556908298894225,14,0.4872603653309246,0.0,0.048946577523844424,68560
epoch,cv_distance,8,8,0.3556908298894225,15,0.5194143509181837,0.02849140058382682,0.04666236810674232,66467
epoch,cv_distance,8,8,0.3556908298894225,16,0.5515683365054429,0.07168935609337179,0.043400798272011896,62319
epoch,cv_distance,8,8,0.3556908298894225,17,0.5837223220927019,0.11439399336706235,0.040400620434732096,60481
epoch,cv_distance,8,8,0.3556908298894225,18,0.6158763076799612,0.12249360227950135,0.039855438521790146,60731
epoch,cv_distance,8,8,0.3556908298894225,19,0.6480302932672202,0.12558211076370784,0.03964949499465138,61353
epoch,cv_distance,8,8,0.3556908298894225,20,0.6801842788544794,0.08555451304179251,0.04240305627495541,63877
epoch,cv_distance,8,8,0.3556908298894225,21,0.7123382644417384,0.04252018416691605,0.045577134663039996,68691
epoch,cv_distance,8,8,0.3556908298894225,22,0.7444922500289977,0.015555374589288684,0.04768595392684357,70251
epoch,cv_distance,8,8,0.3556908298894225,23,0.7766462356162568,0.03804181691214592,0.04592079957476033,67329
epoch,cv_distance,8,8,0.3556908298894225,24,0.8088002212035159,0.11223193062897718,0.040547404974598925,60888
epoch,cv_distance,8,8,0.3556908298894225,25,0.8409542067907751,0.22257759638230978,0.03369596626092436,56111
epoch,cv_distance,8,8,0.3556908298894225,26,0.8731081923780342,0.17270302021615658,0.036636231087350764,59952
epoch,cv_distance,8,8,0.3556908298894225,27,0.9052621779652934,0.05306517326187743,0.044778047565236144,36286
epoch,cv_distance,8,8,0.3556908298894225,28,0.9374161635525524,0.6599868459154419,0.01617826281509152,5939
epoch,cv_distance,8,8,0.3556908298894225,29,0.9695701491398117,3.7170688995080647,9.591660689201046e-05,234
epoch,cv_distance,9,9,0.479130598682006,0,0.037104567109296716,1.6979699550755225,0.002781176974536115,643
epoch,cv_distance,9,9,0.479130598682006,1,0.06925855269655586,0.66712948247258,0.015674017670775225,11113
epoch,cv_distance,9,9,0.479130598682006,2,0.101412538283815,0.38541405907168547,0.025142343811042724,50621
epoch,cv_distance,9,9,0.479130598682006,3,0.13356652387107412,0.4015019747128459,0.024472929406450676,85002
epoch,cv_distance,9,9,0.479130598682006,4,0.16572050945833325,0.40146967437035097,0.024474255399007064,95902
epoch,cv_distance,9,9,0.479130598682006,5,0.1978744950455924,0.33883238301030105,0.027185655426315316,96109
epoch,cv_distance,9,9,0.479130598682006,6,0.23002848063285153,0.3148207275865349,0.02830296511743596,92736
epoch,cv_distance,9,9,0.479130598682006,7,0.26218246622011065,0.30313987588983315,0.028862986089580663,87917
epoch,cv_distance,9,9,0.479130598682006,8,0.2943364518073698,0.27627058155610285,0.03019361652319697,83749
epoch,cv_distance,9,9,0.479130598682006,9,0.3264904373946289,0.2583006623721362,0.031117589657025716,82048
epoch,cv_distance,9,9,0.479130598682006,10,0.35864442298188803,0.22889505950381062,0.03269094589620337,82408
epoch,cv_distance,9,9,0.479130598682006,11,0.39079840856914716,0.16914915686428778,0.03613694827477054,84080
epoch,cv_distance,9,9,0.479130598682006,12,0.42295239415640634,0.09018916433990354,0.04125462420822594,85779
epoch,cv_distance,9,9,0.479130598682006,13,0.45510637974366547,0.037913463596414676,0.04503546937603251,88292
epoch,cv_distance,9,9,0.479130598682006,14,0.4872603653309246,0.0,0.04799257793196313,91352
epoch,cv_distance,9,9,0.479130598682006,15,0.5194143509181837,0.01412857694452363,0.04686856146943789,88794
